ctas,comm_sm_pct,ar_mib,m,nk,f_gemm,f_comm,iter_ms,energy_mj,base_energy_mj,base_iter_ms,base_clock,dE_vs_auto_pct,is_best_pair_for_workload,is_global_fixed_pair
4,3.7,64,4096,4096,1050,300,6.3528,728.93,482.67,1.7714,1410,+51.02,False,False
4,3.7,64,4096,4096,1050,510,3.8852,505.74,482.67,1.7714,1410,+4.78,False,False
4,3.7,64,4096,4096,1050,705,2.9546,421.90,482.67,1.7714,1410,-12.59,False,False
4,3.7,64,4096,4096,1050,900,2.3857,372.37,482.67,1.7714,1410,-22.85,False,False
4,3.7,64,4096,4096,1050,1050,2.0847,338.29,482.67,1.7714,1410,-29.91,False,False
4,3.7,64,4096,4096,1050,1200,1.8631,329.69,482.67,1.7714,1410,-31.69,False,False
4,3.7,64,4096,4096,1050,1305,1.7362,311.80,482.67,1.7714,1410,-35.40,False,False
4,3.7,64,4096,4096,1050,1410,1.6287,315.75,482.67,1.7714,1410,-34.58,False,False
4,3.7,64,4096,4096,1200,300,6.3528,787.05,482.67,1.7714,1410,+63.06,False,False
4,3.7,64,4096,4096,1200,510,3.8852,554.00,482.67,1.7714,1410,+14.78,False,False
4,3.7,64,4096,4096,1200,705,2.9546,466.43,482.67,1.7714,1410,-3.36,False,False
4,3.7,64,4096,4096,1200,900,2.3857,414.63,482.67,1.7714,1410,-14.10,False,False
4,3.7,64,4096,4096,1200,1050,2.0847,379.34,482.67,1.7714,1410,-21.41,False,False
4,3.7,64,4096,4096,1200,1200,1.8631,369.87,482.67,1.7714,1410,-23.37,False,False
4,3.7,64,4096,4096,1200,1305,1.7362,351.46,482.67,1.7714,1410,-27.18,False,False
4,3.7,64,4096,4096,1200,1410,1.6287,354.98,482.67,1.7714,1410,-26.45,False,False
4,3.7,64,8192,8192,300,300,17.9194,2273.53,1880.92,4.7135,1170,+20.87,False,False
4,3.7,64,8192,8192,300,510,17.7895,2204.47,1880.92,4.7135,1170,+17.20,False,False
4,3.7,64,8192,8192,300,705,17.7405,2179.52,1880.92,4.7135,1170,+15.88,False,False
4,3.7,64,8192,8192,300,900,17.7106,2166.58,1880.92,4.7135,1170,+15.19,False,False
4,3.7,64,8192,8192,300,1050,17.6948,2153.66,1880.92,4.7135,1170,+14.50,False,False
4,3.7,64,8192,8192,300,1200,17.6831,2161.36,1880.92,4.7135,1170,+14.91,False,False
4,3.7,64,8192,8192,300,1305,17.6764,2156.05,1880.92,4.7135,1170,+14.63,False,False
4,3.7,64,8192,8192,300,1410,17.6707,2171.44,1880.92,4.7135,1170,+15.45,False,False
4,3.7,64,8192,8192,510,300,10.7021,1840.54,1880.92,4.7135,1170,-2.15,False,False
4,3.7,64,8192,8192,510,510,10.5722,1770.99,1880.92,4.7135,1170,-5.84,False,False
4,3.7,64,8192,8192,510,705,10.5233,1745.51,1880.92,4.7135,1170,-7.20,False,False
4,3.7,64,8192,8192,510,900,10.4933,1732.00,1880.92,4.7135,1170,-7.92,False,False
4,3.7,64,8192,8192,510,1050,10.4775,1717.95,1880.92,4.7135,1170,-8.66,False,False
4,3.7,64,8192,8192,510,1200,10.4658,1724.52,1880.92,4.7135,1170,-8.31,False,False
4,3.7,64,8192,8192,510,1305,10.4591,1717.11,1880.92,4.7135,1170,-8.71,False,False
4,3.7,64,8192,8192,510,1410,10.4535,1730.39,1880.92,4.7135,1170,-8.00,False,True
4,3.7,64,8192,8192,705,300,7.8493,1682.66,1880.92,4.7135,1170,-10.54,False,False
4,3.7,64,8192,8192,705,510,7.7194,1612.76,1880.92,4.7135,1170,-14.26,False,False
4,3.7,64,8192,8192,705,705,7.6704,1587.01,1880.92,4.7135,1170,-15.63,False,False
4,3.7,64,8192,8192,705,900,7.6405,1573.24,1880.92,4.7135,1170,-16.36,False,False
4,3.7,64,8192,8192,705,1050,7.6247,1558.73,1880.92,4.7135,1170,-17.13,False,False
4,3.7,64,8192,8192,705,1200,7.6130,1564.84,1880.92,4.7135,1170,-16.80,False,False
4,3.7,64,8192,8192,705,1305,7.6063,1556.59,1880.92,4.7135,1170,-17.24,False,False
4,3.7,64,8192,8192,705,1410,7.6007,1569.03,1880.92,4.7135,1170,-16.58,False,False
4,3.7,64,8192,8192,900,300,6.3528,1609.28,1880.92,4.7135,1170,-14.44,False,False
4,3.7,64,8192,8192,900,510,6.1012,1531.62,1880.92,4.7135,1170,-18.57,False,False
4,3.7,64,8192,8192,900,705,6.0523,1505.67,1880.92,4.7135,1170,-19.95,False,False
4,3.7,64,8192,8192,900,900,6.0223,1491.72,1880.92,4.7135,1170,-20.69,False,False
4,3.7,64,8192,8192,900,1050,6.0065,1476.93,1880.92,4.7135,1170,-21.48,False,False
4,3.7,64,8192,8192,900,1200,5.9948,1482.77,1880.92,4.7135,1170,-21.17,False,False
4,3.7,64,8192,8192,900,1305,5.9881,1474.03,1880.92,4.7135,1170,-21.63,False,False
4,3.7,64,8192,8192,900,1410,5.9825,1486.00,1880.92,4.7135,1170,-21.00,False,False
4,3.7,64,8192,8192,1050,300,6.3528,1654.14,1880.92,4.7135,1170,-12.06,False,False
4,3.7,64,8192,8192,1050,510,5.2777,1521.77,1880.92,4.7135,1170,-19.09,False,False
4,3.7,64,8192,8192,1050,705,5.2288,1495.57,1880.92,4.7135,1170,-20.49,False,False
4,3.7,64,8192,8192,1050,900,5.1988,1481.44,1880.92,4.7135,1170,-21.24,False,False
4,3.7,64,8192,8192,1050,1050,5.1830,1466.46,1880.92,4.7135,1170,-22.04,False,False
4,3.7,64,8192,8192,1050,1200,5.1713,1472.13,1880.92,4.7135,1170,-21.73,False,False
4,3.7,64,8192,8192,1050,1305,5.1646,1463.12,1880.92,4.7135,1170,-22.21,True,False
4,3.7,64,8192,8192,1050,1410,5.1590,1474.82,1880.92,4.7135,1170,-21.59,False,False
4,3.7,64,8192,8192,1200,300,6.3528,1936.21,1880.92,4.7135,1170,+2.94,False,False
4,3.7,64,8192,8192,1200,510,4.6534,1756.33,1880.92,4.7135,1170,-6.62,False,False
4,3.7,64,8192,8192,1200,705,4.6044,1729.89,1880.92,4.7135,1170,-8.03,False,False
4,3.7,64,8192,8192,1200,900,4.5744,1715.59,1880.92,4.7135,1170,-8.79,False,False
4,3.7,64,8192,8192,1200,1050,4.5586,1700.45,1880.92,4.7135,1170,-9.59,False,False
4,3.7,64,8192,8192,1200,1200,4.5469,1705.98,1880.92,4.7135,1170,-9.30,False,False
4,3.7,64,8192,8192,1200,1305,4.5403,1696.77,1880.92,4.7135,1170,-9.79,False,False
4,3.7,64,8192,8192,1200,1410,4.5346,1708.26,1880.92,4.7135,1170,-9.18,False,False
4,3.7,128,1024,4096,300,300,12.5676,1100.11,484.92,3.3630,1410,+126.87,False,False
4,3.7,128,1024,4096,300,510,7.6629,705.12,484.92,3.3630,1410,+45.41,False,False
4,3.7,128,1024,4096,300,705,5.8320,557.15,484.92,3.3630,1410,+14.90,False,False
4,3.7,128,1024,4096,300,900,4.6902,470.00,484.92,3.3630,1410,-3.08,False,False
4,3.7,128,1024,4096,300,1050,4.1045,408.04,484.92,3.3630,1410,-15.85,False,False
4,3.7,128,1024,4096,300,1200,3.6562,399.82,484.92,3.3630,1410,-17.55,False,False
4,3.7,128,1024,4096,300,1305,3.4065,365.33,484.92,3.3630,1410,-24.66,True,False
4,3.7,128,1024,4096,300,1410,3.1832,370.06,484.92,3.3630,1410,-23.69,False,False
4,3.7,128,1024,4096,510,300,12.5676,1112.48,484.92,3.3630,1410,+129.42,False,False
4,3.7,128,1024,4096,510,510,7.6629,711.66,484.92,3.3630,1410,+46.76,False,False
4,3.7,128,1024,4096,510,705,5.8320,561.51,484.92,3.3630,1410,+15.79,False,False
4,3.7,128,1024,4096,510,900,4.6902,472.99,484.92,3.3630,1410,-2.46,False,False
4,3.7,128,1024,4096,510,1050,4.1045,410.33,484.92,3.3630,1410,-15.38,False,False
4,3.7,128,1024,4096,510,1200,3.6562,401.58,484.92,3.3630,1410,-17.19,False,False
4,3.7,128,1024,4096,510,1305,3.4065,366.79,484.92,3.3630,1410,-24.36,False,False
4,3.7,128,1024,4096,510,1410,3.1832,371.26,484.92,3.3630,1410,-23.44,False,True
4,3.7,128,1024,4096,705,300,12.5676,1133.07,484.92,3.3630,1410,+133.66,False,False
4,3.7,128,1024,4096,705,510,7.6629,723.86,484.92,3.3630,1410,+49.28,False,False
4,3.7,128,1024,4096,705,705,5.8320,570.58,484.92,3.3630,1410,+17.67,False,False
4,3.7,128,1024,4096,705,900,4.6902,480.12,484.92,3.3630,1410,-0.99,False,False
4,3.7,128,1024,4096,705,1050,4.1045,416.46,484.92,3.3630,1410,-14.12,False,False
4,3.7,128,1024,4096,705,1200,3.6562,406.94,484.92,3.3630,1410,-16.08,False,False
4,3.7,128,1024,4096,705,1305,3.4065,371.73,484.92,3.3630,1410,-23.34,False,False
4,3.7,128,1024,4096,705,1410,3.1832,375.81,484.92,3.3630,1410,-22.50,False,False
4,3.7,128,1024,4096,900,300,12.5676,1156.72,484.92,3.3630,1410,+138.54,False,False
4,3.7,128,1024,4096,900,510,7.6629,738.17,484.92,3.3630,1410,+52.23,False,False
4,3.7,128,1024,4096,900,705,5.8320,581.40,484.92,3.3630,1410,+19.90,False,False
4,3.7,128,1024,4096,900,900,4.6902,488.75,484.92,3.3630,1410,+0.79,False,False
4,3.7,128,1024,4096,900,1050,4.1045,423.98,484.92,3.3630,1410,-12.57,False,False
4,3.7,128,1024,4096,900,1200,3.6562,413.60,484.92,3.3630,1410,-14.71,False,False
4,3.7,128,1024,4096,900,1305,3.4065,377.92,484.92,3.3630,1410,-22.07,False,False
4,3.7,128,1024,4096,900,1410,3.1832,381.58,484.92,3.3630,1410,-21.31,False,False
4,3.7,128,1024,4096,1050,300,12.5676,1206.85,484.92,3.3630,1410,+148.88,False,False
4,3.7,128,1024,4096,1050,510,7.6629,768.68,484.92,3.3630,1410,+58.52,False,False
4,3.7,128,1024,4096,1050,705,5.8320,604.59,484.92,3.3630,1410,+24.68,False,False
4,3.7,128,1024,4096,1050,900,4.6902,507.39,484.92,3.3630,1410,+4.63,False,False
4,3.7,128,1024,4096,1050,1050,4.1045,440.27,484.92,3.3630,1410,-9.21,False,False
4,3.7,128,1024,4096,1050,1200,3.6562,428.10,484.92,3.3630,1410,-11.72,False,False
4,3.7,128,1024,4096,1050,1305,3.4065,391.41,484.92,3.3630,1410,-19.28,False,False
4,3.7,128,1024,4096,1050,1410,3.1832,394.18,484.92,3.3630,1410,-18.71,False,False
4,3.7,128,1024,4096,1200,300,12.5676,1264.51,484.92,3.3630,1410,+160.77,False,False
4,3.7,128,1024,4096,1200,510,7.6629,806.73,484.92,3.3630,1410,+66.37,False,False
4,3.7,128,1024,4096,1200,705,5.8320,635.33,484.92,3.3630,1410,+31.02,False,False
4,3.7,128,1024,4096,1200,900,4.6902,533.55,484.92,3.3630,1410,+10.03,False,False
4,3.7,128,1024,4096,1200,1050,4.1045,464.10,484.92,3.3630,1410,-4.29,False,False
4,3.7,128,1024,4096,1200,1200,3.6562,450.14,484.92,3.3630,1410,-7.17,False,False
4,3.7,128,1024,4096,1200,1305,3.4065,412.45,484.92,3.3630,1410,-14.94,False,False
4,3.7,128,1024,4096,1200,1410,3.1832,414.33,484.92,3.3630,1410,-14.56,False,False
4,3.7,128,1024,4096,1305,300,12.5676,1364.75,484.92,3.3630,1410,+181.44,False,False
4,3.7,128,1024,4096,1305,510,7.6629,869.87,484.92,3.3630,1410,+79.39,False,False
4,3.7,128,1024,4096,1305,705,5.8320,684.61,484.92,3.3630,1410,+41.18,False,False
4,3.7,128,1024,4096,1305,900,4.6902,574.20,484.92,3.3630,1410,+18.41,False,False
4,3.7,128,1024,4096,1305,1050,4.1045,500.31,484.92,3.3630,1410,+3.18,False,False
4,3.7,128,1024,4096,1305,1200,3.6562,482.96,484.92,3.3630,1410,-0.40,False,False
4,3.7,128,1024,4096,1305,1305,3.4065,443.39,484.92,3.3630,1410,-8.56,False,False
4,3.7,128,1024,4096,1305,1410,3.1832,443.58,484.92,3.3630,1410,-8.53,False,False
4,3.7,128,1024,4096,1410,300,12.5676,1473.75,484.92,3.3630,1410,+203.92,False,False
4,3.7,128,1024,4096,1410,510,7.6629,941.76,484.92,3.3630,1410,+94.21,False,False
4,3.7,128,1024,4096,1410,705,5.8320,742.65,484.92,3.3630,1410,+53.15,False,False
4,3.7,128,1024,4096,1410,900,4.6902,623.60,484.92,3.3630,1410,+28.60,False,False
4,3.7,128,1024,4096,1410,1050,4.1045,545.28,484.92,3.3630,1410,+12.45,False,False
4,3.7,128,1024,4096,1410,1200,3.6562,524.54,484.92,3.3630,1410,+8.17,False,False
4,3.7,128,1024,4096,1410,1305,3.4065,483.08,484.92,3.3630,1410,-0.38,False,False
4,3.7,128,1024,4096,1410,1410,3.1832,481.57,484.92,3.3630,1410,-0.69,False,False
4,3.7,128,1024,8192,300,300,12.5676,1206.28,652.80,3.3417,1410,+84.78,False,False
4,3.7,128,1024,8192,300,510,7.6629,811.29,652.80,3.3417,1410,+24.28,False,False
4,3.7,128,1024,8192,300,705,5.8320,663.32,652.80,3.3417,1410,+1.61,False,False
4,3.7,128,1024,8192,300,900,4.6902,576.16,652.80,3.3417,1410,-11.74,False,False
4,3.7,128,1024,8192,300,1050,4.1045,514.20,652.80,3.3417,1410,-21.23,False,False
4,3.7,128,1024,8192,300,1200,3.6562,505.98,652.80,3.3417,1410,-22.49,False,False
4,3.7,128,1024,8192,300,1305,3.4065,471.49,652.80,3.3417,1410,-27.77,False,False
4,3.7,128,1024,8192,300,1410,3.1832,476.22,652.80,3.3417,1410,-27.05,False,False
4,3.7,128,1024,8192,510,300,12.5676,1214.85,652.80,3.3417,1410,+86.10,False,False
4,3.7,128,1024,8192,510,510,7.6629,814.02,652.80,3.3417,1410,+24.70,False,False
4,3.7,128,1024,8192,510,705,5.8320,663.87,652.80,3.3417,1410,+1.70,False,False
4,3.7,128,1024,8192,510,900,4.6902,575.35,652.80,3.3417,1410,-11.86,False,False
4,3.7,128,1024,8192,510,1050,4.1045,512.70,652.80,3.3417,1410,-21.46,False,False
4,3.7,128,1024,8192,510,1200,3.6562,503.94,652.80,3.3417,1410,-22.80,False,False
4,3.7,128,1024,8192,510,1305,3.4065,469.16,652.80,3.3417,1410,-28.13,True,False
4,3.7,128,1024,8192,510,1410,3.1832,473.62,652.80,3.3417,1410,-27.45,False,True
4,3.7,128,1024,8192,705,300,12.5676,1234.36,652.80,3.3417,1410,+89.09,False,False
4,3.7,128,1024,8192,705,510,7.6629,825.16,652.80,3.3417,1410,+26.40,False,False
4,3.7,128,1024,8192,705,705,5.8320,671.88,652.80,3.3417,1410,+2.92,False,False
4,3.7,128,1024,8192,705,900,4.6902,581.42,652.80,3.3417,1410,-10.94,False,False
4,3.7,128,1024,8192,705,1050,4.1045,517.76,652.80,3.3417,1410,-20.69,False,False
4,3.7,128,1024,8192,705,1200,3.6562,508.24,652.80,3.3417,1410,-22.15,False,False
4,3.7,128,1024,8192,705,1305,3.4065,473.02,652.80,3.3417,1410,-27.54,False,False
4,3.7,128,1024,8192,705,1410,3.1832,477.11,652.80,3.3417,1410,-26.91,False,False
4,3.7,128,1024,8192,900,300,12.5676,1258.62,652.80,3.3417,1410,+92.80,False,False
4,3.7,128,1024,8192,900,510,7.6629,840.06,652.80,3.3417,1410,+28.69,False,False
4,3.7,128,1024,8192,900,705,5.8320,683.29,652.80,3.3417,1410,+4.67,False,False
4,3.7,128,1024,8192,900,900,4.6902,590.65,652.80,3.3417,1410,-9.52,False,False
4,3.7,128,1024,8192,900,1050,4.1045,525.88,652.80,3.3417,1410,-19.44,False,False
4,3.7,128,1024,8192,900,1200,3.6562,515.50,652.80,3.3417,1410,-21.03,False,False
4,3.7,128,1024,8192,900,1305,3.4065,479.81,652.80,3.3417,1410,-26.50,False,False
4,3.7,128,1024,8192,900,1410,3.1832,483.47,652.80,3.3417,1410,-25.94,False,False
4,3.7,128,1024,8192,1050,300,12.5676,1310.07,652.80,3.3417,1410,+100.68,False,False
4,3.7,128,1024,8192,1050,510,7.6629,871.91,652.80,3.3417,1410,+33.56,False,False
4,3.7,128,1024,8192,1050,705,5.8320,707.82,652.80,3.3417,1410,+8.43,False,False
4,3.7,128,1024,8192,1050,900,4.6902,610.61,652.80,3.3417,1410,-6.46,False,False
4,3.7,128,1024,8192,1050,1050,4.1045,543.49,652.80,3.3417,1410,-16.74,False,False
4,3.7,128,1024,8192,1050,1200,3.6562,531.33,652.80,3.3417,1410,-18.61,False,False
4,3.7,128,1024,8192,1050,1305,3.4065,494.64,652.80,3.3417,1410,-24.23,False,False
4,3.7,128,1024,8192,1050,1410,3.1832,497.41,652.80,3.3417,1410,-23.80,False,False
4,3.7,128,1024,8192,1200,300,12.5676,1392.02,652.80,3.3417,1410,+113.24,False,False
4,3.7,128,1024,8192,1200,510,7.6629,934.25,652.80,3.3417,1410,+43.11,False,False
4,3.7,128,1024,8192,1200,705,5.8320,762.84,652.80,3.3417,1410,+16.86,False,False
4,3.7,128,1024,8192,1200,900,4.6902,661.07,652.80,3.3417,1410,+1.27,False,False
4,3.7,128,1024,8192,1200,1050,4.1045,591.61,652.80,3.3417,1410,-9.37,False,False
4,3.7,128,1024,8192,1200,1200,3.6562,577.65,652.80,3.3417,1410,-11.51,False,False
4,3.7,128,1024,8192,1200,1305,3.4065,539.97,652.80,3.3417,1410,-17.28,False,False
4,3.7,128,1024,8192,1200,1410,3.1832,541.84,652.80,3.3417,1410,-17.00,False,False
4,3.7,128,2048,4096,300,300,12.5676,1133.76,536.93,3.3109,1410,+111.16,False,False
4,3.7,128,2048,4096,300,510,7.6629,738.77,536.93,3.3109,1410,+37.59,False,False
4,3.7,128,2048,4096,300,705,5.8320,590.80,536.93,3.3109,1410,+10.03,False,False
4,3.7,128,2048,4096,300,900,4.6902,503.65,536.93,3.3109,1410,-6.20,False,False
4,3.7,128,2048,4096,300,1050,4.1045,441.69,536.93,3.3109,1410,-17.74,False,False
4,3.7,128,2048,4096,300,1200,3.6562,433.47,536.93,3.3109,1410,-19.27,False,False
4,3.7,128,2048,4096,300,1305,3.4065,398.98,536.93,3.3109,1410,-25.69,True,False
4,3.7,128,2048,4096,300,1410,3.1832,403.71,536.93,3.3109,1410,-24.81,False,False
4,3.7,128,2048,4096,510,300,12.5676,1145.00,536.93,3.3109,1410,+113.25,False,False
4,3.7,128,2048,4096,510,510,7.6629,744.17,536.93,3.3109,1410,+38.60,False,False
4,3.7,128,2048,4096,510,705,5.8320,594.02,536.93,3.3109,1410,+10.63,False,False
4,3.7,128,2048,4096,510,900,4.6902,505.51,536.93,3.3109,1410,-5.85,False,False
4,3.7,128,2048,4096,510,1050,4.1045,442.85,536.93,3.3109,1410,-17.52,False,False
4,3.7,128,2048,4096,510,1200,3.6562,434.10,536.93,3.3109,1410,-19.15,False,False
4,3.7,128,2048,4096,510,1305,3.4065,399.31,536.93,3.3109,1410,-25.63,False,False
4,3.7,128,2048,4096,510,1410,3.1832,403.78,536.93,3.3109,1410,-24.80,False,True
4,3.7,128,2048,4096,705,300,12.5676,1165.34,536.93,3.3109,1410,+117.04,False,False
4,3.7,128,2048,4096,705,510,7.6629,756.13,536.93,3.3109,1410,+40.83,False,False
4,3.7,128,2048,4096,705,705,5.8320,602.85,536.93,3.3109,1410,+12.28,False,False
4,3.7,128,2048,4096,705,900,4.6902,512.39,536.93,3.3109,1410,-4.57,False,False
4,3.7,128,2048,4096,705,1050,4.1045,448.73,536.93,3.3109,1410,-16.43,False,False
4,3.7,128,2048,4096,705,1200,3.6562,439.21,536.93,3.3109,1410,-18.20,False,False
4,3.7,128,2048,4096,705,1305,3.4065,404.00,536.93,3.3109,1410,-24.76,False,False
4,3.7,128,2048,4096,705,1410,3.1832,408.08,536.93,3.3109,1410,-24.00,False,False
4,3.7,128,2048,4096,900,300,12.5676,1189.25,536.93,3.3109,1410,+121.49,False,False
4,3.7,128,2048,4096,900,510,7.6629,770.69,536.93,3.3109,1410,+43.54,False,False
4,3.7,128,2048,4096,900,705,5.8320,613.92,536.93,3.3109,1410,+14.34,False,False
4,3.7,128,2048,4096,900,900,4.6902,521.28,536.93,3.3109,1410,-2.91,False,False
4,3.7,128,2048,4096,900,1050,4.1045,456.51,536.93,3.3109,1410,-14.98,False,False
4,3.7,128,2048,4096,900,1200,3.6562,446.13,536.93,3.3109,1410,-16.91,False,False
4,3.7,128,2048,4096,900,1305,3.4065,410.44,536.93,3.3109,1410,-23.56,False,False
4,3.7,128,2048,4096,900,1410,3.1832,414.10,536.93,3.3109,1410,-22.88,False,False
4,3.7,128,2048,4096,1050,300,12.5676,1239.95,536.93,3.3109,1410,+130.93,False,False
4,3.7,128,2048,4096,1050,510,7.6629,801.78,536.93,3.3109,1410,+49.33,False,False
4,3.7,128,2048,4096,1050,705,5.8320,637.70,536.93,3.3109,1410,+18.77,False,False
4,3.7,128,2048,4096,1050,900,4.6902,540.49,536.93,3.3109,1410,+0.66,False,False
4,3.7,128,2048,4096,1050,1050,4.1045,473.37,536.93,3.3109,1410,-11.84,False,False
4,3.7,128,2048,4096,1050,1200,3.6562,461.21,536.93,3.3109,1410,-14.10,False,False
4,3.7,128,2048,4096,1050,1305,3.4065,424.52,536.93,3.3109,1410,-20.94,False,False
4,3.7,128,2048,4096,1050,1410,3.1832,427.29,536.93,3.3109,1410,-20.42,False,False
4,3.7,128,2048,4096,1200,300,12.5676,1305.80,536.93,3.3109,1410,+143.20,False,False
4,3.7,128,2048,4096,1200,510,7.6629,848.02,536.93,3.3109,1410,+57.94,False,False
4,3.7,128,2048,4096,1200,705,5.8320,676.62,536.93,3.3109,1410,+26.02,False,False
4,3.7,128,2048,4096,1200,900,4.6902,574.84,536.93,3.3109,1410,+7.06,False,False
4,3.7,128,2048,4096,1200,1050,4.1045,505.39,536.93,3.3109,1410,-5.87,False,False
4,3.7,128,2048,4096,1200,1200,3.6562,491.43,536.93,3.3109,1410,-8.47,False,False
4,3.7,128,2048,4096,1200,1305,3.4065,453.74,536.93,3.3109,1410,-15.49,False,False
4,3.7,128,2048,4096,1200,1410,3.1832,455.62,536.93,3.3109,1410,-15.14,False,False
4,3.7,128,2048,4096,1305,300,12.5676,1413.09,536.93,3.3109,1410,+163.18,False,False
4,3.7,128,2048,4096,1305,510,7.6629,918.21,536.93,3.3109,1410,+71.01,False,False
4,3.7,128,2048,4096,1305,705,5.8320,732.95,536.93,3.3109,1410,+36.51,False,False
4,3.7,128,2048,4096,1305,900,4.6902,622.54,536.93,3.3109,1410,+15.95,False,False
4,3.7,128,2048,4096,1305,1050,4.1045,548.65,536.93,3.3109,1410,+2.18,False,False
4,3.7,128,2048,4096,1305,1200,3.6562,531.30,536.93,3.3109,1410,-1.05,False,False
4,3.7,128,2048,4096,1305,1305,3.4065,491.73,536.93,3.3109,1410,-8.42,False,False
4,3.7,128,2048,4096,1305,1410,3.1832,491.92,536.93,3.3109,1410,-8.38,False,False
4,3.7,128,2048,8192,300,300,12.5676,1333.26,895.17,3.4067,1410,+48.94,False,False
4,3.7,128,2048,8192,300,510,7.6629,938.27,895.17,3.4067,1410,+4.81,False,False
4,3.7,128,2048,8192,300,705,5.8320,790.29,895.17,3.4067,1410,-11.72,False,False
4,3.7,128,2048,8192,300,900,4.6902,703.14,895.17,3.4067,1410,-21.45,False,False
4,3.7,128,2048,8192,300,1050,4.6675,673.10,895.17,3.4067,1410,-24.81,False,False
4,3.7,128,2048,8192,300,1200,4.6675,690.46,895.17,3.4067,1410,-22.87,False,False
4,3.7,128,2048,8192,300,1305,4.6675,670.53,895.17,3.4067,1410,-25.09,False,False
4,3.7,128,2048,8192,300,1410,4.6675,688.46,895.17,3.4067,1410,-23.09,False,False
4,3.7,128,2048,8192,510,300,12.5676,1337.69,895.17,3.4067,1410,+49.43,False,False
4,3.7,128,2048,8192,510,510,7.6629,936.86,895.17,3.4067,1410,+4.66,False,False
4,3.7,128,2048,8192,510,705,5.8320,786.71,895.17,3.4067,1410,-12.12,False,False
4,3.7,128,2048,8192,510,900,4.6902,698.19,895.17,3.4067,1410,-22.00,False,False
4,3.7,128,2048,8192,510,1050,4.1045,635.53,895.17,3.4067,1410,-29.00,False,False
4,3.7,128,2048,8192,510,1200,3.6562,626.78,895.17,3.4067,1410,-29.98,False,False
4,3.7,128,2048,8192,510,1305,3.4065,591.99,895.17,3.4067,1410,-33.87,True,False
4,3.7,128,2048,8192,510,1410,3.1832,596.46,895.17,3.4067,1410,-33.37,False,True
4,3.7,128,2048,8192,705,300,12.5676,1356.07,895.17,3.4067,1410,+51.49,False,False
4,3.7,128,2048,8192,705,510,7.6629,946.86,895.17,3.4067,1410,+5.77,False,False
4,3.7,128,2048,8192,705,705,5.8320,793.59,895.17,3.4067,1410,-11.35,False,False
4,3.7,128,2048,8192,705,900,4.6902,703.12,895.17,3.4067,1410,-21.45,False,False
4,3.7,128,2048,8192,705,1050,4.1045,639.46,895.17,3.4067,1410,-28.57,False,False
4,3.7,128,2048,8192,705,1200,3.6562,629.94,895.17,3.4067,1410,-29.63,False,False
4,3.7,128,2048,8192,705,1305,3.4065,594.73,895.17,3.4067,1410,-33.56,False,False
4,3.7,128,2048,8192,705,1410,3.1832,598.82,895.17,3.4067,1410,-33.11,False,False
4,3.7,128,2048,8192,900,300,12.5676,1381.57,895.17,3.4067,1410,+54.34,False,False
4,3.7,128,2048,8192,900,510,7.6629,963.01,895.17,3.4067,1410,+7.58,False,False
4,3.7,128,2048,8192,900,705,5.8320,806.24,895.17,3.4067,1410,-9.93,False,False
4,3.7,128,2048,8192,900,900,4.6902,713.60,895.17,3.4067,1410,-20.28,False,False
4,3.7,128,2048,8192,900,1050,4.1045,648.82,895.17,3.4067,1410,-27.52,False,False
4,3.7,128,2048,8192,900,1200,3.6562,638.45,895.17,3.4067,1410,-28.68,False,False
4,3.7,128,2048,8192,900,1305,3.4065,602.76,895.17,3.4067,1410,-32.67,False,False
4,3.7,128,2048,8192,900,1410,3.1832,606.42,895.17,3.4067,1410,-32.26,False,False
4,3.7,128,2048,8192,1050,300,12.5676,1434.19,895.17,3.4067,1410,+60.21,False,False
4,3.7,128,2048,8192,1050,510,7.6629,996.02,895.17,3.4067,1410,+11.27,False,False
4,3.7,128,2048,8192,1050,705,5.8320,831.94,895.17,3.4067,1410,-7.06,False,False
4,3.7,128,2048,8192,1050,900,4.6902,734.73,895.17,3.4067,1410,-17.92,False,False
4,3.7,128,2048,8192,1050,1050,4.1045,667.61,895.17,3.4067,1410,-25.42,False,False
4,3.7,128,2048,8192,1050,1200,3.6562,655.44,895.17,3.4067,1410,-26.78,False,False
4,3.7,128,2048,8192,1050,1305,3.4065,618.76,895.17,3.4067,1410,-30.88,False,False
4,3.7,128,2048,8192,1050,1410,3.1832,621.53,895.17,3.4067,1410,-30.57,False,False
4,3.7,128,2048,8192,1200,300,12.5676,1548.24,895.17,3.4067,1410,+72.95,False,False
4,3.7,128,2048,8192,1200,510,7.6629,1090.47,895.17,3.4067,1410,+21.82,False,False
4,3.7,128,2048,8192,1200,705,5.8320,919.06,895.17,3.4067,1410,+2.67,False,False
4,3.7,128,2048,8192,1200,900,4.6902,817.29,895.17,3.4067,1410,-8.70,False,False
4,3.7,128,2048,8192,1200,1050,4.1045,747.83,895.17,3.4067,1410,-16.46,False,False
4,3.7,128,2048,8192,1200,1200,3.6562,733.87,895.17,3.4067,1410,-18.02,False,False
4,3.7,128,2048,8192,1200,1305,3.4065,696.19,895.17,3.4067,1410,-22.23,False,False
4,3.7,128,2048,8192,1200,1410,3.1832,698.06,895.17,3.4067,1410,-22.02,False,False
4,3.7,128,4096,4096,300,300,12.5676,1201.31,666.30,3.3327,1410,+80.29,False,False
