ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
2,1410,0,0,0,comm_only,0,0,0,512,23.91768,108,1410,True,478.2,119.56,98,4
2,1410,1024,4096,4096,gemm_only,128,2,64.0,512,0.23497,11083,1410,True,1362.8,340.71,100,4
2,1410,1024,4096,4096,concurrent,128,2,64.0,512,24.01714,108,1410,True,497.2,124.3,99,4
2,1410,1024,8192,8192,gemm_only,512,5,102.4,512,0.60768,4689,1215,False,1596.9,399.23,112,4
2,1410,1024,8192,8192,concurrent,512,5,102.4,512,24.08268,103,1410,True,526.9,131.73,94,4
2,1410,2048,4096,4096,gemm_only,256,3,85.33,512,0.34856,7844,1320,False,1599.5,399.87,106,4
2,1410,2048,4096,4096,concurrent,256,3,85.33,512,24.04846,106,1410,True,516.1,129.01,97,4
2,1410,2048,8192,8192,gemm_only,512,5,102.4,512,1.1315,2570,1185,False,1610.2,402.55,115,4
2,1410,2048,8192,8192,concurrent,512,5,102.4,512,24.14803,98,1410,True,570.8,142.69,88,4
2,1410,4096,4096,4096,gemm_only,512,5,102.4,512,0.59179,4879,1260,False,1598.1,399.52,114,4
2,1410,4096,4096,4096,concurrent,512,5,102.4,512,24.07641,103,1410,True,537.5,134.38,94,4
2,1410,8192,8192,8192,gemm_only,2048,19,107.79,512,4.30694,685,1170,False,1612.4,403.1,117,4
2,1410,8192,8192,8192,concurrent,2048,19,107.79,512,24.60892,96,1410,True,779.4,194.85,88,4
2,1200,0,0,0,comm_only,0,0,0,512,27.70195,94,1200,True,409.5,102.38,100,4
2,1200,1024,4096,4096,gemm_only,128,2,64.0,512,0.2716,9829,1200,True,892.5,223.13,103,4
2,1200,1024,4096,4096,concurrent,128,2,64.0,512,27.80834,93,1200,True,413.9,103.47,99,4
2,1200,1024,8192,8192,gemm_only,512,5,102.4,512,0.65341,4032,1200,True,1305.6,326.4,101,4
2,1200,1024,8192,8192,concurrent,512,5,102.4,512,27.8798,93,1200,True,430.0,107.5,99,4
2,1200,2048,4096,4096,gemm_only,256,3,85.33,512,0.3917,6767,1200,True,1117.6,279.39,102,4
2,1200,2048,4096,4096,concurrent,256,3,85.33,512,27.84265,93,1200,True,420.3,105.07,99,4
2,1200,2048,8192,8192,gemm_only,512,5,102.4,512,1.20084,2186,1200,True,1347.0,336.76,101,4
2,1200,2048,8192,8192,concurrent,512,5,102.4,512,27.94455,93,1200,True,448.6,112.15,99,4
2,1200,4096,4096,4096,gemm_only,512,5,102.4,512,0.63269,4110,1200,True,1315.0,328.75,99,4
2,1200,4096,4096,4096,concurrent,512,5,102.4,512,27.86994,93,1200,True,432.9,108.22,99,4
2,1200,8192,8192,8192,gemm_only,2048,19,107.79,512,4.44825,586,1200,True,1443.4,360.86,100,4
2,1200,8192,8192,8192,concurrent,2048,19,107.79,512,28.40476,92,1200,True,578.4,144.6,100,4
2,900,0,0,0,comm_only,0,0,0,512,36.16166,71,900,True,364.1,91.02,98,4
2,900,1024,4096,4096,gemm_only,128,2,64.0,512,0.35221,7361,900,True,634.4,158.6,99,4
2,900,1024,4096,4096,concurrent,128,2,64.0,512,36.27414,71,900,True,365.6,91.39,98,4
2,900,1024,8192,8192,gemm_only,512,5,102.4,512,0.85728,3069,900,True,876.8,219.19,101,4
2,900,1024,8192,8192,concurrent,512,5,102.4,512,36.24478,71,900,True,374.6,93.65,98,4
