ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
4,0,1024,4096,4096,concurrent,128,2,64.0,512,12.68499,166,1410,True,541.0,135.24,74,4
4,0,2048,4096,4096,concurrent,256,3,85.33,512,12.67186,207,1410,True,557.7,139.43,101,4
4,0,4096,4096,4096,concurrent,512,5,102.4,512,12.66369,206,1410,True,591.7,147.93,100,4
4,0,1024,8192,8192,concurrent,512,5,102.4,512,12.67126,207,1410,True,601.0,150.25,101,4
4,0,2048,8192,8192,concurrent,512,5,102.4,512,12.74738,205,1410,True,666.5,166.62,100,4
4,0,8192,8192,8192,concurrent,2048,19,107.79,512,13.1465,198,1410,True,1089.1,272.26,100,4
8,0,1024,4096,4096,concurrent,128,2,64.0,512,7.13237,306,1410,True,618.8,154.69,78,4
8,0,2048,4096,4096,concurrent,256,3,85.33,512,7.01146,372,1410,True,649.7,162.43,100,4
8,0,4096,4096,4096,concurrent,512,5,102.4,512,7.03915,372,1410,True,716.7,179.17,100,4
8,0,1024,8192,8192,concurrent,512,5,102.4,512,7.05432,372,1410,True,722.1,180.52,101,4
8,0,2048,8192,8192,concurrent,512,5,102.4,512,7.09219,374,1410,True,840.2,210.06,102,4
8,0,8192,8192,8192,concurrent,2048,19,107.79,512,7.41172,327,1365,True,1545.7,386.43,91,4
16,0,1024,4096,4096,concurrent,128,2,64.0,512,4.33708,527,1410,True,718.8,179.69,83,4
16,0,2048,4096,4096,concurrent,256,3,85.33,512,4.30451,613,1410,True,776.2,194.05,102,4
16,0,4096,4096,4096,concurrent,512,5,102.4,512,4.3261,610,1410,True,887.0,221.76,101,4
16,0,1024,8192,8192,concurrent,512,5,102.4,512,4.33414,605,1410,True,888.2,222.04,101,4
16,0,2048,8192,8192,concurrent,512,5,102.4,512,4.35126,553,1410,True,1093.9,273.48,90,4
16,0,8192,8192,8192,concurrent,2048,19,107.79,512,5.70339,489,1230,True,1598.4,399.6,109,4
32,0,1024,4096,4096,concurrent,128,2,64.0,512,3.81224,621,1410,True,760.0,190.0,88,4
32,0,2048,4096,4096,concurrent,256,3,85.33,512,3.7747,697,1410,True,827.0,206.76,101,4
32,0,4096,4096,4096,concurrent,512,5,102.4,512,3.78641,689,1410,True,956.0,239.0,100,4
32,0,1024,8192,8192,concurrent,512,5,102.4,512,3.78667,690,1410,True,958.7,239.67,100,4
32,0,2048,8192,8192,concurrent,512,5,102.4,512,3.80671,671,1410,True,1203.8,300.96,97,4
32,0,8192,8192,8192,concurrent,2048,19,107.79,512,6.39653,467,1290,True,1584.1,396.02,118,4
