clock,ctas,m,n,k,grid,waves,s_eff,occ_pct,clock_min,throttled,t_gemm_ms,t_comm_ms,t_serial_ms,t_conc_meas_ms,t_conc_pred_ms,err_t_pct,p_meas_w,p_model_measT_w,err_p_measT_pct,p_model_predT_w,err_p_predT_pct,speedup
900,16,4096,8192,8192,1024,10,102.4,94.8,900,False,3.1219,0.8518,3.9911,3.5913,3.7463,4.31,226.57,217.15,-4.16,210.71,-7.0,1.1113
900,16,8192,8192,8192,2048,19,107.79,99.8,900,False,5.8994,0.8518,6.8005,6.3686,7.1413,12.13,239.97,229.53,-4.35,211.33,-11.93,1.0678
900,16,1024,16384,16384,512,5,102.4,94.8,900,False,3.0825,0.8518,3.9528,3.8455,3.699,-3.81,218.77,206.88,-5.43,212.65,-2.8,1.0279
900,16,2048,16384,16384,1024,10,102.4,94.8,900,False,6.1145,0.8518,7.0157,6.4475,7.3374,13.8,238.6,227.57,-4.62,207.42,-13.07,1.0881
900,16,4096,16384,16384,2048,19,107.79,99.8,900,False,11.5825,0.8518,12.5355,12.3387,14.021,13.63,247.37,230.77,-6.71,210.44,-14.93,1.0159
900,16,8192,16384,16384,4096,38,107.79,99.8,900,False,23.1,0.8518,24.0511,23.8744,27.3553,14.58,245.67,234.35,-4.61,212.34,-13.57,1.0074
705,16,1024,4096,4096,128,2,64.0,59.3,705,False,0.4418,1.0478,1.4775,1.1232,1.0478,-6.71,130.38,129.31,-0.82,134.35,3.04,1.3155
705,16,2048,4096,4096,256,3,85.33,79.0,705,False,0.6451,1.0478,1.6843,1.1435,1.0478,-8.37,158.1,156.82,-0.81,165.73,4.82,1.4729
705,16,4096,4096,4096,512,5,102.4,94.8,705,False,1.0549,1.0478,2.0958,1.5523,1.2659,-18.45,178.48,173.09,-3.02,198.81,11.39,1.3502
705,16,8192,4096,4096,1024,10,102.4,94.8,705,False,2.0584,1.0478,3.1077,2.4317,2.47,1.58,195.5,184.26,-5.75,182.32,-6.74,1.278
705,16,1024,8192,8192,512,5,102.4,94.8,705,False,1.0858,1.0478,2.124,1.5716,1.303,-17.09,177.95,177.44,-0.29,201.77,13.39,1.3515
705,16,2048,8192,8192,512,5,102.4,94.8,705,False,2.0124,1.0478,3.0634,2.5707,2.4149,-6.06,187.01,178.93,-4.32,186.64,-0.2,1.1917
705,16,4096,8192,8192,1024,10,102.4,94.8,705,False,3.9749,1.0478,5.0404,4.5254,4.7698,5.4,197.85,184.28,-6.86,177.88,-10.09,1.1138
705,16,8192,8192,8192,2048,19,107.79,99.8,705,False,7.5177,1.0478,8.6182,8.0696,9.1004,12.77,202.59,193.12,-4.67,177.97,-12.15,1.068
705,16,1024,16384,16384,512,5,102.4,94.8,705,False,3.9247,1.0478,4.9907,4.8548,4.7096,-2.99,187.45,176.34,-5.93,179.94,-4.01,1.028
705,16,2048,16384,16384,1024,10,102.4,94.8,705,False,7.7946,1.0478,8.8926,8.1418,9.3535,14.88,202.2,192.7,-4.7,175.43,-13.24,1.0922
705,16,4096,16384,16384,2048,19,107.79,99.8,705,False,14.7753,1.0478,15.9461,15.7001,17.8859,13.92,208.24,194.05,-6.81,177.59,-14.72,1.0157
705,16,8192,16384,16384,4096,38,107.79,99.8,705,False,29.4803,1.0478,30.6445,30.4037,34.9109,14.82,206.46,196.73,-4.71,179.0,-13.3,1.0079
510,16,1024,4096,4096,128,2,64.0,59.3,510,False,0.5977,1.2723,1.8559,1.3505,1.2723,-5.79,121.43,119.93,-1.24,123.76,1.92,1.3742
510,16,2048,4096,4096,256,3,85.33,79.0,510,False,0.8797,1.2723,2.1385,1.3764,1.2723,-7.56,144.42,142.71,-1.19,149.67,3.64,1.5537
510,16,4096,4096,4096,512,5,102.4,94.8,510,False,1.4423,1.2723,2.7018,1.9378,1.7307,-10.69,157.29,151.62,-3.61,162.87,3.55,1.3942
510,16,8192,4096,4096,1024,10,102.4,94.8,510,False,2.8272,1.2723,4.1018,3.275,3.3927,3.6,163.19,152.41,-6.61,149.12,-8.62,1.2525
510,16,1024,8192,8192,512,5,102.4,94.8,510,False,1.479,1.2723,2.7385,1.9613,1.7748,-9.51,157.88,154.8,-1.95,165.01,4.52,1.3963
510,16,2048,8192,8192,512,5,102.4,94.8,510,False,2.7668,1.2723,4.0384,3.4665,3.3202,-4.22,158.17,148.28,-6.25,152.28,-3.73,1.165
510,16,4096,8192,8192,1024,10,102.4,94.8,510,False,5.4748,1.2723,6.7842,6.1765,6.5698,6.37,165.35,150.61,-8.91,145.04,-12.28,1.0984
510,16,8192,8192,8192,2048,19,107.79,99.8,510,False,10.3696,1.2723,11.7449,11.0731,12.5527,13.36,167.58,156.29,-6.74,144.66,-13.68,1.0607
510,16,1024,16384,16384,512,5,102.4,94.8,510,False,5.4104,1.2723,6.7177,6.6299,6.4925,-2.07,158.43,144.74,-8.64,146.59,-7.47,1.0132
510,16,2048,16384,16384,1024,10,102.4,94.8,510,False,10.7559,1.2723,12.1288,11.0838,12.9071,16.45,167.6,156.9,-6.39,142.87,-14.76,1.0943
510,16,4096,16384,16384,2048,19,107.79,99.8,510,False,20.4027,1.2723,21.771,21.6225,24.698,14.22,167.05,156.52,-6.3,144.2,-13.68,1.0069
510,16,8192,16384,16384,4096,38,107.79,99.8,510,False,40.7304,1.2723,42.1009,41.9452,48.2333,14.99,165.42,158.24,-4.34,145.12,-12.27,1.0037
300,16,1024,4096,4096,128,2,64.0,59.3,300,False,0.9993,1.8323,2.812,1.9176,1.8323,-4.45,108.78,107.26,-1.4,109.63,0.78,1.4664
300,16,2048,4096,4096,256,3,85.33,79.0,300,False,1.4665,1.8323,3.2903,2.0995,1.8323,-12.73,121.77,118.89,-2.36,128.01,5.12,1.5672
300,16,4096,4096,4096,512,5,102.4,94.8,300,False,2.4191,1.8323,4.2471,3.0563,2.9029,-5.02,128.77,121.42,-5.71,124.86,-3.04,1.3896
300,16,8192,4096,4096,1024,10,102.4,94.8,300,False,4.7723,1.8323,6.6344,5.4065,5.7268,5.92,127.66,118.15,-7.45,114.69,-10.16,1.2271
300,16,1024,8192,8192,512,5,102.4,94.8,300,False,2.4687,1.8323,4.3033,3.1098,2.9625,-4.74,128.7,122.82,-4.57,126.12,-2.0,1.3838
300,16,2048,8192,8192,512,5,102.4,94.8,300,False,4.6674,1.8323,6.5279,5.7366,5.6009,-2.37,124.44,115.18,-7.44,116.61,-6.29,1.1379
300,16,4096,8192,8192,1024,10,102.4,94.8,300,False,9.2685,1.8323,11.2136,10.2634,11.1222,8.37,121.99,115.9,-4.99,111.31,-8.76,1.0926
300,16,8192,8192,8192,2048,19,107.79,99.8,300,False,17.5806,1.8323,19.4945,18.6381,21.2818,14.18,125.9,118.28,-6.05,110.59,-12.16,1.0459
300,16,1024,16384,16384,512,5,102.4,94.8,300,False,9.1579,1.8323,11.0582,11.0823,10.9895,-0.84,123.48,111.81,-9.45,112.28,-9.07,0.9978
300,16,2048,16384,16384,1024,10,102.4,94.8,300,False,18.2448,1.8323,20.1521,18.4204,21.8938,18.86,125.91,119.6,-5.02,109.56,-12.98,1.094
300,16,4096,16384,16384,2048,19,107.79,99.8,300,False,34.6335,1.8323,36.5434,36.564,41.9248,14.66,119.55,117.98,-1.31,110.1,-7.9,0.9994
300,16,8192,16384,16384,4096,38,107.79,99.8,300,False,69.1757,1.8323,71.0759,71.0935,81.9186,15.23,117.28,118.82,1.31,110.57,-5.73,0.9998
1410,32,1024,4096,4096,128,2,64.0,59.3,1410,False,0.2366,0.5597,0.7666,0.622,0.5597,-10.01,243.4,259.34,6.55,278.69,14.5,1.2326
1410,32,2048,4096,4096,256,3,85.33,79.0,1410,False,0.3426,0.5597,0.8689,0.7229,0.5597,-22.58,308.13,322.55,4.68,391.72,27.13,1.2019
1410,32,4096,4096,4096,512,5,102.4,94.8,1410,False,0.5786,0.5597,1.0726,0.9999,0.81,-18.99,375.38,391.63,4.33,463.42,23.45,1.0728
1410,32,8192,4096,4096,1024,10,102.4,94.8,1320,True,1.1339,0.5597,1.6027,1.4881,1.5874,6.68,398.75,462.98,16.11,439.34,10.18,1.0771
1410,32,1024,8192,8192,512,5,102.4,94.8,1410,False,0.5992,0.5597,1.0935,1.0076,0.8389,-16.74,382.16,405.72,6.16,470.13,23.02,1.0853
1410,32,2048,8192,8192,512,5,102.4,94.8,1335,True,1.1108,0.5597,1.5808,1.4561,1.5551,6.8,400.81,472.93,17.99,448.27,11.84,1.0856
1410,32,4096,8192,8192,1024,10,102.4,94.8,1290,True,2.1955,0.5597,2.6781,2.5643,3.0737,19.87,399.96,505.2,26.31,435.61,8.91,1.0444
1410,32,8192,8192,8192,2048,19,107.79,99.8,1245,True,4.2213,0.5597,4.7461,4.7846,5.9987,25.38,399.48,531.54,33.06,441.24,10.45,0.9919
1410,32,1024,16384,16384,512,5,102.4,94.8,1305,True,2.1901,0.5597,2.6646,2.7016,3.0661,13.49,399.52,486.52,21.78,438.82,9.84,0.9863
1410,32,2048,16384,16384,1024,10,102.4,94.8,1260,True,4.3301,0.5597,4.8308,4.8946,6.0621,23.85,397.88,515.18,29.48,432.41,8.68,0.987
1410,32,4096,16384,16384,2048,19,107.79,99.8,1245,True,8.3922,0.5597,8.9359,8.982,11.9257,32.77,398.24,557.64,40.03,441.07,10.75,0.9949
1410,32,8192,16384,16384,4096,38,107.79,99.8,1185,True,16.7321,0.5597,17.6176,17.7094,23.7772,34.26,397.14,560.7,41.19,439.4,10.64,0.9948
1200,32,1024,4096,4096,128,2,64.0,59.3,1200,False,0.2728,0.5829,0.8323,0.6464,0.5829,-9.83,194.41,197.01,1.34,210.89,8.48,1.2877
1200,32,2048,4096,4096,256,3,85.33,79.0,1200,False,0.3925,0.5829,0.9507,0.7997,0.5829,-27.12,223.18,226.58,1.52,284.97,27.69,1.1888
1200,32,4096,4096,4096,512,5,102.4,94.8,1200,False,0.6337,0.5829,1.1937,1.0934,0.8872,-18.85,264.25,261.81,-0.92,306.45,15.97,1.0918
1200,32,8192,4096,4096,1024,10,102.4,94.8,1200,False,1.2294,0.5829,1.7865,1.6361,1.7211,5.2,302.64,298.49,-1.37,287.18,-5.11,1.0919
1200,32,1024,8192,8192,512,5,102.4,94.8,1200,False,0.6553,0.5829,1.2141,1.1063,0.9174,-17.07,262.94,269.79,2.61,310.99,18.28,1.0975
1200,32,2048,8192,8192,512,5,102.4,94.8,1200,False,1.201,0.5829,1.7603,1.6019,1.6815,4.97,303.6,304.63,0.34,293.51,-3.32,1.0989
1200,32,4096,8192,8192,1024,10,102.4,94.8,1200,False,2.3552,0.5829,2.9205,2.7539,3.2973,19.73,326.65,325.37,-0.39,283.23,-13.29,1.0605
1200,32,8192,8192,8192,2048,19,107.79,99.8,1200,False,4.4459,0.5829,5.0175,5.0153,6.3178,25.97,341.85,341.33,-0.15,285.32,-16.54,1.0004
1200,32,1024,16384,16384,512,5,102.4,94.8,1200,False,2.3259,0.5829,2.8891,2.9214,3.2563,11.47,312.8,311.87,-0.3,286.95,-8.26,0.9889
1200,32,2048,16384,16384,1024,10,102.4,94.8,1200,False,4.6005,0.5829,5.1671,5.176,6.4407,24.43,329.72,333.38,1.11,281.59,-14.6,0.9983
1200,32,4096,16384,16384,2048,19,107.79,99.8,1200,False,8.7155,0.5829,9.2956,9.3177,12.3852,32.92,354.3,357.38,0.87,286.12,-19.24,0.9976
1200,32,8192,16384,16384,4096,38,107.79,99.8,1200,False,17.3736,0.5829,17.9774,17.9866,24.6888,37.26,367.37,364.83,-0.69,284.7,-22.5,0.9995
900,32,1024,4096,4096,128,2,64.0,59.3,900,False,0.3529,0.741,1.0713,0.8043,0.741,-7.87,151.67,150.58,-0.72,158.2,4.31,1.3319
900,32,2048,4096,4096,256,3,85.33,79.0,900,False,0.5121,0.741,1.234,1.0002,0.741,-25.91,172.41,165.98,-3.73,202.57,17.49,1.2338
900,32,4096,4096,4096,512,5,102.4,94.8,900,False,0.8336,0.741,1.5491,1.3859,1.167,-15.79,193.05,183.67,-4.86,206.61,7.03,1.1177
900,32,8192,4096,4096,1024,10,102.4,94.8,900,False,1.6213,0.741,2.3365,2.1059,2.2698,7.78,212.62,201.85,-5.07,191.71,-9.84,1.1095
900,32,1024,8192,8192,512,5,102.4,94.8,900,False,0.8578,0.741,1.5766,1.4043,1.2008,-14.49,191.51,188.69,-1.47,210.27,9.79,1.1227
900,32,2048,8192,8192,512,5,102.4,94.8,900,False,1.5854,0.741,2.301,2.0634,2.2196,7.57,213.47,206.82,-3.12,196.58,-7.91,1.1152
900,32,4096,8192,8192,1024,10,102.4,94.8,900,False,3.1219,0.741,3.8393,3.5974,4.3706,21.5,222.55,216.0,-2.94,188.64,-15.24,1.0672
900,32,8192,8192,8192,2048,19,107.79,99.8,900,False,5.8994,0.741,6.6154,6.61,8.3833,26.83,229.38,222.91,-2.82,188.73,-17.72,1.0008
900,32,1024,16384,16384,512,5,102.4,94.8,900,False,3.0825,0.741,3.7989,3.8209,4.3155,12.95,213.3,206.98,-2.96,190.29,-10.79,0.9943
900,32,2048,16384,16384,1024,10,102.4,94.8,900,False,6.1145,0.741,6.8281,6.8248,8.5603,25.43,221.54,217.91,-1.64,186.18,-15.96,1.0005
900,32,4096,16384,16384,2048,19,107.79,99.8,900,False,11.5825,0.741,12.2973,12.3319,16.4594,33.47,233.2,230.6,-1.11,188.16,-19.31,0.9972
900,32,8192,16384,16384,4096,38,107.79,99.8,900,False,23.1,0.741,23.8196,23.8466,32.8263,37.66,236.61,234.42,-0.93,187.08,-20.93,0.9989
705,32,1024,4096,4096,128,2,64.0,59.3,705,False,0.4418,0.9071,1.3291,0.9703,0.9071,-6.51,140.3,136.7,-2.56,142.09,1.27,1.3698
705,32,2048,4096,4096,256,3,85.33,79.0,705,False,0.6451,0.9071,1.5336,1.2173,0.9071,-25.48,155.1,148.02,-4.56,178.33,14.98,1.2599
705,32,4096,4096,4096,512,5,102.4,94.8,705,False,1.0549,0.9071,1.941,1.7099,1.4769,-13.63,170.89,160.55,-6.05,176.51,3.29,1.1351
705,32,8192,4096,4096,1024,10,102.4,94.8,705,False,2.0584,0.9071,2.9478,2.6308,2.8817,9.54,184.31,173.47,-5.88,163.53,-11.27,1.1205
705,32,1024,8192,8192,512,5,102.4,94.8,705,False,1.0858,0.9071,1.9737,1.7332,1.5202,-12.29,169.66,164.39,-3.1,179.11,5.57,1.1388
705,32,2048,8192,8192,512,5,102.4,94.8,705,False,2.0124,0.9071,2.9028,2.5764,2.8174,9.35,184.2,177.29,-3.75,167.21,-9.23,1.1267
705,32,4096,8192,8192,1024,10,102.4,94.8,705,False,3.9749,0.9071,4.868,4.5384,5.5648,22.62,189.6,183.15,-3.4,160.32,-15.44,1.0726
705,32,8192,8192,8192,2048,19,107.79,99.8,705,False,7.5177,0.9071,8.4176,8.3799,10.6831,27.49,192.68,187.75,-2.56,160.07,-16.92,1.0045
705,32,1024,16384,16384,512,5,102.4,94.8,705,False,3.9247,0.9071,4.8174,4.8342,5.4946,13.66,182.22,176.11,-3.36,162.08,-11.05,0.9965
705,32,2048,16384,16384,1024,10,102.4,94.8,705,False,7.7946,0.9071,8.6945,8.6638,10.9124,25.95,186.87,184.26,-1.4,158.53,-15.17,1.0035
705,32,4096,16384,16384,2048,19,107.79,99.8,705,False,14.7753,0.9071,15.6848,15.701,20.9965,33.73,196.34,193.82,-1.29,159.91,-18.55,0.999
705,32,8192,16384,16384,4096,38,107.79,99.8,705,False,29.4803,0.9071,30.3882,30.4065,41.8931,37.78,196.91,196.6,-0.16,158.98,-19.26,0.9994
510,32,1024,4096,4096,128,2,64.0,59.3,510,False,0.5977,1.0375,1.62,1.1082,1.0375,-6.38,131.43,128.46,-2.26,133.29,1.42,1.4619
510,32,2048,4096,4096,256,3,85.33,79.0,510,False,0.8797,1.0375,1.8995,1.5942,1.173,-26.42,135.11,127.54,-5.6,152.65,12.98,1.1915
510,32,4096,4096,4096,512,5,102.4,94.8,510,False,1.4423,1.0375,2.4649,2.1685,2.0192,-6.89,147.89,139.01,-6.0,145.03,-1.93,1.1367
510,32,8192,4096,4096,1024,10,102.4,94.8,510,False,2.8272,1.0375,3.8601,3.548,3.9581,11.56,153.79,143.52,-6.68,134.62,-12.47,1.088
510,32,1024,8192,8192,512,5,102.4,94.8,510,False,1.479,1.0375,2.5,2.2008,2.0706,-5.92,147.81,141.66,-4.16,146.94,-0.59,1.1359
510,32,2048,8192,8192,512,5,102.4,94.8,510,False,2.7668,1.0375,3.7947,3.4758,3.8736,11.44,155.05,146.41,-5.57,137.29,-11.45,1.0917
510,32,4096,8192,8192,1024,10,102.4,94.8,510,False,5.4748,1.0375,6.5147,6.1845,7.6648,23.93,158.65,149.58,-5.72,131.81,-16.92,1.0534
510,32,8192,8192,8192,2048,19,107.79,99.8,510,False,10.3696,1.0375,11.4312,11.401,14.7357,29.25,161.14,152.96,-5.08,131.38,-18.47,1.0026
510,32,1024,16384,16384,512,5,102.4,94.8,510,False,5.4104,1.0375,6.4488,6.4625,7.5745,17.21,153.06,146.13,-4.53,133.13,-13.02,0.9979
510,32,2048,16384,16384,1024,10,102.4,94.8,510,False,10.7559,1.0375,11.8105,11.7835,15.0583,27.79,156.61,150.52,-3.89,130.31,-16.79,1.0023
510,32,4096,16384,16384,2048,19,107.79,99.8,510,False,20.4027,1.0375,21.4565,21.5029,28.9933,34.83,161.58,156.81,-2.96,131.18,-18.82,0.9978
510,32,8192,16384,16384,4096,38,107.79,99.8,510,False,40.7304,1.0375,41.7955,41.8117,57.88,38.43,162.78,158.43,-2.67,130.44,-19.87,0.9996
300,32,1024,4096,4096,128,2,64.0,59.3,300,False,0.9993,1.2199,2.1966,1.6363,1.2199,-25.45,114.01,108.15,-5.14,125.82,10.36,1.3424
300,32,2048,4096,4096,256,3,85.33,79.0,300,False,1.4665,1.2199,2.674,2.222,1.9553,-12.0,117.1,109.66,-6.36,116.92,-0.15,1.2035
300,32,4096,4096,4096,512,5,102.4,94.8,300,False,2.4191,1.2199,3.6386,3.2113,3.3867,5.46,122.37,114.27,-6.62,111.27,-9.07,1.1331
300,32,8192,4096,4096,1024,10,102.4,94.8,300,False,4.7723,1.2199,6.0009,5.5556,6.6813,20.26,121.24,114.18,-5.83,104.44,-13.86,1.0802
300,32,1024,8192,8192,512,5,102.4,94.8,300,False,2.4687,1.2199,3.6826,3.2558,3.4562,6.16,122.15,115.89,-5.13,112.43,-7.95,1.1311
300,32,2048,8192,8192,512,5,102.4,94.8,300,False,4.6674,1.2199,5.8943,5.7544,6.5344,13.55,120.32,112.77,-6.28,106.03,-11.87,1.0243
300,32,4096,8192,8192,1024,10,102.4,94.8,300,False,9.2685,1.2199,10.5141,10.346,12.9759,25.42,119.87,114.18,-4.74,102.47,-14.52,1.0162
300,32,8192,8192,8192,2048,19,107.79,99.8,300,False,17.5806,1.2199,18.8769,18.8562,24.983,32.49,121.38,116.88,-3.71,102.04,-15.93,1.0011
300,32,1024,16384,16384,512,5,102.4,94.8,300,False,9.1579,1.2199,10.4014,10.4238,12.8211,23.0,118.35,114.08,-3.61,103.29,-12.73,0.9978
300,32,2048,16384,16384,1024,10,102.4,94.8,300,False,18.2448,1.2199,19.5344,19.5336,25.5427,30.76,120.4,115.33,-4.21,101.46,-15.73,1.0
300,32,4096,16384,16384,2048,19,107.79,99.8,300,False,34.6335,1.2199,35.9277,35.9559,49.216,36.88,120.71,118.66,-1.7,101.88,-15.6,0.9992
300,32,8192,16384,16384,4096,38,107.79,99.8,300,False,69.1757,1.2199,70.453,70.4795,98.3024,39.48,119.85,119.18,-0.56,101.4,-15.39,0.9996
