clock,ctas,m,n,k,grid,waves,s_eff,occ_pct,clock_min,throttled,t_gemm_ms,t_comm_ms,t_serial_ms,t_conc_meas_ms,t_conc_pred_ms,err_t_pct,p_meas_w,p_model_measT_w,err_p_measT_pct,p_model_predT_w,err_p_predT_pct,speedup
1200,4,1024,4096,4096,128,2,64.0,59.3,1200,False,0.2728,1.8676,2.1216,1.9768,1.8676,-5.52,126.44,125.77,-0.53,129.05,2.06,1.0733
1200,4,2048,4096,4096,256,3,85.33,79.0,1200,False,0.3925,1.8676,2.2431,1.9998,1.8676,-6.61,143.93,146.72,1.94,152.17,5.72,1.1217
1200,4,4096,4096,4096,512,5,102.4,94.8,1200,False,0.6337,1.8676,2.4819,2.013,1.8676,-7.22,183.7,188.23,2.47,197.46,7.49,1.2329
1200,4,8192,4096,4096,1024,10,102.4,94.8,1200,False,1.2294,1.8676,3.0725,2.1147,1.8676,-11.68,254.96,260.22,2.06,285.43,11.95,1.4529
1200,4,1024,8192,8192,512,5,102.4,94.8,1200,False,0.6553,1.8676,2.5065,2.0241,1.8676,-7.73,185.78,193.17,3.98,203.52,9.55,1.2383
1200,4,2048,8192,8192,512,5,102.4,94.8,1200,False,1.201,1.8676,3.0455,2.1027,1.8676,-11.18,251.76,262.27,4.17,286.51,13.8,1.4483
1200,4,4096,8192,8192,1024,10,102.4,94.8,1200,False,2.3552,1.8676,4.2345,2.7505,2.3552,-14.37,328.91,336.08,2.18,380.79,15.77,1.5396
1200,4,8192,8192,8192,2048,19,107.79,99.8,1200,False,4.4459,1.8676,6.336,4.8372,4.6799,-3.25,357.03,357.25,0.06,366.92,2.77,1.3098
1200,4,1024,16384,16384,512,5,102.4,94.8,1200,False,2.3259,1.8676,4.1975,2.9372,2.3259,-20.81,316.59,320.3,1.17,386.16,21.98,1.4291
1200,4,2048,16384,16384,1024,10,102.4,94.8,1200,False,4.6005,1.8676,6.4694,4.7699,4.6005,-3.55,361.0,361.82,0.23,372.58,3.21,1.3563
1200,4,4096,16384,16384,2048,19,107.79,99.8,1200,False,8.7155,1.8676,10.6727,9.3154,9.1742,-1.52,365.73,360.53,-1.42,365.0,-0.2,1.1457
1200,4,8192,16384,16384,4096,38,107.79,99.8,1200,False,17.3736,1.8676,19.2908,17.9596,18.288,1.83,378.19,366.87,-2.99,361.53,-4.4,1.0741
900,4,1024,4096,4096,128,2,64.0,59.3,900,False,0.3529,2.3789,2.7145,2.5039,2.3789,-4.99,106.84,104.76,-1.95,107.04,0.18,1.0841
900,4,2048,4096,4096,256,3,85.33,79.0,900,False,0.5121,2.3789,2.877,2.5105,2.3789,-5.24,118.7,117.74,-0.81,120.86,1.82,1.146
900,4,4096,4096,4096,512,5,102.4,94.8,900,False,0.8336,2.3789,3.199,2.5562,2.3789,-6.93,143.24,142.11,-0.79,148.13,3.41,1.2515
900,4,8192,4096,4096,1024,10,102.4,94.8,900,False,1.6213,2.3789,3.9848,2.6585,2.3789,-10.52,188.26,186.53,-0.92,201.24,6.89,1.4989
900,4,1024,8192,8192,512,5,102.4,94.8,900,False,0.8578,2.3789,3.2161,2.5695,2.3789,-7.42,143.51,145.31,1.26,152.04,5.94,1.2516
900,4,2048,8192,8192,512,5,102.4,94.8,900,False,1.5854,2.3789,3.953,2.6468,2.3789,-10.12,187.21,188.7,0.79,203.04,8.45,1.4935
900,4,4096,8192,8192,1024,10,102.4,94.8,900,False,3.1219,2.3789,5.4973,3.6042,3.1219,-13.38,228.37,225.94,-1.06,251.37,10.07,1.5253
900,4,8192,8192,8192,2048,19,107.79,99.8,900,False,5.8994,2.3789,8.2649,6.3867,6.2099,-2.77,243.09,234.33,-3.6,239.26,-1.58,1.2941
900,4,1024,16384,16384,512,5,102.4,94.8,900,False,3.0825,2.3789,5.4614,3.8665,3.0825,-20.28,220.13,214.81,-2.42,253.84,15.31,1.4125
900,4,2048,16384,16384,1024,10,102.4,94.8,900,False,6.1145,2.3789,8.4818,6.3087,6.1145,-3.08,242.89,236.57,-2.6,242.14,-0.31,1.3445
900,4,4096,16384,16384,2048,19,107.79,99.8,900,False,11.5825,2.3789,13.9921,12.3437,12.1922,-1.23,245.25,233.43,-4.82,235.57,-3.95,1.1335
900,4,8192,16384,16384,4096,38,107.79,99.8,900,False,23.1,2.3789,25.5075,23.8703,24.3158,1.87,243.86,235.79,-3.31,232.6,-4.62,1.0686
705,4,1024,4096,4096,128,2,64.0,59.3,705,False,0.4418,2.9698,3.3816,3.0828,2.9698,-3.67,99.01,98.74,-0.27,100.24,1.24,1.0969
705,4,2048,4096,4096,256,3,85.33,79.0,705,False,0.6451,2.9698,3.5837,3.1094,2.9698,-4.49,108.8,108.98,0.16,111.31,2.31,1.1525
705,4,4096,4096,4096,512,5,102.4,94.8,705,False,1.0549,2.9698,3.9997,3.1396,2.9698,-5.41,129.04,129.23,0.15,133.23,3.24,1.2739
705,4,8192,4096,4096,1024,10,102.4,94.8,705,False,2.0584,2.9698,4.9885,3.2519,2.9698,-8.67,166.54,165.92,-0.37,176.04,5.71,1.534
705,4,1024,8192,8192,512,5,102.4,94.8,705,False,1.0858,2.9698,4.0192,3.145,2.9698,-5.57,129.63,131.98,1.81,136.26,5.12,1.278
705,4,2048,8192,8192,512,5,102.4,94.8,705,False,2.0124,2.9698,4.9408,3.2359,2.9698,-8.22,165.48,167.58,1.27,177.27,7.13,1.5269
705,4,4096,8192,8192,1024,10,102.4,94.8,705,False,3.9749,2.9698,6.9008,4.4792,3.9749,-11.26,197.21,195.13,-1.06,212.35,7.68,1.5406
705,4,8192,8192,8192,2048,19,107.79,99.8,705,False,7.5177,2.9698,10.5099,8.0821,7.9134,-2.09,206.07,198.21,-3.81,201.17,-2.38,1.3004
705,4,1024,16384,16384,512,5,102.4,94.8,705,False,3.9247,2.9698,6.8612,4.8119,3.9247,-18.44,189.43,186.27,-1.67,214.96,13.48,1.4259
705,4,2048,16384,16384,1024,10,102.4,94.8,705,False,7.7946,2.9698,10.806,7.9896,7.7946,-2.44,206.15,200.6,-2.69,204.13,-0.98,1.3525
705,4,4096,16384,16384,2048,19,107.79,99.8,705,False,14.7753,2.9698,17.7343,15.6924,15.5529,-0.89,205.44,196.84,-4.19,198.07,-3.59,1.1301
705,4,8192,16384,16384,4096,38,107.79,99.8,705,False,29.4803,2.9698,32.441,30.4001,31.0319,2.08,203.01,198.15,-2.39,195.33,-3.78,1.0671
510,4,1024,4096,4096,128,2,64.0,59.3,510,False,0.5977,3.8845,4.4619,4.0049,3.8845,-3.01,92.72,93.68,1.04,94.8,2.24,1.1141
510,4,2048,4096,4096,256,3,85.33,79.0,510,False,0.8797,3.8845,4.7478,4.035,3.8845,-3.73,100.67,101.58,0.91,103.29,2.6,1.1767
510,4,4096,4096,4096,512,5,102.4,94.8,510,False,1.4423,3.8845,5.312,4.068,3.8845,-4.51,116.22,117.21,0.86,120.03,3.28,1.3058
510,4,8192,4096,4096,1024,10,102.4,94.8,510,False,2.8272,3.8845,6.6752,4.1963,3.8845,-7.43,145.96,145.97,0.01,153.06,4.87,1.5907
510,4,1024,8192,8192,512,5,102.4,94.8,510,False,1.479,3.8845,5.3438,4.0827,3.8845,-4.86,116.9,119.07,1.86,122.21,4.54,1.3089
510,4,2048,8192,8192,512,5,102.4,94.8,510,False,2.7668,3.8845,6.6175,4.1807,3.8845,-7.09,145.0,147.22,1.53,154.05,6.24,1.5829
510,4,4096,8192,8192,1024,10,102.4,94.8,510,False,5.4748,3.8845,9.3628,5.8578,5.4748,-6.54,168.17,165.97,-1.31,173.55,3.2,1.5983
510,4,8192,8192,8192,2048,19,107.79,99.8,510,False,10.3696,3.8845,14.2488,11.0686,10.9154,-1.38,170.91,161.78,-5.34,163.24,-4.49,1.2873
510,4,1024,16384,16384,512,5,102.4,94.8,510,False,5.4104,3.8845,9.2871,6.329,5.4104,-14.51,161.7,158.42,-2.03,175.54,8.56,1.4674
510,4,2048,16384,16384,1024,10,102.4,94.8,510,False,10.7559,3.8845,14.6348,10.9281,10.7559,-1.58,171.39,163.83,-4.41,165.53,-3.42,1.3392
510,4,4096,16384,16384,2048,19,107.79,99.8,510,False,20.4027,3.8845,24.2755,21.611,21.4765,-0.62,164.93,159.36,-3.38,160.0,-2.99,1.1233
510,4,8192,16384,16384,4096,38,107.79,99.8,510,False,40.7304,3.8845,44.5958,41.9348,42.8741,2.24,161.97,159.71,-1.4,157.47,-2.78,1.0635
300,4,1024,4096,4096,128,2,64.0,59.3,300,False,0.9993,6.3526,7.3085,6.4247,6.3526,-1.12,86.5,88.63,2.46,88.99,2.88,1.1376
300,4,2048,4096,4096,256,3,85.33,79.0,300,False,1.4665,6.3526,7.8018,6.4549,6.3526,-1.58,91.4,93.69,2.51,94.29,3.17,1.2087
300,4,4096,4096,4096,512,5,102.4,94.8,300,False,2.4191,6.3526,8.7355,6.4906,6.3526,-2.13,100.87,103.9,3.0,104.93,4.02,1.3459
300,4,8192,4096,4096,1024,10,102.4,94.8,300,False,4.7723,6.3526,11.1357,6.5782,6.3526,-3.43,120.65,123.82,2.62,126.21,4.61,1.6928
300,4,1024,8192,8192,512,5,102.4,94.8,300,False,2.4687,6.3526,8.7855,6.4996,6.3526,-2.26,101.8,105.03,3.18,106.16,4.28,1.3517
300,4,2048,8192,8192,512,5,102.4,94.8,300,False,4.6674,6.3526,11.0351,6.5427,6.3526,-2.91,119.73,124.7,4.15,126.74,5.86,1.6866
300,4,4096,8192,8192,1024,10,102.4,94.8,300,False,9.2685,6.3526,15.5994,9.4833,9.2685,-2.27,131.87,132.36,0.38,134.13,1.71,1.6449
300,4,8192,8192,8192,2048,19,107.79,99.8,300,False,17.5806,6.3526,23.8996,18.6427,18.5059,-0.73,125.93,124.15,-1.42,124.65,-1.02,1.282
300,4,1024,16384,16384,512,5,102.4,94.8,300,False,9.1579,6.3526,15.48,10.2089,9.1579,-10.3,128.78,127.29,-1.15,135.43,5.17,1.5163
300,4,2048,16384,16384,1024,10,102.4,94.8,300,False,18.2448,6.3526,24.5662,18.4184,18.2448,-0.94,126.86,125.56,-1.03,126.22,-0.51,1.3338
300,4,4096,16384,16384,2048,19,107.79,99.8,300,False,34.6335,6.3526,40.9502,36.5761,36.4563,-0.33,120.78,120.96,0.15,121.17,0.32,1.1196
300,4,8192,16384,16384,4096,38,107.79,99.8,300,False,69.1757,6.3526,75.4825,71.0992,72.8166,2.42,118.51,120.36,1.56,118.85,0.28,1.0617
1410,8,1024,4096,4096,128,2,64.0,59.3,1410,False,0.2366,0.9308,1.1548,1.0,0.9308,-6.92,189.49,200.06,5.58,208.59,10.08,1.1548
1410,8,2048,4096,4096,256,3,85.33,79.0,1410,False,0.3426,0.9308,1.2567,1.0101,0.9308,-7.85,244.89,261.54,6.8,276.55,12.93,1.2441
1410,8,4096,4096,4096,512,5,102.4,94.8,1410,False,0.5786,0.9308,1.4638,1.0338,0.9308,-9.96,357.61,387.84,8.45,421.31,17.81,1.4159
1410,8,8192,4096,4096,1024,10,102.4,94.8,1275,True,1.1339,0.9308,1.975,1.3919,1.2472,-10.39,401.66,493.71,22.92,541.08,34.71,1.4189
1410,8,1024,8192,8192,512,5,102.4,94.8,1410,False,0.5992,0.9308,1.4862,1.0479,0.9308,-11.18,366.1,399.56,9.14,439.1,19.94,1.4182
1410,8,2048,8192,8192,512,5,102.4,94.8,1305,True,1.1108,0.9308,1.9532,1.4504,1.3329,-8.1,400.72,478.94,19.52,513.62,28.17,1.3467
1410,8,4096,8192,8192,1024,10,102.4,94.8,1275,True,2.1955,0.9308,3.0226,2.5643,2.4151,-5.82,399.6,507.73,27.06,533.82,33.59,1.1787
1410,8,8192,8192,8192,2048,19,107.79,99.8,1230,True,4.2213,0.9308,5.0969,4.6661,4.6657,-0.01,399.67,544.26,36.18,544.3,36.19,1.0923
1410,8,1024,16384,16384,512,5,102.4,94.8,1305,True,2.1901,0.9308,3.0025,2.7095,2.6281,-3.0,398.67,487.74,22.34,500.2,25.47,1.1081
1410,8,2048,16384,16384,1024,10,102.4,94.8,1215,True,4.3301,0.9308,5.2094,4.6352,4.7631,2.76,398.16,540.63,35.78,528.41,32.71,1.1239
1410,8,4096,16384,16384,2048,19,107.79,99.8,1215,True,8.3922,0.9308,9.3401,9.1037,9.2756,1.89,398.41,552.04,38.56,543.39,36.39,1.026
1410,8,8192,16384,16384,4096,38,107.79,99.8,1185,True,16.7321,0.9308,18.0537,17.8421,18.053,1.18,398.29,557.53,39.98,552.02,38.6,1.0119
1200,8,1024,4096,4096,128,2,64.0,59.3,1200,False,0.2728,1.0659,1.3161,1.1339,1.0659,-6.0,150.76,150.94,0.12,156.13,3.56,1.1606
1200,8,2048,4096,4096,256,3,85.33,79.0,1200,False,0.3925,1.0659,1.4373,1.1487,1.0659,-7.2,182.98,187.49,2.47,196.64,7.46,1.2513
1200,8,4096,4096,4096,512,5,102.4,94.8,1200,False,0.6337,1.0659,1.6787,1.1632,1.0659,-8.36,250.86,258.74,3.14,276.0,10.02,1.4432
1200,8,8192,4096,4096,1024,10,102.4,94.8,1200,False,1.2294,1.0659,2.2826,1.5354,1.3523,-11.92,317.88,319.9,0.64,353.79,11.3,1.4867
1200,8,1024,8192,8192,512,5,102.4,94.8,1200,False,0.6553,1.0659,1.6968,1.1689,1.0659,-8.81,252.54,267.51,5.93,286.62,13.49,1.4517
1200,8,2048,8192,8192,512,5,102.4,94.8,1200,False,1.201,1.0659,2.2446,1.6197,1.4413,-11.02,302.34,308.13,1.91,337.66,11.68,1.3858
1200,8,4096,8192,8192,1024,10,102.4,94.8,1200,False,2.3552,1.0659,3.4102,2.7715,2.5908,-6.52,328.54,327.3,-0.38,345.27,5.09,1.2305
1200,8,8192,8192,8192,2048,19,107.79,99.8,1200,False,4.4459,1.0659,5.5232,4.865,4.9139,1.01,357.39,351.75,-1.58,348.95,-2.36,1.1353
1200,8,1024,16384,16384,512,5,102.4,94.8,1200,False,2.3259,1.0659,3.399,2.9736,2.7911,-6.14,312.42,310.92,-0.48,326.7,4.57,1.1431
1200,8,2048,16384,16384,1024,10,102.4,94.8,1200,False,4.6005,1.0659,5.679,4.8076,5.0606,5.26,358.09,355.64,-0.69,341.34,-4.68,1.1813
1200,8,4096,16384,16384,2048,19,107.79,99.8,1200,False,8.7155,1.0659,9.8126,9.3309,9.6329,3.24,362.55,358.03,-1.25,348.99,-3.74,1.0516
1200,8,8192,16384,16384,4096,38,107.79,99.8,1185,False,17.3736,1.0659,18.5341,18.0021,18.7452,4.13,375.25,365.13,-2.7,353.41,-5.82,1.0296
900,8,1024,4096,4096,128,2,64.0,59.3,900,False,0.3529,1.3236,1.6566,1.3982,1.3236,-5.34,124.8,121.39,-2.73,124.78,-0.02,1.1848
900,8,2048,4096,4096,256,3,85.33,79.0,900,False,0.5121,1.3236,1.8151,1.4153,1.3236,-6.48,145.0,143.9,-0.76,149.61,3.18,1.2825
900,8,4096,4096,4096,512,5,102.4,94.8,900,False,0.8336,1.3236,2.1453,1.4396,1.3236,-8.06,187.91,187.57,-0.18,198.63,5.71,1.4902
900,8,8192,4096,4096,1024,10,102.4,94.8,900,False,1.6213,1.3236,2.938,1.979,1.7834,-9.88,223.83,217.01,-3.05,234.08,4.58,1.4846
900,8,1024,8192,8192,512,5,102.4,94.8,900,False,0.8578,1.3236,2.1662,1.4484,1.3236,-8.62,189.46,193.22,1.99,205.66,8.55,1.4956
900,8,2048,8192,8192,512,5,102.4,94.8,900,False,1.5854,1.3236,2.9144,2.0749,1.9025,-8.31,214.53,211.87,-1.24,225.52,5.12,1.4046
900,8,4096,8192,8192,1024,10,102.4,94.8,900,False,3.1219,1.3236,4.4675,3.5884,3.4341,-4.3,229.44,219.78,-4.21,226.9,-1.11,1.245
900,8,8192,8192,8192,2048,19,107.79,99.8,900,False,5.8994,1.3236,7.2696,6.3849,6.5203,2.12,242.66,230.51,-5.01,226.99,-6.46,1.1385
900,8,1024,16384,16384,512,5,102.4,94.8,900,False,3.0825,1.3236,4.4235,3.855,3.699,-4.05,217.89,208.85,-4.15,215.07,-1.29,1.1475
900,8,2048,16384,16384,1024,10,102.4,94.8,900,False,6.1145,1.3236,7.4943,6.3121,6.7259,6.56,242.82,232.56,-4.23,222.03,-8.56,1.1873
900,8,4096,16384,16384,2048,19,107.79,99.8,900,False,11.5825,1.3236,13.039,12.3554,12.8018,3.61,247.5,231.27,-6.56,225.34,-8.95,1.0553
900,8,8192,16384,16384,4096,38,107.79,99.8,900,False,23.1,1.3236,24.5609,23.8715,24.9237,4.41,245.75,234.75,-4.48,227.43,-7.46,1.0289
705,8,1024,4096,4096,128,2,64.0,59.3,705,False,0.4418,1.6266,2.0463,1.7036,1.6266,-4.52,114.26,112.15,-1.85,114.65,0.34,1.2011
705,8,2048,4096,4096,256,3,85.33,79.0,705,False,0.6451,1.6266,2.2491,1.7241,1.6266,-5.65,132.07,130.59,-1.12,134.86,2.11,1.3045
705,8,4096,4096,4096,512,5,102.4,94.8,705,False,1.0549,1.6266,2.6644,1.7591,1.6266,-7.53,167.11,166.17,-0.56,174.87,4.64,1.5147
705,8,8192,4096,4096,1024,10,102.4,94.8,705,False,2.0584,1.6266,3.6808,2.4539,2.2642,-7.73,195.87,187.75,-4.14,198.51,1.35,1.5
705,8,1024,8192,8192,512,5,102.4,94.8,705,False,1.0858,1.6266,2.698,1.7716,1.6266,-8.18,167.9,170.52,1.56,180.42,7.46,1.5229
705,8,2048,8192,8192,512,5,102.4,94.8,705,False,2.0124,1.6266,3.6341,2.5904,2.4149,-6.78,187.01,182.4,-2.47,191.34,2.31,1.4029
705,8,4096,8192,8192,1024,10,102.4,94.8,705,False,3.9749,1.6266,5.6107,4.514,4.3723,-3.14,196.9,187.11,-4.97,191.25,-2.87,1.243
705,8,8192,8192,8192,2048,19,107.79,99.8,705,False,7.5177,1.6266,9.1709,8.0902,8.3091,2.71,203.6,194.19,-4.62,190.64,-6.37,1.1336
705,8,1024,16384,16384,512,5,102.4,94.8,705,False,3.9247,1.6266,5.5604,4.8501,4.7096,-2.9,189.08,178.79,-5.44,182.35,-3.56,1.1465
705,8,2048,16384,16384,1024,10,102.4,94.8,705,False,7.7946,1.6266,9.4573,7.9961,8.574,7.23,203.87,196.55,-3.59,187.3,-8.13,1.1827
705,8,4096,16384,16384,2048,19,107.79,99.8,705,False,14.7753,1.6266,16.4932,15.7098,16.3306,3.95,207.25,194.69,-6.06,189.54,-8.54,1.0499
705,8,8192,16384,16384,4096,38,107.79,99.8,705,False,29.4803,1.6266,31.1924,30.4156,31.8077,4.58,204.14,197.05,-3.47,191.02,-6.43,1.0255
510,8,1024,4096,4096,128,2,64.0,59.3,510,False,0.5977,2.0819,2.653,2.1593,2.0819,-3.59,106.16,104.61,-1.46,106.36,0.19,1.2286
510,8,2048,4096,4096,256,3,85.33,79.0,510,False,0.8797,2.0819,2.9436,2.1854,2.0819,-4.74,119.74,119.14,-0.5,122.2,2.05,1.347
510,8,4096,4096,4096,512,5,102.4,94.8,510,False,1.4423,2.0819,3.5011,2.2142,2.0819,-5.98,147.9,147.71,-0.13,153.44,3.75,1.5812
510,8,8192,4096,4096,1024,10,102.4,94.8,510,False,2.8272,2.0819,4.8984,3.2991,3.11,-5.73,164.18,156.97,-4.39,163.02,-0.71,1.4848
510,8,1024,8192,8192,512,5,102.4,94.8,510,False,1.479,2.0819,3.5432,2.2265,2.0819,-6.5,148.77,151.01,1.51,157.5,5.87,1.5914
510,8,2048,8192,8192,512,5,102.4,94.8,510,False,2.7668,2.0819,4.8363,3.4947,3.3202,-4.99,158.26,152.51,-3.63,157.5,-0.48,1.3839
510,8,4096,8192,8192,1024,10,102.4,94.8,510,False,5.4748,2.0819,7.5644,6.0602,6.0223,-0.63,166.91,155.26,-6.98,155.87,-6.61,1.2482
510,8,8192,8192,8192,2048,19,107.79,99.8,510,False,10.3696,2.0819,12.5252,11.072,11.4611,3.51,171.1,157.87,-7.74,154.46,-9.72,1.1312
510,8,1024,16384,16384,512,5,102.4,94.8,510,False,5.4104,2.0819,7.4959,6.5118,6.4925,-0.3,160.45,148.99,-7.14,149.26,-6.97,1.1511
510,8,2048,16384,16384,1024,10,102.4,94.8,510,False,10.7559,2.0819,12.9052,10.9453,11.8315,8.1,169.99,159.74,-6.03,152.09,-10.53,1.1791
510,8,4096,16384,16384,2048,19,107.79,99.8,510,False,20.4027,2.0819,22.5508,21.6249,22.5503,4.28,167.23,157.31,-5.93,153.22,-8.38,1.0428
510,8,8192,16384,16384,4096,38,107.79,99.8,510,False,40.7304,2.0819,42.869,41.9442,43.9459,4.77,164.4,158.66,-3.49,154.05,-6.29,1.022
300,8,1024,4096,4096,128,2,64.0,59.3,300,False,0.9993,3.261,4.2284,3.3248,3.261,-1.92,96.06,95.83,-0.23,96.61,0.57,1.2718
300,8,2048,4096,4096,256,3,85.33,79.0,300,False,1.4665,3.261,4.707,3.3433,3.261,-2.46,105.08,105.69,0.58,106.93,1.76,1.4079
300,8,4096,4096,4096,512,5,102.4,94.8,300,False,2.4191,3.261,5.6617,3.3752,3.261,-3.38,124.17,125.24,0.86,127.65,2.8,1.6774
300,8,8192,4096,4096,1024,10,102.4,94.8,300,False,4.7723,3.261,8.0226,5.4337,5.2496,-3.39,129.88,124.03,-4.5,126.4,-2.68,1.4764
300,8,1024,8192,8192,512,5,102.4,94.8,300,False,2.4687,3.261,5.7199,3.4116,3.261,-4.41,124.46,126.8,1.88,130.05,4.49,1.6766
300,8,2048,8192,8192,512,5,102.4,94.8,300,False,4.6674,3.261,7.9239,5.7634,5.6009,-2.82,125.99,120.74,-4.16,122.61,-2.68,1.3749
300,8,4096,8192,8192,1024,10,102.4,94.8,300,False,9.2685,3.261,12.5602,9.8379,10.1953,3.63,129.51,121.9,-5.88,119.6,-7.65,1.2767
300,8,8192,8192,8192,2048,19,107.79,99.8,300,False,17.5806,3.261,20.867,18.6528,19.4312,4.17,126.81,120.03,-5.35,117.48,-7.36,1.1187
300,8,1024,16384,16384,512,5,102.4,94.8,300,False,9.1579,3.261,12.4471,10.675,10.9895,2.95,126.74,117.07,-7.63,115.34,-9.0,1.166
300,8,2048,16384,16384,1024,10,102.4,94.8,300,False,18.2448,3.261,21.5369,18.4427,20.0693,8.82,127.05,121.34,-4.49,116.08,-8.64,1.1678
300,8,4096,16384,16384,2048,19,107.79,99.8,300,False,34.6335,3.261,37.9166,36.5769,38.2791,4.65,121.32,118.88,-2.01,116.1,-4.31,1.0366
300,8,8192,16384,16384,4096,38,107.79,99.8,300,False,69.1757,3.261,72.4449,71.1169,74.637,4.95,120.03,119.27,-0.63,116.3,-3.1,1.0187
1410,16,1024,4096,4096,128,2,64.0,59.3,1410,False,0.2366,0.6201,0.8365,0.6911,0.6201,-10.27,227.59,243.62,7.04,261.73,15.0,1.2103
1410,16,2048,4096,4096,256,3,85.33,79.0,1410,False,0.3426,0.6201,0.9406,0.7074,0.6201,-12.34,309.28,329.4,6.51,363.75,17.61,1.3297
1410,16,4096,4096,4096,512,5,102.4,94.8,1395,False,0.5786,0.6201,1.1462,0.9112,0.6943,-23.81,392.41,422.7,7.72,528.1,34.58,1.2579
1410,16,8192,4096,4096,1024,10,102.4,94.8,1305,True,1.1339,0.6201,1.6686,1.4059,1.3606,-3.22,397.06,485.87,22.37,499.19,25.72,1.1868
1410,16,1024,8192,8192,512,5,102.4,94.8,1365,True,0.5992,0.6201,1.1673,0.9315,0.7191,-22.81,397.59,433.13,8.94,535.87,34.78,1.2532
1410,16,2048,8192,8192,512,5,102.4,94.8,1305,True,1.1108,0.6201,1.6487,1.4617,1.3329,-8.81,398.91,472.23,18.38,509.62,27.75,1.1279
1410,16,4096,8192,8192,1024,10,102.4,94.8,1260,True,2.1955,0.6201,2.7567,2.5872,2.6346,1.83,398.17,501.93,26.06,494.43,24.17,1.0655
1410,16,8192,8192,8192,2048,19,107.79,99.8,1215,True,4.2213,0.6201,4.8396,4.7098,5.11,8.5,399.4,538.87,34.92,503.35,26.03,1.0276
1410,16,1024,16384,16384,512,5,102.4,94.8,1290,True,2.1901,0.6201,2.7404,2.7193,2.6281,-3.36,399.29,484.32,21.3,498.17,24.76,1.0077
1410,16,2048,16384,16384,1024,10,102.4,94.8,1230,True,4.3301,0.6201,4.9562,4.7326,5.1961,9.79,398.72,530.14,32.96,490.47,23.01,1.0472
1410,16,4096,16384,16384,2048,19,107.79,99.8,1200,True,8.3922,0.6201,9.0708,9.206,10.159,10.35,398.17,546.27,37.2,503.04,26.34,0.9853
1410,16,8192,16384,16384,4096,38,107.79,99.8,1185,True,16.7321,0.6201,17.7517,17.9614,19.8143,10.32,397.6,554.1,39.36,510.27,28.34,0.9883
1200,16,1024,4096,4096,128,2,64.0,59.3,1200,False,0.2728,0.6787,0.9334,0.7482,0.6787,-9.29,179.42,182.88,1.93,194.47,8.39,1.2475
1200,16,2048,4096,4096,256,3,85.33,79.0,1200,False,0.3925,0.6787,1.0549,0.7621,0.6787,-10.94,230.72,237.48,2.93,258.1,11.87,1.3842
1200,16,4096,4096,4096,512,5,102.4,94.8,1200,False,0.6337,0.6787,1.3,1.0069,0.7605,-24.47,276.25,280.68,1.6,349.06,26.36,1.291
1200,16,8192,4096,4096,1024,10,102.4,94.8,1200,False,1.2294,0.6787,1.8959,1.5217,1.4752,-3.05,318.63,317.25,-0.43,325.05,2.02,1.2459
1200,16,1024,8192,8192,512,5,102.4,94.8,1200,False,0.6553,0.6787,1.3223,1.0253,0.7864,-23.3,275.01,287.94,4.7,354.25,28.82,1.2897
1200,16,2048,8192,8192,512,5,102.4,94.8,1200,False,1.201,0.6787,1.8691,1.5949,1.4413,-9.63,308.32,307.16,-0.38,332.48,7.84,1.1719
1200,16,4096,8192,8192,1024,10,102.4,94.8,1200,False,2.3552,0.6787,3.0345,2.7503,2.8263,2.76,332.35,326.57,-1.74,319.67,-3.82,1.1033
1200,16,8192,8192,8192,2048,19,107.79,99.8,1200,False,4.4459,0.6787,5.1528,4.8566,5.3819,10.82,351.93,350.71,-0.35,323.27,-8.14,1.061
1200,16,1024,16384,16384,512,5,102.4,94.8,1200,False,2.3259,0.6787,3.0044,2.9409,2.7911,-5.09,315.81,311.07,-1.5,324.02,2.6,1.0216
1200,16,2048,16384,16384,1024,10,102.4,94.8,1200,False,4.6005,0.6787,5.2957,4.9012,5.5206,12.64,357.14,348.65,-2.38,317.35,-11.14,1.0805
1200,16,4096,16384,16384,2048,19,107.79,99.8,1200,False,8.7155,0.6787,9.4467,9.3221,10.5503,13.18,363.81,357.51,-1.73,324.0,-10.94,1.0134
1200,16,8192,16384,16384,4096,38,107.79,99.8,1200,False,17.3736,0.6787,18.1012,17.9734,20.574,14.47,376.49,365.18,-3.0,327.83,-12.93,1.0071
900,16,1024,4096,4096,128,2,64.0,59.3,900,False,0.3529,0.8518,1.193,0.9237,0.8518,-7.79,143.86,142.52,-0.93,149.38,3.83,1.2916
900,16,2048,4096,4096,256,3,85.33,79.0,900,False,0.5121,0.8518,1.3528,0.941,0.8518,-9.48,176.81,175.97,-0.47,187.97,6.31,1.4377
900,16,4096,4096,4096,512,5,102.4,94.8,900,False,0.8336,0.8518,1.6737,1.2648,1.0003,-20.91,202.86,197.92,-2.43,234.03,15.37,1.3233
900,16,8192,4096,4096,1024,10,102.4,94.8,900,False,1.6213,0.8518,2.4752,1.9525,1.9455,-0.36,222.88,214.53,-3.75,215.08,-3.5,1.2677
900,16,1024,8192,8192,512,5,102.4,94.8,900,False,0.8578,0.8518,1.7015,1.2823,1.0293,-19.73,202.49,203.31,0.41,238.2,17.64,1.327
900,16,2048,8192,8192,512,5,102.4,94.8,900,False,1.5854,0.8518,2.4351,2.0552,1.9025,-7.43,216.09,208.96,-3.3,220.8,2.18,1.1848
