ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
2,1410,0,0,0,comm_only,0,0,0,128,6.02698,433,1410,True,496.6,124.15,100,4
2,1410,1024,4096,4096,gemm_only,128,2,64.0,128,0.23407,11083,1410,True,1404.5,351.12,99,4
2,1410,1024,4096,4096,concurrent,128,2,64.0,128,6.14372,312,1410,True,544.5,136.11,65,4
2,1410,1024,8192,8192,gemm_only,512,5,102.4,128,0.61096,4718,1245,False,1602.3,400.58,114,4
2,1410,1024,8192,8192,concurrent,512,5,102.4,128,6.20757,335,1410,True,666.0,166.5,74,4
2,1410,2048,4096,4096,gemm_only,256,3,85.33,128,0.34977,7869,1290,False,1601.9,400.47,107,4
2,1410,2048,4096,4096,concurrent,256,3,85.33,128,6.17331,412,1410,True,588.9,147.23,97,4
2,1410,2048,8192,8192,gemm_only,512,5,102.4,128,1.13842,2557,1185,False,1607.6,401.9,115,4
2,1410,2048,8192,8192,concurrent,512,5,102.4,128,6.27189,280,1410,True,795.6,198.91,58,4
2,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.59492,4871,1155,False,1603.7,400.92,114,4
2,1410,4096,4096,4096,concurrent,512,5,102.4,128,6.20268,326,1410,True,670.1,167.52,71,4
2,1410,8192,8192,8192,gemm_only,2048,19,107.79,128,4.33847,680,1140,False,1614.3,403.57,117,4
2,1410,8192,8192,8192,concurrent,2048,19,107.79,128,6.87785,287,1350,False,1569.6,392.39,68,4
2,1200,0,0,0,comm_only,0,0,0,128,6.98158,374,1200,True,420.1,105.02,100,4
2,1200,1024,4096,4096,gemm_only,128,2,64.0,128,0.27111,9789,1200,True,904.1,226.03,102,4
2,1200,1024,4096,4096,concurrent,128,2,64.0,128,7.09306,371,1200,True,439.6,109.91,101,4
2,1200,1024,8192,8192,gemm_only,512,5,102.4,128,0.65163,4051,1200,True,1319.3,329.84,101,4
2,1200,1024,8192,8192,concurrent,512,5,102.4,128,7.15139,274,1200,True,508.3,127.07,68,4
2,1200,2048,4096,4096,gemm_only,256,3,85.33,128,0.39029,6793,1200,True,1131.6,282.91,102,4
2,1200,2048,4096,4096,concurrent,256,3,85.33,128,7.12258,309,1200,True,460.3,115.08,80,4
2,1200,2048,8192,8192,gemm_only,512,5,102.4,128,1.19815,2195,1200,True,1362.5,340.63,101,4
2,1200,2048,8192,8192,concurrent,512,5,102.4,128,7.21503,359,1200,True,588.6,147.16,99,4
2,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63131,4195,1200,True,1328.1,332.02,102,4
2,1200,4096,4096,4096,concurrent,512,5,102.4,128,7.14822,369,1200,True,503.8,125.95,101,4
2,1200,8192,8192,8192,gemm_only,2048,19,107.79,128,4.44213,587,1200,True,1456.0,364.0,100,4
2,1200,8192,8192,8192,concurrent,2048,19,107.79,128,7.69337,328,1200,True,1078.6,269.64,96,4
2,900,0,0,0,comm_only,0,0,0,128,9.09454,286,900,True,368.2,92.04,100,4
2,900,1024,4096,4096,gemm_only,128,2,64.0,128,0.3515,7600,900,True,636.4,159.11,103,4
2,900,1024,4096,4096,concurrent,128,2,64.0,128,9.19887,279,900,True,378.8,94.7,98,4
2,900,1024,8192,8192,gemm_only,512,5,102.4,128,0.85681,3080,900,True,878.9,219.72,101,4
2,900,1024,8192,8192,concurrent,512,5,102.4,128,9.28027,260,900,True,422.2,105.55,90,4
