ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
4,1410,0,0,0,comm_only,0,0,0,128,3.18323,810,1410,True,528.8,132.2,98,4
4,1410,1024,4096,4096,gemm_only,128,2,64.0,128,0.23576,11350,1410,True,1398.4,349.59,103,4
4,1410,1024,4096,4096,serial,128,2,64.0,128,3.39681,775,1410,True,602.3,150.59,101,4
4,1410,1024,4096,4096,concurrent,128,2,64.0,128,3.2909,814,1410,True,602.2,150.56,103,4
4,1410,2048,4096,4096,gemm_only,256,3,85.33,128,0.34962,7940,1275,False,1607.3,401.82,108,4
4,1410,2048,4096,4096,serial,256,3,85.33,128,3.50946,727,1410,True,666.2,166.56,97,4
4,1410,2048,4096,4096,concurrent,256,3,85.33,128,3.30996,803,1410,True,674.7,168.67,102,4
4,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.5935,4813,1245,False,1600.4,400.1,112,4
4,1410,4096,4096,4096,serial,512,5,102.4,128,3.72227,650,1410,True,784.8,196.2,91,4
4,1410,4096,4096,4096,concurrent,512,5,102.4,128,3.33237,793,1410,True,827.7,206.91,102,4
4,1410,1024,8192,8192,gemm_only,512,5,102.4,128,0.61302,4657,1230,False,1596.9,399.23,112,4
4,1410,1024,8192,8192,serial,512,5,102.4,128,3.74183,521,1410,True,795.7,198.92,67,4
4,1410,1024,8192,8192,concurrent,512,5,102.4,128,3.33845,789,1410,True,835.1,208.76,101,4
4,1410,2048,8192,8192,gemm_only,512,5,102.4,128,1.14052,2551,1185,False,1615.9,403.97,115,4
4,1410,2048,8192,8192,serial,512,5,102.4,128,4.21344,434,1410,True,984.7,246.18,61,4
4,1410,2048,8192,8192,concurrent,512,5,102.4,128,3.40655,717,1410,True,1109.8,277.45,92,4
4,1410,8192,8192,8192,gemm_only,2048,19,107.79,128,4.33764,678,1140,False,1605.5,401.38,116,4
4,1410,8192,8192,8192,serial,2048,19,107.79,128,7.1284,242,1380,False,1540.9,385.24,56,4
4,1410,8192,8192,8192,concurrent,2048,19,107.79,128,4.92024,590,1215,False,1591.2,397.79,115,4
4,1200,0,0,0,comm_only,0,0,0,128,3.65617,713,1200,True,446.9,111.72,100,4
4,1200,1024,4096,4096,gemm_only,128,2,64.0,128,0.27217,9722,1200,True,901.7,225.41,102,4
4,1200,1024,4096,4096,serial,128,2,64.0,128,3.91027,672,1200,True,479.7,119.91,101,4
4,1200,1024,4096,4096,concurrent,128,2,64.0,128,3.76283,707,1200,True,481.2,120.3,103,4
4,1200,2048,4096,4096,gemm_only,256,3,85.33,128,0.39215,6744,1200,True,1127.4,281.86,102,4
4,1200,2048,4096,4096,serial,256,3,85.33,128,4.02637,654,1200,True,513.0,128.24,101,4
4,1200,2048,4096,4096,concurrent,256,3,85.33,128,3.78934,704,1200,True,517.8,129.45,103,4
4,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63296,4182,1200,True,1323.7,330.94,102,4
4,1200,4096,4096,4096,serial,512,5,102.4,128,4.27586,618,1200,True,582.9,145.73,102,4
4,1200,4096,4096,4096,concurrent,512,5,102.4,128,3.81126,695,1200,True,602.9,150.73,102,4
4,1200,1024,8192,8192,gemm_only,512,5,102.4,128,0.65419,4058,1200,True,1315.0,328.75,102,4
4,1200,1024,8192,8192,serial,512,5,102.4,128,4.2939,612,1200,True,581.3,145.32,101,4
4,1200,1024,8192,8192,concurrent,512,5,102.4,128,3.81598,691,1200,True,606.4,151.6,101,4
4,1200,2048,8192,8192,gemm_only,512,5,102.4,128,1.20009,2193,1200,True,1358.4,339.61,101,4
4,1200,2048,8192,8192,serial,512,5,102.4,128,4.83686,544,1200,True,681.1,170.28,101,4
4,1200,2048,8192,8192,concurrent,512,5,102.4,128,3.88891,637,1200,True,761.4,190.35,94,4
4,1200,8192,8192,8192,gemm_only,2048,19,107.79,128,4.44361,587,1200,True,1455.3,363.84,100,4
4,1200,8192,8192,8192,serial,2048,19,107.79,128,8.08407,323,1200,True,1027.4,256.85,100,4
4,1200,8192,8192,8192,concurrent,2048,19,107.79,128,5.02677,532,1200,True,1452.5,363.13,103,4
4,900,0,0,0,comm_only,0,0,0,128,4.69018,554,900,True,387.5,96.88,100,4
4,900,1024,4096,4096,gemm_only,128,2,64.0,128,0.35211,7576,900,True,638.9,159.73,103,4
4,900,1024,4096,4096,serial,128,2,64.0,128,5.02852,524,900,True,407.8,101.94,101,4
4,900,1024,4096,4096,concurrent,128,2,64.0,128,4.79643,547,900,True,409.4,102.35,101,4
4,900,2048,4096,4096,gemm_only,256,3,85.33,128,0.51158,5154,900,True,771.6,192.9,101,4
4,900,2048,4096,4096,serial,256,3,85.33,128,5.19893,509,900,True,428.8,107.2,102,4
4,900,2048,4096,4096,concurrent,256,3,85.33,128,4.8304,545,900,True,432.8,108.19,101,4
4,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.83341,3178,900,True,881.5,220.38,102,4
4,900,4096,4096,4096,serial,512,5,102.4,128,5.47789,477,900,True,468.1,117.03,100,4
4,900,4096,4096,4096,concurrent,512,5,102.4,128,4.86775,542,900,True,487.5,121.87,101,4
4,900,1024,8192,8192,gemm_only,512,5,102.4,128,0.85877,3065,900,True,880.8,220.2,101,4
4,900,1024,8192,8192,serial,512,5,102.4,128,5.49571,474,900,True,470.7,117.67,100,4
4,900,1024,8192,8192,concurrent,512,5,102.4,128,4.86654,540,900,True,489.4,122.35,101,4
4,900,2048,8192,8192,gemm_only,512,5,102.4,128,1.58494,1658,900,True,897.8,224.45,101,4
4,900,2048,8192,8192,serial,512,5,102.4,128,6.25876,419,900,True,528.2,132.06,101,4
4,900,2048,8192,8192,concurrent,512,5,102.4,128,4.94498,499,900,True,584.8,146.2,93,4
4,900,8192,8192,8192,gemm_only,2048,19,107.79,128,5.89711,442,900,True,945.9,236.46,100,4
4,900,8192,8192,8192,serial,2048,19,107.79,128,10.60987,246,900,True,726.2,181.55,100,4
4,900,8192,8192,8192,concurrent,2048,19,107.79,128,6.64289,405,900,True,980.8,245.19,104,4
4,705,0,0,0,comm_only,0,0,0,128,5.83205,449,705,True,367.6,91.89,101,4
4,705,1024,4096,4096,gemm_only,128,2,64.0,128,0.44127,6006,705,True,551.1,137.77,102,4
4,705,1024,4096,4096,serial,128,2,64.0,128,6.26732,365,705,True,384.0,95.99,84,4
4,705,1024,4096,4096,concurrent,128,2,64.0,128,5.94291,444,705,True,386.0,96.49,102,4
4,705,2048,4096,4096,gemm_only,256,3,85.33,128,0.64495,4097,705,True,651.2,162.8,102,4
4,705,2048,4096,4096,serial,256,3,85.33,128,6.45516,407,705,True,401.6,100.39,101,4
4,705,2048,4096,4096,concurrent,256,3,85.33,128,5.98351,444,705,True,405.9,101.48,102,4
4,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.05345,2505,705,True,736.4,184.09,101,4
4,705,4096,4096,4096,serial,512,5,102.4,128,6.87718,372,705,True,433.4,108.34,97,4
4,705,4096,4096,4096,concurrent,512,5,102.4,128,6.00254,439,705,True,448.3,112.07,101,4
4,705,1024,8192,8192,gemm_only,512,5,102.4,128,1.08373,2434,705,True,737.7,184.43,102,4
4,705,1024,8192,8192,serial,512,5,102.4,128,6.89522,383,705,True,435.7,108.93,102,4
4,705,1024,8192,8192,concurrent,512,5,102.4,128,6.0216,437,705,True,449.7,112.44,101,4
4,705,2048,8192,8192,gemm_only,512,5,102.4,128,2.01245,1303,705,True,747.1,186.78,101,4
4,705,2048,8192,8192,serial,512,5,102.4,128,7.80105,335,705,True,478.5,119.61,100,4
4,705,2048,8192,8192,concurrent,512,5,102.4,128,6.10255,410,705,True,527.3,131.84,95,4
4,705,8192,8192,8192,gemm_only,2048,19,107.79,128,7.51486,346,705,True,785.7,196.42,100,4
4,705,8192,8192,8192,serial,2048,19,107.79,128,13.31021,192,705,True,637.7,159.42,97,4
4,705,8192,8192,8192,concurrent,2048,19,107.79,128,8.43038,317,705,True,832.4,208.11,103,4
4,510,0,0,0,comm_only,0,0,0,128,7.66286,340,510,True,352.9,88.23,100,4
4,510,1024,4096,4096,gemm_only,128,2,64.0,128,0.59734,4447,510,True,467.5,116.86,102,4
4,510,1024,4096,4096,serial,128,2,64.0,128,8.2425,318,510,True,365.3,91.32,101,4
4,510,1024,4096,4096,concurrent,128,2,64.0,128,7.77949,336,510,True,367.0,91.74,100,4
4,510,2048,4096,4096,gemm_only,256,3,85.33,128,0.88034,2998,510,True,540.5,135.13,102,4
4,510,2048,4096,4096,serial,256,3,85.33,128,8.51297,309,510,True,376.7,94.17,101,4
4,510,2048,4096,4096,concurrent,256,3,85.33,128,7.81202,335,510,True,382.8,95.71,101,4
4,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.44238,1822,510,True,600.8,150.19,101,4
4,510,4096,4096,4096,serial,512,5,102.4,128,9.07795,287,510,True,399.3,99.84,100,4
4,510,4096,4096,4096,concurrent,512,5,102.4,128,7.84501,334,510,True,414.7,103.67,101,4
4,510,1024,8192,8192,gemm_only,512,5,102.4,128,1.47461,1781,510,True,603.1,150.77,101,4
4,510,1024,8192,8192,serial,512,5,102.4,128,9.1175,204,510,True,398.9,99.72,63,4
4,510,1024,8192,8192,concurrent,512,5,102.4,128,7.87061,333,510,True,415.2,103.81,101,4
4,510,2048,8192,8192,gemm_only,512,5,102.4,128,2.7651,945,510,True,606.3,151.58,100,4
4,510,2048,8192,8192,serial,512,5,102.4,128,10.41489,167,510,True,433.5,108.37,57,4
4,510,2048,8192,8192,concurrent,512,5,102.4,128,7.95214,315,510,True,475.6,118.91,95,4
4,510,8192,8192,8192,gemm_only,2048,19,107.79,128,10.36937,251,510,True,632.4,158.09,100,4
4,510,8192,8192,8192,serial,2048,19,107.79,128,17.97956,134,510,True,537.1,134.27,90,4
4,510,8192,8192,8192,concurrent,2048,19,107.79,128,11.57114,231,510,True,689.2,172.3,103,4
4,300,0,0,0,comm_only,0,0,0,128,12.56761,207,300,True,338.0,84.5,100,4
4,300,1024,4096,4096,gemm_only,128,2,64.0,128,0.99439,2650,300,True,377.1,94.27,101,4
4,300,1024,4096,4096,serial,128,2,64.0,128,13.53236,120,300,True,344.2,86.05,51,4
4,300,1024,4096,4096,concurrent,128,2,64.0,128,12.6399,206,300,True,346.8,86.71,100,4
4,300,2048,4096,4096,gemm_only,256,3,85.33,128,1.46663,1792,300,True,420.0,105.01,101,4
4,300,2048,4096,4096,serial,256,3,85.33,128,14.00662,113,300,True,348.8,87.21,49,4
4,300,2048,4096,4096,concurrent,256,3,85.33,128,12.66173,206,300,True,356.5,89.12,100,4
4,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.41939,1080,300,True,454.3,113.58,100,4
4,300,4096,4096,4096,serial,512,5,102.4,128,14.94929,127,300,True,360.3,90.07,65,4
4,300,4096,4096,4096,concurrent,512,5,102.4,128,12.70278,206,300,True,375.8,93.95,100,4
4,300,1024,8192,8192,gemm_only,512,5,102.4,128,2.4681,1059,300,True,456.7,114.18,100,4
4,300,1024,8192,8192,serial,512,5,102.4,128,14.9964,127,300,True,361.5,90.37,65,4
4,300,1024,8192,8192,concurrent,512,5,102.4,128,12.71895,205,300,True,376.0,93.99,100,4
4,300,2048,8192,8192,gemm_only,512,5,102.4,128,4.66848,559,300,True,455.7,113.92,100,4
4,300,2048,8192,8192,serial,512,5,102.4,128,17.19303,127,300,True,377.0,94.25,79,4
4,300,2048,8192,8192,concurrent,512,5,102.4,128,12.77377,199,300,True,414.5,103.61,97,4
4,300,8192,8192,8192,gemm_only,2048,19,107.79,128,17.58337,148,300,True,469.9,117.47,100,4
4,300,8192,8192,8192,serial,2048,19,107.79,128,30.09345,84,300,True,426.4,106.61,96,4
4,300,8192,8192,8192,concurrent,2048,19,107.79,128,18.69043,137,300,True,540.3,135.08,97,4
8,1410,0,0,0,comm_only,0,0,0,128,1.78713,1481,1410,True,570.1,142.52,101,4
8,1410,1024,4096,4096,serial,128,2,64.0,128,2.00888,1325,1410,True,670.8,167.69,103,4
8,1410,1024,4096,4096,concurrent,128,2,64.0,128,1.84949,1434,1410,True,693.8,173.44,102,4
8,1410,2048,4096,4096,serial,256,3,85.33,128,2.11147,1253,1410,True,772.0,192.99,102,4
8,1410,2048,4096,4096,concurrent,256,3,85.33,128,1.86251,1418,1410,True,819.6,204.91,102,4
8,1410,4096,4096,4096,serial,512,5,102.4,128,2.31849,1146,1410,True,943.4,235.84,103,4
8,1410,4096,4096,4096,concurrent,512,5,102.4,128,1.88408,1282,1410,True,1072.9,268.23,91,4
8,1410,1024,8192,8192,serial,512,5,102.4,128,2.33837,1127,1410,True,955.4,238.85,101,4
8,1410,1024,8192,8192,concurrent,512,5,102.4,128,1.89241,1279,1410,True,1085.5,271.37,91,4
8,1410,2048,8192,8192,serial,512,5,102.4,128,2.80719,943,1410,True,1197.3,299.32,102,4
8,1410,2048,8192,8192,concurrent,512,5,102.4,128,1.93076,1248,1380,False,1551.6,387.91,90,4
8,1410,8192,8192,8192,serial,2048,19,107.79,128,5.86832,450,1320,False,1587.0,396.75,102,4
8,1410,8192,8192,8192,concurrent,2048,19,107.79,128,4.88961,582,1215,False,1600.6,400.14,112,4
8,1200,0,0,0,comm_only,0,0,0,128,2.02179,1304,1200,True,486.9,121.71,102,4
8,1200,1024,4096,4096,serial,128,2,64.0,128,2.27897,1161,1200,True,541.1,135.27,102,4
8,1200,1024,4096,4096,concurrent,128,2,64.0,128,2.08735,1274,1200,True,555.0,138.74,103,4
8,1200,2048,4096,4096,serial,256,3,85.33,128,2.39926,1100,1200,True,593.1,148.28,102,4
8,1200,2048,4096,4096,concurrent,256,3,85.33,128,2.10037,1264,1200,True,623.0,155.74,102,4
8,1200,4096,4096,4096,serial,512,5,102.4,128,2.6424,1004,1200,True,688.4,172.09,102,4
8,1200,4096,4096,4096,concurrent,512,5,102.4,128,2.12135,1144,1200,True,772.5,193.13,91,4
8,1200,1024,8192,8192,serial,512,5,102.4,128,2.66139,986,1200,True,695.8,173.96,101,4
8,1200,1024,8192,8192,concurrent,512,5,102.4,128,2.1263,1148,1200,True,777.7,194.43,92,4
8,1200,2048,8192,8192,serial,512,5,102.4,128,3.21011,815,1200,True,825.6,206.39,101,4
8,1200,2048,8192,8192,concurrent,512,5,102.4,128,2.16982,1102,1200,True,1047.5,261.88,89,4
8,1200,8192,8192,8192,serial,2048,19,107.79,128,6.49294,401,1200,True,1166.9,291.72,100,4
8,1200,8192,8192,8192,concurrent,2048,19,107.79,128,5.0397,534,1200,True,1443.6,360.9,104,4
8,900,0,0,0,comm_only,0,0,0,128,2.56902,1032,900,True,419.4,104.84,102,4
8,900,1024,4096,4096,serial,128,2,64.0,128,2.89435,908,900,True,453.1,113.28,101,4
8,900,1024,4096,4096,concurrent,128,2,64.0,128,2.63485,1010,900,True,463.4,115.84,103,4
8,900,2048,4096,4096,serial,256,3,85.33,128,3.05529,863,900,True,485.6,121.4,102,4
8,900,2048,4096,4096,concurrent,256,3,85.33,128,2.65211,997,900,True,507.6,126.9,102,4
8,900,4096,4096,4096,serial,512,5,102.4,128,3.38919,773,900,True,548.2,137.06,101,4
8,900,4096,4096,4096,concurrent,512,5,102.4,128,2.66677,916,900,True,604.7,151.17,92,4
8,900,1024,8192,8192,serial,512,5,102.4,128,3.41463,764,900,True,549.2,137.31,100,4
8,900,1024,8192,8192,concurrent,512,5,102.4,128,2.67942,918,900,True,606.0,151.51,93,4
8,900,2048,8192,8192,serial,512,5,102.4,128,4.14799,631,900,True,623.1,155.78,101,4
8,900,2048,8192,8192,concurrent,512,5,102.4,128,2.72537,887,900,True,778.1,194.53,91,4
8,900,8192,8192,8192,serial,2048,19,107.79,128,8.49793,308,900,True,821.2,205.29,101,4
8,900,8192,8192,8192,concurrent,2048,19,107.79,128,6.64623,409,900,True,978.7,244.67,106,4
8,705,0,0,0,comm_only,0,0,0,128,3.14301,824,705,True,395.4,98.85,99,4
8,705,1024,4096,4096,serial,128,2,64.0,128,3.55872,735,705,True,423.8,105.95,101,4
8,705,1024,4096,4096,concurrent,128,2,64.0,128,3.21783,822,705,True,434.6,108.65,102,4
8,705,2048,4096,4096,serial,256,3,85.33,128,3.77788,696,705,True,451.3,112.82,101,4
8,705,2048,4096,4096,concurrent,256,3,85.33,128,3.238,820,705,True,469.7,117.44,103,4
8,705,4096,4096,4096,serial,512,5,102.4,128,4.18518,630,705,True,497.3,124.32,102,4
8,705,4096,4096,4096,concurrent,512,5,102.4,128,3.26258,760,705,True,545.1,136.27,94,4
8,705,1024,8192,8192,serial,512,5,102.4,128,4.21287,626,705,True,501.1,125.28,102,4
8,705,1024,8192,8192,concurrent,512,5,102.4,128,3.27023,757,705,True,548.6,137.15,94,4
8,705,2048,8192,8192,serial,512,5,102.4,128,5.17813,507,705,True,561.2,140.31,101,4
8,705,2048,8192,8192,concurrent,512,5,102.4,128,3.3212,731,705,True,693.1,173.28,91,4
8,705,8192,8192,8192,serial,2048,19,107.79,128,10.67793,244,705,True,699.9,174.98,100,4
8,705,8192,8192,8192,concurrent,2048,19,107.79,128,8.42887,321,705,True,822.2,205.56,105,4
8,510,0,0,0,comm_only,0,0,0,128,4.03792,652,510,True,377.3,94.32,101,4
8,510,1024,4096,4096,serial,128,2,64.0,128,4.62056,566,510,True,397.5,99.37,100,4
8,510,1024,4096,4096,concurrent,128,2,64.0,128,4.11679,638,510,True,406.5,101.63,101,4
8,510,2048,4096,4096,serial,256,3,85.33,128,4.89892,535,510,True,418.4,104.61,101,4
8,510,2048,4096,4096,concurrent,256,3,85.33,128,4.13919,634,510,True,436.7,109.18,101,4
8,510,4096,4096,4096,serial,512,5,102.4,128,5.46149,477,510,True,452.9,113.23,100,4
8,510,4096,4096,4096,concurrent,512,5,102.4,128,4.17387,603,510,True,497.8,124.46,96,4
8,510,1024,8192,8192,serial,512,5,102.4,128,5.49674,474,510,True,456.8,114.19,100,4
8,510,1024,8192,8192,concurrent,512,5,102.4,128,4.18909,599,510,True,497.9,124.47,95,4
8,510,2048,8192,8192,serial,512,5,102.4,128,6.81897,384,510,True,498.4,124.61,101,4
8,510,2048,8192,8192,concurrent,512,5,102.4,128,4.24675,544,510,True,609.6,152.4,85,4
8,510,8192,8192,8192,serial,2048,19,107.79,128,14.45232,180,510,True,614.5,153.63,100,4
8,510,8192,8192,8192,concurrent,2048,19,107.79,128,11.39624,232,510,True,698.1,174.53,102,4
8,300,0,0,0,comm_only,0,0,0,128,6.39346,408,300,True,357.6,89.4,100,4
8,300,1024,4096,4096,serial,128,2,64.0,128,7.36453,354,300,True,369.3,92.33,100,4
8,300,1024,4096,4096,concurrent,128,2,64.0,128,6.45359,405,300,True,377.2,94.31,100,4
8,300,2048,4096,4096,serial,256,3,85.33,128,7.83618,333,300,True,378.3,94.57,100,4
8,300,2048,4096,4096,concurrent,256,3,85.33,128,6.47033,405,300,True,394.8,98.7,101,4
8,300,4096,4096,4096,serial,512,5,102.4,128,8.77702,296,300,True,403.6,100.9,100,4
8,300,4096,4096,4096,concurrent,512,5,102.4,128,6.49987,389,300,True,434.7,108.67,96,4
8,300,1024,8192,8192,serial,512,5,102.4,128,8.82965,295,300,True,405.1,101.27,100,4
8,300,1024,8192,8192,concurrent,512,5,102.4,128,6.51284,391,300,True,436.9,109.24,97,4
8,300,2048,8192,8192,serial,512,5,102.4,128,11.05146,236,300,True,423.6,105.91,100,4
8,300,2048,8192,8192,concurrent,512,5,102.4,128,6.56725,370,300,True,508.1,127.02,91,4
8,300,8192,8192,8192,serial,2048,19,107.79,128,23.98126,108,300,True,468.5,117.13,99,4
8,300,8192,8192,8192,concurrent,2048,19,107.79,128,18.6676,138,300,True,522.7,130.69,98,4
32,1410,0,0,0,comm_only,0,0,0,128,1.02313,2611,1410,True,653.2,163.31,102,4
32,1410,1024,4096,4096,serial,128,2,64.0,128,1.2362,2146,1410,True,797.3,199.33,102,4
32,1410,1024,4096,4096,concurrent,128,2,64.0,128,1.07188,2396,1410,True,856.2,214.06,98,4
32,1410,2048,4096,4096,serial,256,3,85.33,128,1.33434,1997,1410,True,945.8,236.45,102,4
32,1410,2048,4096,4096,concurrent,256,3,85.33,128,1.07962,2432,1410,True,1087.1,271.77,100,4
32,1410,4096,4096,4096,serial,512,5,102.4,128,1.54058,1725,1410,True,1183.2,295.81,102,4
32,1410,4096,4096,4096,concurrent,512,5,102.4,128,1.23321,2365,1410,True,1410.5,352.64,115,4
32,1410,1024,8192,8192,serial,512,5,102.4,128,1.5606,1708,1410,True,1211.1,302.78,102,4
32,1410,1024,8192,8192,concurrent,512,5,102.4,128,1.24197,2287,1410,True,1413.3,353.32,111,4
32,1410,2048,8192,8192,serial,512,5,102.4,128,2.02647,1304,1410,True,1493.6,373.4,101,4
32,1410,2048,8192,8192,concurrent,512,5,102.4,128,1.80903,1690,1350,False,1588.8,397.19,122,4
32,1410,8192,8192,8192,serial,2048,19,107.79,128,5.15766,520,1275,False,1589.0,397.26,103,4
32,1410,8192,8192,8192,concurrent,2048,19,107.79,128,5.02527,567,1245,False,1591.5,397.89,112,4
32,1200,0,0,0,comm_only,0,0,0,128,1.068,2503,1200,True,567.5,141.88,103,4
32,1200,1024,4096,4096,serial,128,2,64.0,128,1.31955,2033,1200,True,650.6,162.65,103,4
32,1200,1024,4096,4096,concurrent,128,2,64.0,128,1.11863,2253,1200,True,696.2,174.05,95,4
32,1200,2048,4096,4096,serial,256,3,85.33,128,1.43594,1859,1200,True,736.7,184.17,103,4
32,1200,2048,4096,4096,concurrent,256,3,85.33,128,1.1229,2193,1200,True,844.6,211.14,92,4
