ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
2,1410,0,0,0,comm_only,0,0,0,64,3.04852,866,1410,True,484.8,121.19,101,4
2,1410,1024,4096,4096,gemm_only,128,2,64.0,64,0.23398,11154,1410,True,1380.0,345.01,100,4
2,1410,1024,4096,4096,concurrent,128,2,64.0,64,3.15683,116,1410,True,580.6,145.16,19,4
2,1410,1024,8192,8192,gemm_only,512,5,102.4,64,0.60837,4745,1245,False,1604.6,401.16,114,4
2,1410,1024,8192,8192,concurrent,512,5,102.4,64,3.2199,527,1410,True,796.0,199.0,55,4
2,1410,2048,4096,4096,gemm_only,256,3,85.33,64,0.34983,7860,1290,False,1601.0,400.25,107,4
2,1410,2048,4096,4096,concurrent,256,3,85.33,64,3.19241,810,1410,True,658.8,164.69,99,4
2,1410,2048,8192,8192,gemm_only,512,5,102.4,64,1.13477,2560,1185,False,1614.5,403.61,115,4
2,1410,2048,8192,8192,concurrent,512,5,102.4,64,3.28863,450,1410,True,1075.2,268.8,44,4
2,1410,4096,4096,4096,gemm_only,512,5,102.4,64,0.59403,4861,1200,False,1603.9,400.98,114,4
2,1410,4096,4096,4096,concurrent,512,5,102.4,64,3.2207,456,1410,True,814.2,203.55,43,4
2,1410,8192,8192,8192,gemm_only,2048,19,107.79,64,4.3257,680,1140,False,1608.9,402.22,117,4
2,1410,8192,8192,8192,concurrent,2048,19,107.79,64,4.72157,402,1200,False,1598.3,399.59,65,4
2,1200,0,0,0,comm_only,0,0,0,64,3.5238,746,1200,True,416.8,104.19,101,4
2,1200,1024,4096,4096,gemm_only,128,2,64.0,64,0.2709,9833,1200,True,893.9,223.48,103,4
2,1200,1024,4096,4096,concurrent,128,2,64.0,64,3.62917,123,1200,True,463.7,115.93,23,4
2,1200,1024,8192,8192,gemm_only,512,5,102.4,64,0.65217,4054,1200,True,1316.3,329.08,102,4
2,1200,1024,8192,8192,concurrent,512,5,102.4,64,3.69379,140,1200,True,599.5,149.87,26,4
2,1200,2048,4096,4096,gemm_only,256,3,85.33,64,0.39115,6773,1200,True,1127.0,281.75,102,4
2,1200,2048,4096,4096,concurrent,256,3,85.33,64,3.66904,125,1200,True,508.2,127.04,23,4
2,1200,2048,8192,8192,gemm_only,512,5,102.4,64,1.20004,2184,1200,True,1363.3,340.82,101,4
2,1200,2048,8192,8192,concurrent,512,5,102.4,64,3.75926,199,1200,True,771.8,192.96,8,4
2,1200,4096,4096,4096,gemm_only,512,5,102.4,64,0.6316,4150,1200,True,1330.3,332.58,100,4
2,1200,4096,4096,4096,concurrent,512,5,102.4,64,3.6876,178,1200,True,595.9,148.98,3,4
2,1200,8192,8192,8192,gemm_only,2048,19,107.79,64,4.44887,586,1200,True,1461.2,365.29,100,4
2,1200,8192,8192,8192,concurrent,2048,19,107.79,64,4.82556,484,1200,True,1479.3,369.82,86,4
2,900,0,0,0,comm_only,0,0,0,64,4.58483,569,900,True,371.2,92.8,100,4
2,900,1024,4096,4096,gemm_only,128,2,64.0,64,0.35149,7575,900,True,636.6,159.14,103,4
2,900,1024,4096,4096,concurrent,128,2,64.0,64,4.69478,121,900,True,396.1,99.02,29,4
2,900,1024,8192,8192,gemm_only,512,5,102.4,64,0.85636,3078,900,True,881.9,220.48,101,4
2,900,1024,8192,8192,concurrent,512,5,102.4,64,4.76982,131,900,True,479.0,119.75,2,4
2,900,2048,4096,4096,gemm_only,256,3,85.33,64,0.51073,5172,900,True,769.4,192.34,102,4
2,900,2048,4096,4096,concurrent,256,3,85.33,64,4.73656,121,900,True,426.4,106.59,29,4
2,900,2048,8192,8192,gemm_only,512,5,102.4,64,1.58362,1658,900,True,900.2,225.04,101,4
2,900,2048,8192,8192,concurrent,512,5,102.4,64,4.83867,191,900,True,578.4,144.6,16,4
2,900,4096,4096,4096,gemm_only,512,5,102.4,64,0.83267,3178,900,True,881.0,220.25,102,4
2,900,4096,4096,4096,concurrent,512,5,102.4,64,4.761,153,900,True,481.1,120.28,7,4
2,900,8192,8192,8192,gemm_only,2048,19,107.79,64,5.89675,442,900,True,950.3,237.57,100,4
2,900,8192,8192,8192,concurrent,2048,19,107.79,64,6.36233,334,900,True,995.1,248.78,76,4
2,705,0,0,0,comm_only,0,0,0,64,5.71566,458,705,True,355.8,88.95,100,4
2,705,1024,4096,4096,gemm_only,128,2,64.0,64,0.44099,5991,705,True,552.0,138.01,102,4
2,705,1024,4096,4096,concurrent,128,2,64.0,64,5.82521,118,705,True,375.8,93.95,5,4
2,705,1024,8192,8192,gemm_only,512,5,102.4,64,1.08032,2434,705,True,741.0,185.24,101,4
2,705,1024,8192,8192,concurrent,512,5,102.4,64,5.90987,139,705,True,447.3,111.82,11,4
2,705,2048,4096,4096,gemm_only,256,3,85.33,64,0.64406,4098,705,True,653.3,163.32,102,4
2,705,2048,4096,4096,concurrent,256,3,85.33,64,5.88067,128,705,True,394.8,98.69,8,4
2,705,2048,8192,8192,gemm_only,512,5,102.4,64,2.01101,1303,705,True,750.1,187.51,101,4
2,705,2048,8192,8192,concurrent,512,5,102.4,64,5.99762,198,705,True,518.2,129.54,29,4
2,705,4096,4096,4096,gemm_only,512,5,102.4,64,1.05352,2508,705,True,738.0,184.5,101,4
2,705,4096,4096,4096,concurrent,512,5,102.4,64,5.90479,131,705,True,441.0,110.26,9,4
2,705,8192,8192,8192,gemm_only,2048,19,107.79,64,7.51494,346,705,True,788.9,197.22,99,4
2,705,8192,8192,8192,concurrent,2048,19,107.79,64,8.07429,271,705,True,843.9,210.97,79,4
2,510,0,0,0,comm_only,0,0,0,64,7.61451,343,510,True,344.2,86.05,100,4
2,510,1024,4096,4096,gemm_only,128,2,64.0,64,0.5967,4427,510,True,468.8,117.2,101,4
2,510,1024,4096,4096,concurrent,128,2,64.0,64,7.70983,112,510,True,358.4,89.6,13,4
2,510,1024,8192,8192,gemm_only,512,5,102.4,64,1.47201,1784,510,True,605.2,151.3,101,4
2,510,1024,8192,8192,concurrent,512,5,102.4,64,7.7958,143,510,True,408.5,102.13,26,4
2,510,2048,4096,4096,gemm_only,256,3,85.33,64,0.87857,3003,510,True,540.4,135.09,101,4
2,510,2048,4096,4096,concurrent,256,3,85.33,64,7.75083,129,510,True,377.1,94.27,20,4
2,510,2048,8192,8192,gemm_only,512,5,102.4,64,2.76473,946,510,True,607.7,151.92,100,4
2,510,2048,8192,8192,concurrent,512,5,102.4,64,7.87844,191,510,True,467.2,116.81,45,4
2,510,4096,4096,4096,gemm_only,512,5,102.4,64,1.44134,1824,510,True,600.3,150.08,101,4
2,510,4096,4096,4096,concurrent,512,5,102.4,64,7.78916,155,510,True,402.8,100.71,30,4
2,510,8192,8192,8192,gemm_only,2048,19,107.79,64,10.36776,251,510,True,632.8,158.2,99,4
2,510,8192,8192,8192,concurrent,2048,19,107.79,64,11.06987,235,510,True,696.8,174.2,100,4
2,300,0,0,0,comm_only,0,0,0,64,12.56022,207,300,True,333.4,83.34,100,4
2,300,1024,4096,4096,gemm_only,128,2,64.0,64,0.99211,2659,300,True,379.3,94.82,101,4
2,300,1024,4096,4096,concurrent,128,2,64.0,64,12.63346,113,300,True,340.9,85.24,41,4
2,300,1024,8192,8192,gemm_only,512,5,102.4,64,2.46334,1062,300,True,459.8,114.95,100,4
2,300,1024,8192,8192,concurrent,512,5,102.4,64,12.69218,130,300,True,371.9,92.98,52,4
2,300,2048,4096,4096,gemm_only,256,3,85.33,64,1.46549,1794,300,True,421.4,105.36,101,4
2,300,2048,4096,4096,concurrent,256,3,85.33,64,12.64966,117,300,True,348.3,87.07,44,4
