pas,block_m,part,sms,clock,clock_med,held,real_rows,padded_rows,tiles,ms,power_w,idle_w,p_dyn_w,kappa_mw_per_mhz_per_sm,e_dyn_mj,replays
2,32,light,54,870,870,True,1821,2080,1820,0.62611,127.73,61.62,66.11,1.40719,41.392,500
2,32,heavy,54,870,870,True,60131,61824,54096,17.0059,118.93,61.62,57.31,1.21988,974.60821,22
2,64,light,54,870,870,True,1821,2432,1064,0.57169,123.3,61.62,61.68,1.3129,35.2616,500
2,64,heavy,54,870,870,True,60131,63552,27804,13.80692,114.78,61.62,53.16,1.13155,733.97571,27
2,128,light,54,870,870,True,1821,3200,700,0.57599,121.55,61.62,59.93,1.27565,34.51934,500
2,128,heavy,54,870,870,True,60131,67072,14672,11.11982,119.68,61.62,58.06,1.23585,645.6168,33
2,16,light,54,1110,1110,True,1821,1936,3388,0.81181,130.95,64.57,66.38,1.10744,53.88782,456
2,16,heavy,54,1110,1110,True,60131,60880,106540,23.69483,123.63,64.57,59.06,0.98532,1399.41637,15
2,32,light,54,1110,1110,True,1821,2080,1820,0.51573,147.99,64.57,83.42,1.39173,43.02196,500
2,32,heavy,54,1110,1110,True,60131,61824,54096,13.80931,138.46,64.57,73.89,1.23273,1020.37008,27
2,64,light,54,1110,1110,True,1821,2432,1064,0.45762,144.3,64.57,79.73,1.33016,36.48604,500
2,64,heavy,54,1110,1110,True,60131,63552,27804,10.89495,134.78,64.57,70.21,1.17134,764.93412,34
2,128,light,54,1110,1110,True,1821,3200,700,0.45492,143.3,64.57,78.73,1.31348,35.81618,500
2,128,heavy,54,1110,1110,True,60131,67072,14672,8.74802,141.35,64.57,76.78,1.28095,671.67334,42
2,16,light,54,600,600,True,1821,1936,3388,1.37363,97.74,59.88,37.86,1.16852,52.00561,270
2,16,heavy,54,600,600,True,60131,60880,106540,41.0892,92.49,59.88,32.61,1.00648,1339.91871,9
2,32,light,54,600,600,True,1821,2080,1820,0.87482,107.14,59.88,47.26,1.45864,41.34396,424
2,32,heavy,54,600,600,True,60131,61824,54096,24.09718,99.54,59.88,39.66,1.22407,955.69433,15
2,64,light,54,600,600,True,1821,2432,1064,0.82295,103.64,59.88,43.76,1.35062,36.01251,452
2,64,heavy,54,600,600,True,60131,63552,27804,19.96285,95.39,59.88,35.51,1.09599,708.88071,18
2,128,light,54,600,600,True,1821,3200,700,0.83089,101.89,59.88,42.01,1.2966,34.90549,447
2,128,heavy,54,600,600,True,60131,67072,14672,16.07909,100.41,59.88,40.53,1.25093,651.68568,23
2,16,light,54,1155,1155,True,1821,1936,3388,0.78833,136.72,65.77,70.95,1.13757,55.93198,468
2,16,heavy,54,1155,1155,True,60131,60880,106540,22.96611,129.61,65.77,63.84,1.02357,1466.15665,16
2,32,light,54,1155,1155,True,1821,2080,1820,0.50094,155.43,65.77,89.66,1.43755,44.9139,500
2,32,heavy,54,1155,1155,True,60131,61824,54096,13.3746,146.37,65.77,80.6,1.29229,1077.99302,28
2,64,light,54,1155,1155,True,1821,2432,1064,0.44131,152.21,65.77,86.44,1.38592,38.14691,500
2,64,heavy,54,1155,1155,True,60131,63552,27804,10.47778,142.55,65.77,76.78,1.23104,804.48431,35
2,128,light,54,1155,1155,True,1821,3200,700,0.4377,151.06,65.77,85.29,1.36748,37.3311,500
2,128,heavy,54,1155,1155,True,60131,67072,14672,8.41011,149.59,65.77,83.82,1.34392,704.93506,44
2,16,light,54,780,780,True,1821,1936,3388,1.08674,108.33,61.08,47.25,1.12179,51.34844,342
2,16,heavy,54,780,780,True,60131,60880,106540,32.20681,102.43,61.08,41.35,0.98172,1331.75166,11
2,32,light,54,780,780,True,1821,2080,1820,0.69131,120.55,61.08,59.47,1.41192,41.11202,500
2,32,heavy,54,780,780,True,60131,61824,54096,18.85419,112.64,61.08,51.56,1.22412,972.12179,19
2,64,light,54,780,780,True,1821,2432,1064,0.63634,116.58,61.08,55.5,1.31766,35.31663,500
2,64,heavy,54,780,780,True,60131,63552,27804,15.39325,108.33,61.08,47.25,1.12179,727.33105,24
2,128,light,54,780,780,True,1821,3200,700,0.64178,114.66,61.08,53.58,1.27208,34.38655,500
2,128,heavy,54,780,780,True,60131,67072,14672,12.39866,112.43,61.08,51.35,1.21914,636.6714,30
2,16,light,54,1290,1290,True,1821,1936,3388,0.7207,164.81,72.22,92.59,1.32917,66.72984,500
2,16,heavy,54,1290,1290,True,60131,60880,106540,20.85068,157.5,72.22,85.28,1.22423,1778.14594,17
2,32,light,54,1290,1290,True,1821,2080,1820,0.46035,187.41,72.22,115.19,1.6536,53.02728,500
2,32,heavy,54,1290,1290,True,60131,61824,54096,12.19264,178.62,72.22,106.4,1.52742,1297.29739,30
2,64,light,54,1290,1290,True,1821,2432,1064,0.39949,182.17,72.22,109.95,1.57838,43.92368,500
2,64,heavy,54,1290,1290,True,60131,63552,27804,9.38849,175.68,72.22,103.46,1.48521,971.33313,39
2,128,light,54,1290,1290,True,1821,3200,700,0.39267,181.24,72.22,109.02,1.56503,42.80915,500
2,128,heavy,54,1290,1290,True,60131,67072,14672,7.52563,185.06,72.22,112.84,1.61987,849.19197,49
2,16,light,54,1245,1245,True,1821,1936,3388,0.74103,156.9,70.75,86.15,1.28142,63.84009,500
2,16,heavy,54,1245,1245,True,60131,60880,106540,21.49048,148.39,70.75,77.64,1.15484,1668.52108,17
2,32,light,54,1245,1245,True,1821,2080,1820,0.47253,178.03,70.75,107.28,1.59572,50.69278,500
2,32,heavy,54,1245,1245,True,60131,61824,54096,12.56393,168.09,70.75,97.34,1.44787,1222.9733,29
2,64,light,54,1245,1245,True,1821,2432,1064,0.41141,175.68,70.75,104.93,1.56076,43.16885,500
2,64,heavy,54,1245,1245,True,60131,63552,27804,9.72002,164.81,70.75,94.06,1.39908,914.26549,38
2,128,light,54,1245,1245,True,1821,3200,700,0.4061,173.33,70.75,102.58,1.52581,41.65821,500
2,128,heavy,54,1245,1245,True,60131,67072,14672,7.79506,173.33,70.75,102.58,1.52581,799.61771,48
2,16,light,54,930,930,True,1821,1936,3388,0.9311,117.73,62.5,55.23,1.09976,51.42463,399
2,16,heavy,54,930,930,True,60131,60880,106540,27.40559,109.8,62.5,47.3,0.94186,1296.28451,13
2,32,light,54,930,930,True,1821,2080,1820,0.59271,131.69,62.5,69.19,1.37774,41.00951,500
2,32,heavy,54,930,930,True,60131,61824,54096,16.04339,122.9,62.5,60.4,1.20271,969.0205,23
2,64,light,54,930,930,True,1821,2432,1064,0.53676,127.87,62.5,65.37,1.30167,35.08773,500
2,64,heavy,54,930,930,True,60131,63552,27804,12.93066,119.2,62.5,56.7,1.12903,733.16814,28
2,128,light,54,930,930,True,1821,3200,700,0.53968,126.12,62.5,63.62,1.26683,34.33456,500
2,128,heavy,54,930,930,True,60131,67072,14672,10.40962,124.37,62.5,61.87,1.23198,644.04335,35
