pas,block_m,part,sms,clock,clock_med,held,real_rows,padded_rows,tiles,ms,power_w,idle_w,p_dyn_w,kappa_mw_per_mhz_per_sm,e_dyn_mj,replays
0,128,light,54,1200,1200,True,6018,8448,1848,1.04604,172.78,67.52,105.26,1.62438,110.10634,356
0,128,heavy,54,1200,1200,True,55934,61824,13524,7.4585,172.46,67.52,104.94,1.61944,782.69546,50
0,128,light,54,1065,1065,True,6018,8448,1848,1.17953,144.89,63.1,81.79,1.42219,96.47411,316
0,128,heavy,54,1065,1065,True,55934,61824,13524,8.40567,142.82,63.1,79.72,1.38619,670.09962,44
0,128,light,54,1290,1290,True,6018,8448,1848,0.97528,197.4,72.22,125.18,1.79701,122.08507,380
0,128,heavy,54,1290,1290,True,55934,61824,13524,6.94183,198.57,72.22,126.35,1.81381,877.10082,53
0,128,light,54,1035,1035,True,6018,8448,1848,1.2082,142.82,62.83,79.99,1.4312,96.64389,308
0,128,heavy,54,1035,1035,True,55934,61824,13524,8.6374,139.33,62.83,76.5,1.36876,660.76146,43
0,128,light,54,870,870,True,6018,8448,1848,1.43317,129.34,61.62,67.72,1.44146,97.05443,260
0,128,heavy,54,870,870,True,55934,61824,13524,10.25576,126.4,61.62,64.78,1.37888,664.36807,36
0,128,light,54,1110,1110,True,6018,8448,1848,1.13114,153.68,64.57,89.11,1.48665,100.79598,329
0,128,heavy,54,1110,1110,True,55934,61824,13524,8.07608,150.74,64.57,86.17,1.4376,695.91544,46
0,128,light,54,1245,1245,True,6018,8448,1848,1.00782,188.61,70.14,118.47,1.76216,119.39619,369
0,128,heavy,54,1245,1245,True,55934,61824,13524,7.19166,187.41,70.14,117.27,1.74431,843.36547,52
0,128,light,54,1155,1155,True,6018,8448,1848,1.08753,163.4,66.05,97.35,1.56085,105.87069,342
0,128,heavy,54,1155,1155,True,55934,61824,13524,7.76283,160.45,66.05,94.4,1.51355,732.81145,48
0,128,light,54,690,690,True,6018,8448,1848,1.8042,114.51,60.47,54.04,1.45035,97.49887,206
0,128,heavy,54,690,690,True,55934,61824,13524,12.92277,112.04,60.47,51.57,1.38406,666.42704,28
0,128,light,54,780,780,True,6018,8448,1848,1.59793,121.7,60.75,60.95,1.44706,97.39402,233
0,128,heavy,54,780,780,True,55934,61824,13524,11.43882,119.08,60.75,58.33,1.38485,667.22618,32
0,128,light,54,600,600,True,6018,8448,1848,2.06865,107.35,59.6,47.75,1.47377,98.77804,180
0,128,heavy,54,600,600,True,55934,61824,13524,14.83099,104.78,59.6,45.18,1.39444,670.06434,25
0,128,light,54,930,930,True,6018,8448,1848,1.34205,134.03,61.95,72.08,1.43528,96.73485,276
0,128,heavy,54,930,930,True,55934,61824,13524,9.60089,131.41,61.95,69.46,1.38311,666.87803,39
0,128,light,54,990,990,True,6018,8448,1848,1.26218,139.0,62.23,76.77,1.43603,96.89755,295
0,128,heavy,54,990,990,True,55934,61824,13524,9.02836,135.5,62.23,73.27,1.37056,661.50766,41
1,128,light,54,990,990,True,6018,8448,1848,1.26216,138.73,62.23,76.5,1.43098,96.55552,295
1,128,heavy,54,990,990,True,55934,61824,13524,9.02718,135.78,62.23,73.55,1.37579,663.94921,41
1,128,light,54,870,870,True,6018,8448,1848,1.43317,129.34,61.62,67.72,1.44146,97.05448,260
1,128,heavy,54,870,870,True,55934,61824,13524,10.25587,126.4,61.62,64.78,1.37888,664.37557,36
1,128,light,54,690,690,True,6018,8448,1848,1.80415,114.23,60.15,54.08,1.45142,97.56827,206
1,128,heavy,54,690,690,True,55934,61824,13524,12.92293,111.77,60.15,51.62,1.3854,667.08175,28
1,128,light,54,780,780,True,6018,8448,1848,1.59799,121.43,60.75,60.68,1.44065,96.96607,233
1,128,heavy,54,780,780,True,55934,61824,13524,11.43893,118.81,60.75,58.06,1.37844,664.14419,32
1,128,light,54,600,600,True,6018,8448,1848,2.06868,107.02,59.6,47.42,1.46358,98.09684,179
1,128,heavy,54,600,600,True,55934,61824,13524,14.83068,104.67,59.6,45.07,1.39105,668.41874,25
1,128,light,54,1065,1065,True,6018,8448,1848,1.18125,144.89,63.1,81.79,1.42219,96.6142,317
1,128,heavy,54,1065,1065,True,55934,61824,13524,8.39757,143.42,63.1,80.32,1.39663,674.49258,44
1,128,light,54,1155,1155,True,6018,8448,1848,1.08746,162.93,66.05,96.88,1.55331,105.35297,343
1,128,heavy,54,1155,1155,True,55934,61824,13524,7.76256,160.45,66.05,94.4,1.51355,732.78531,48
1,128,light,54,1035,1035,True,6018,8448,1848,1.20825,142.82,62.83,79.99,1.4312,96.64792,308
1,128,heavy,54,1035,1035,True,55934,61824,13524,8.63752,139.6,62.83,76.77,1.37359,663.10207,43
1,128,light,54,1290,1290,True,6018,8448,1848,0.97318,200.34,72.22,128.12,1.83922,124.6837,383
1,128,heavy,54,1290,1290,True,55934,61824,13524,6.94203,199.14,72.22,126.92,1.82199,881.0825,53
1,128,light,54,930,930,True,6018,8448,1848,1.34206,134.64,62.23,72.41,1.44186,97.17851,277
1,128,heavy,54,930,930,True,55934,61824,13524,9.60069,131.41,62.23,69.18,1.37754,664.1754,39
1,128,light,54,1245,1245,True,6018,8448,1848,1.00785,188.88,70.75,118.13,1.7571,119.05691,369
1,128,heavy,54,1245,1245,True,55934,61824,13524,7.19161,186.54,70.75,115.79,1.7223,832.71638,52
1,128,light,54,1200,1200,True,6018,8448,1848,1.04462,175.68,68.4,107.28,1.65556,112.06658,356
1,128,heavy,54,1200,1200,True,55934,61824,13524,7.45855,173.93,68.4,105.53,1.62855,787.10075,50
1,128,light,54,1110,1110,True,6018,8448,1848,1.1311,154.28,64.85,89.43,1.49199,101.15388,329
1,128,heavy,54,1110,1110,True,55934,61824,13524,8.07491,151.34,64.85,86.49,1.44294,698.39858,46
2,128,light,54,1035,1035,True,6018,8448,1848,1.20823,143.15,63.1,80.05,1.43228,96.71857,308
2,128,heavy,54,1035,1035,True,55934,61824,13524,8.6373,139.6,63.1,76.5,1.36876,660.75372,43
2,128,light,54,1065,1065,True,6018,8448,1848,1.18084,145.5,63.7,81.8,1.42236,96.59262,317
2,128,heavy,54,1065,1065,True,55934,61824,13524,8.4084,143.42,63.7,79.72,1.38619,670.31755,44
2,128,light,54,690,690,True,6018,8448,1848,1.80412,114.39,60.47,53.92,1.44713,97.27812,206
2,128,heavy,54,690,690,True,55934,61824,13524,12.92295,111.88,60.47,51.41,1.37976,664.36903,28
2,128,light,54,1200,1200,True,6018,8448,1848,1.04467,175.68,68.4,107.28,1.65556,112.07182,356
2,128,heavy,54,1200,1200,True,55934,61824,13524,7.45855,173.33,68.4,104.93,1.61929,782.6255,50
2,128,light,54,990,990,True,6018,8448,1848,1.26219,139.0,62.83,76.17,1.4248,96.14106,295
2,128,heavy,54,990,990,True,55934,61824,13524,9.02726,136.11,62.83,73.28,1.37074,661.51773,41
2,128,light,54,870,870,True,6018,8448,1848,1.43317,129.61,61.95,67.66,1.44019,96.96813,260
2,128,heavy,54,870,870,True,55934,61824,13524,10.25581,126.72,61.95,64.77,1.37867,664.26894,36
2,128,light,54,1110,1110,True,6018,8448,1848,1.13113,154.01,64.57,89.44,1.49216,101.16833,329
2,128,heavy,54,1110,1110,True,55934,61824,13524,8.07471,151.06,64.57,86.49,1.44294,698.38132,46
2,128,light,54,600,600,True,6018,8448,1848,2.06864,107.35,59.88,47.47,1.46512,98.1983,180
2,128,heavy,54,600,600,True,55934,61824,13524,14.83045,105.11,59.88,45.23,1.39599,670.7813,25
2,128,light,54,1155,1155,True,6018,8448,1848,1.08752,163.4,65.77,97.63,1.56534,106.17443,342
2,128,heavy,54,1155,1155,True,55934,61824,13524,7.76218,160.12,65.77,94.35,1.51275,732.36204,48
