ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
4,1410,0,0,0,comm_only,0,0,0,128,3.18139,820,1410,True,504.7,126.18,100,4
4,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.58655,4862,1245,False,1601.7,400.42,112,4
4,1200,0,0,0,comm_only,0,0,0,128,3.65371,713,1200,True,422.1,105.52,100,4
4,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63441,4136,1200,True,1289.2,322.3,100,4
4,900,0,0,0,comm_only,0,0,0,128,4.67654,556,900,True,374.3,93.57,99,4
4,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.83322,3171,900,True,874.2,218.55,101,4
4,705,0,0,0,comm_only,0,0,0,128,5.85108,446,705,True,359.2,89.81,100,4
4,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.05452,2494,705,True,734.1,183.51,101,4
4,510,0,0,0,comm_only,0,0,0,128,7.65469,340,510,True,348.1,87.01,99,4
4,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.44213,1821,510,True,598.0,149.5,101,4
4,300,0,0,0,comm_only,0,0,0,128,12.56384,207,300,True,336.0,84.0,99,4
4,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.41903,1079,300,True,455.8,113.94,100,4
