ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
4,1410,0,0,0,comm_only,0,0,0,128,3.19514,808,1410,True,506.0,126.51,98,4
4,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.58675,4770,1215,False,1610.5,402.63,109,4
4,1200,0,0,0,comm_only,0,0,0,128,3.66806,711,1200,True,422.5,105.64,100,4
4,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63405,4162,1200,True,1285.4,321.35,101,4
4,900,0,0,0,comm_only,0,0,0,128,4.67677,558,900,True,375.0,93.75,100,4
4,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.8335,3173,900,True,869.2,217.31,102,4
4,705,0,0,0,comm_only,0,0,0,128,5.86535,447,705,True,360.1,90.02,101,4
4,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.05444,2497,705,True,730.0,182.51,101,4
4,510,0,0,0,comm_only,0,0,0,128,7.66987,339,510,True,348.0,87.0,100,4
4,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.44223,1813,510,True,595.3,148.83,100,4
4,300,0,0,0,comm_only,0,0,0,128,12.57145,207,300,True,336.3,84.08,100,4
4,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.41866,1082,300,True,455.2,113.79,101,4
