ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
4,1410,0,0,0,comm_only,0,0,0,128,3.18339,811,1410,True,506.2,126.55,98,4
4,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.5865,4847,1185,False,1597.3,399.33,112,4
4,1200,0,0,0,comm_only,0,0,0,128,3.65587,712,1200,True,422.6,105.66,99,4
4,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63352,4170,1200,True,1292.1,323.03,102,4
4,900,0,0,0,comm_only,0,0,0,128,4.67604,554,900,True,375.5,93.87,99,4
4,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.8331,3180,900,True,873.4,218.35,102,4
4,705,0,0,0,comm_only,0,0,0,128,5.83475,448,705,True,360.9,90.23,100,4
4,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.05385,2499,705,True,735.0,183.74,101,4
4,510,0,0,0,comm_only,0,0,0,128,7.66438,341,510,True,348.6,87.15,100,4
4,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.4415,1821,510,True,599.4,149.85,101,4
4,300,0,0,0,comm_only,0,0,0,128,12.56437,207,300,True,336.3,84.08,100,4
4,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.41846,1080,300,True,455.7,113.91,100,4
