ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
8,1410,0,0,0,comm_only,0,0,0,128,1.78609,1485,1410,True,570.5,142.62,102,4
8,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.58662,4858,1230,False,1589.9,397.49,112,4
8,1200,0,0,0,comm_only,0,0,0,128,2.02274,1306,1200,True,470.2,117.55,102,4
8,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63294,4166,1200,True,1294.7,323.67,101,4
8,900,0,0,0,comm_only,0,0,0,128,2.55403,1036,900,True,411.0,102.76,102,4
8,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.83288,3174,900,True,875.5,218.88,102,4
8,705,0,0,0,comm_only,0,0,0,128,3.14625,828,705,True,390.5,97.61,100,4
8,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.05302,2503,705,True,734.0,183.51,101,4
8,510,0,0,0,comm_only,0,0,0,128,4.03791,652,510,True,374.9,93.72,101,4
8,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.44136,1821,510,True,598.6,149.65,101,4
8,300,0,0,0,comm_only,0,0,0,128,6.39515,408,300,True,355.3,88.83,100,4
8,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.41891,1081,300,True,455.5,113.86,100,4
