ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
8,1410,0,0,0,comm_only,0,0,0,128,1.79267,1475,1410,True,569.6,142.41,101,4
8,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.58775,4845,1185,False,1599.5,399.87,112,4
8,1200,0,0,0,comm_only,0,0,0,128,2.02163,1299,1200,True,471.2,117.8,101,4
8,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63394,4165,1200,True,1295.1,323.76,101,4
8,900,0,0,0,comm_only,0,0,0,128,2.55372,1029,900,True,411.0,102.76,101,4
8,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.83339,3171,900,True,875.8,218.95,101,4
8,705,0,0,0,comm_only,0,0,0,128,3.14189,831,705,True,390.1,97.54,100,4
8,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.0538,2505,705,True,734.4,183.6,101,4
8,510,0,0,0,comm_only,0,0,0,128,4.04081,652,510,True,374.0,93.49,101,4
8,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.44208,1823,510,True,600.1,150.02,101,4
8,300,0,0,0,comm_only,0,0,0,128,6.39136,408,300,True,355.1,88.77,100,4
8,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.41925,1080,300,True,456.1,114.03,100,4
