ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
8,1410,0,0,0,comm_only,0,0,0,128,1.8035,1457,1410,True,567.2,141.81,100,4
8,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.58596,4830,1200,False,1596.3,399.07,111,4
8,1200,0,0,0,comm_only,0,0,0,128,2.02393,1308,1200,True,470.5,117.63,102,4
8,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63308,4154,1200,True,1292.4,323.1,101,4
8,900,0,0,0,comm_only,0,0,0,128,2.56494,1030,900,True,409.9,102.48,101,4
8,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.83236,3176,900,True,869.6,217.41,102,4
8,705,0,0,0,comm_only,0,0,0,128,3.16239,824,705,True,389.0,97.25,100,4
8,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.05303,2503,705,True,730.0,182.5,101,4
8,510,0,0,0,comm_only,0,0,0,128,4.05911,652,510,True,372.6,93.16,102,4
8,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.43937,1824,510,True,597.0,149.25,100,4
8,300,0,0,0,comm_only,0,0,0,128,6.40082,408,300,True,354.9,88.72,100,4
8,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.41808,1082,300,True,456.0,114.0,101,4
