ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
8,1410,0,0,0,comm_only,0,0,0,128,1.79801,1480,1410,True,569.3,142.32,102,4
8,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.58738,4734,1230,False,1603.4,400.85,108,4
8,1200,0,0,0,comm_only,0,0,0,128,2.03445,1293,1200,True,469.5,117.39,101,4
8,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63359,4152,1200,True,1289.1,322.28,101,4
8,900,0,0,0,comm_only,0,0,0,128,2.56832,1036,900,True,409.8,102.46,103,4
8,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.8362,3158,900,True,869.8,217.45,101,4
8,705,0,0,0,comm_only,0,0,0,128,3.16926,822,705,True,389.6,97.41,100,4
8,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.05425,2502,705,True,735.3,183.83,101,4
8,510,0,0,0,comm_only,0,0,0,128,4.0605,650,510,True,373.2,93.3,101,4
8,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.44141,1818,510,True,598.5,149.64,101,4
8,300,0,0,0,comm_only,0,0,0,128,6.40962,408,300,True,354.8,88.69,100,4
8,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.421,1080,300,True,455.7,113.92,100,4
