ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
8,1410,0,0,0,comm_only,0,0,0,128,1.80379,1472,1410,True,566.6,141.66,102,4
8,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.58671,4847,1230,False,1605.0,401.25,111,4
8,1200,0,0,0,comm_only,0,0,0,128,2.03888,1303,1200,True,468.1,117.03,102,4
8,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63327,4169,1200,True,1289.1,322.28,101,4
8,900,0,0,0,comm_only,0,0,0,128,2.56081,1033,900,True,412.0,102.99,102,4
8,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.83318,3177,900,True,871.6,217.9,102,4
8,705,0,0,0,comm_only,0,0,0,128,3.1716,816,705,True,389.5,97.39,99,4
8,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.0542,2501,705,True,730.6,182.66,101,4
8,510,0,0,0,comm_only,0,0,0,128,4.06106,653,510,True,372.5,93.12,102,4
8,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.44178,1810,510,True,597.2,149.3,100,4
8,300,0,0,0,comm_only,0,0,0,128,6.40528,408,300,True,354.8,88.7,100,4
8,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.41825,1082,300,True,456.2,114.06,100,4
