m,n,k,freq_mhz,sm_count,gflop,latency_ms,power_w,energy_mj,gflops,throttled
8192,8192,8192,900,27,1099.512,24.196266174316406,101.94936363636366,2.467,45441.4,False
8192,8192,8192,900,54,1099.512,11.690155029296875,131.17749999999998,1.533,94054.5,False
8192,8192,8192,900,81,1099.512,8.007509231567383,121.05099999999999,0.969,137310.1,False
8192,8192,8192,900,108,1099.512,5.867178599039714,219.79479999999998,1.29,187400.4,False
8192,8192,8192,1200,14,1099.512,39.23336537679037,98.32754545454546,3.858,28024.9,False
8192,8192,8192,1200,27,1099.512,18.148863474527996,137.7222,2.5,60582.9,False
8192,8192,8192,1200,54,1099.512,8.776533126831055,195.04180000000002,1.712,125278.6,False
8192,8192,8192,1200,81,1099.512,6.011221567789714,264.61289999999997,1.591,182909.8,False
8192,8192,8192,1200,108,1099.512,4.412927945454915,291.1873,1.285,249156.9,False
8192,8192,8192,1410,14,1099.512,33.42711385091146,137.2873636363636,4.589,32892.8,False
8192,8192,8192,1410,27,1099.512,15.459157307942709,210.0788181818182,3.248,71123.6,False
8192,8192,8192,1410,54,1099.512,7.478613535563151,318.5458,2.382,147020.8,False
8192,8192,8192,1410,81,1099.512,5.133141199747722,368.1755,1.89,214198.6,False
8192,8192,8192,1410,108,1099.512,3.7626880009969077,401.0548,1.509,292214.4,False
8192,16384,16384,300,14,4398.047,632.4589029947916,58.78192105263158,37.177,6953.9,False
8192,16384,16384,300,27,4398.047,287.927978515625,69.96555555555555,20.145,15274.8,False
8192,16384,16384,300,54,4398.047,138.2301025390625,81.53525,11.271,31816.9,False
8192,16384,16384,300,81,4398.047,94.5662333170573,93.87481818181818,8.877,46507.6,False
8192,16384,16384,300,108,4398.047,69.17051696777344,106.68818181818183,7.38,63582.7,False
8192,16384,16384,510,14,4398.047,371.9727783203125,65.23926086956523,24.267,11823.6,False
8192,16384,16384,510,27,4398.047,169.39775594075522,82.70936363636363,14.011,25962.8,False
8192,16384,16384,510,54,4398.047,81.32778422037761,102.23545454545456,8.315,54078.0,False
8192,16384,16384,510,81,4398.047,55.65337626139323,121.5340909090909,6.764,79025.7,False
8192,16384,16384,510,108,4398.047,40.70451100667318,141.37727272727273,5.755,108048.1,False
8192,16384,16384,705,14,4398.047,269.0952555338542,71.91629411764706,19.352,16343.8,False
8192,16384,16384,705,27,4398.047,122.57143147786458,94.99783333333335,11.644,35881.5,False
8192,16384,16384,705,54,4398.047,58.8385264078776,122.15869999999998,7.188,74747.7,False
8192,16384,16384,705,81,4398.047,40.27118937174479,147.0054545454545,5.92,109210.7,False
8192,16384,16384,705,108,4398.047,29.458773295084637,180.53436363636365,5.318,149295.0,False
8192,16384,16384,900,14,4398.047,210.7926228841146,78.15661538461539,16.475,20864.3,False
8192,16384,16384,900,27,4398.047,96.05086263020833,107.73781818181818,10.348,45788.7,False
8192,16384,16384,900,54,4398.047,46.10252888997396,141.77818181818182,6.536,95397.1,False
8192,16384,16384,900,81,4398.047,31.550804138183594,175.27572727272727,5.53,139395.7,False
8192,16384,16384,900,108,4398.047,23.07481638590495,218.65545454545455,5.045,190599.4,False
8192,16384,16384,1200,14,4398.047,158.12488810221353,101.83541666666667,16.103,27813.8,False
8192,16384,16384,1200,27,4398.047,71.9095458984375,152.15009090909092,10.941,61160.8,False
8192,16384,16384,1200,54,4398.047,34.579968770345054,212.47145454545452,7.347,127184.8,False
8192,16384,16384,1200,81,4398.047,23.67163848876953,268.556,6.357,185793.9,False
8192,16384,16384,1200,108,4398.047,17.32693354288737,349.3404545454545,6.053,253827.2,False
8192,16384,16384,1410,14,4398.047,134.66828409830728,143.5901818181818,19.337,32658.4,False
8192,16384,16384,1410,27,4398.047,61.34971618652344,224.40663636363635,13.767,71688.1,False
8192,16384,16384,1410,54,4398.047,29.45416514078776,319.17781818181817,9.401,149318.3,False
8192,16384,16384,1410,81,4398.047,20.39347203572591,396.9735454545455,8.096,215659.5,False
8192,16384,16384,1410,108,4398.047,16.055296579996746,408.6865454545454,6.562,273931.2,False
