clock_req_mhz,t_since_heat_s,temp_c,power_w,clock_sm,throttle
1200,18.11,38,69.904,1200,0
1200,18.16,38,69.904,1200,0
1200,18.21,38,69.904,1200,0
1200,18.26,38,69.832,1200,0
1200,18.31,38,69.832,1200,0
1200,18.36,38,69.904,1200,0
1200,18.41,38,69.904,1200,0
1200,18.46,38,69.904,1200,0
1200,18.51,38,69.904,1200,0
1200,18.56,38,69.631,1200,0
1200,18.61,38,69.631,1200,0
1200,18.66,38,69.832,1200,0
1200,18.71,38,69.832,1200,0
1200,18.76,38,69.631,1200,0
1200,18.81,38,69.631,1200,0
1200,18.86,38,69.904,1200,0
1200,18.91,38,69.904,1200,0
1200,18.96,38,69.832,1200,0
1200,19.01,38,69.832,1200,0
1200,19.06,38,69.832,1200,0
1200,19.11,38,69.832,1200,0
1200,19.17,38,69.832,1200,0
1200,19.22,38,69.832,1200,0
1200,19.27,38,69.832,1200,0
1200,19.32,38,69.832,1200,0
1200,19.37,38,69.559,1200,0
1200,19.42,38,69.559,1200,0
1200,19.47,38,69.832,1200,0
1200,19.52,38,69.832,1200,0
1200,19.57,38,69.559,1200,0
1200,19.62,38,69.559,1200,0
1200,19.67,38,69.832,1200,0
1200,19.72,38,69.832,1200,0
1200,19.77,38,69.559,1200,0
1200,19.82,38,69.559,1200,0
1200,19.87,38,69.631,1200,0
1200,19.92,38,69.631,1200,0
1200,19.97,38,69.631,1200,0
1200,20.02,38,69.631,1200,0
1200,20.07,38,69.904,1200,0
1200,20.12,38,69.904,1200,0
1200,20.17,38,69.559,1200,0
1200,20.22,38,69.631,1200,0
1200,20.27,38,69.631,1200,0
1200,20.32,38,69.559,1200,0
1200,20.37,38,69.559,1200,0
1200,20.42,38,69.832,1200,0
1200,20.47,38,69.832,1200,0
1200,20.52,38,69.631,1200,0
1200,20.57,38,69.631,1200,0
1200,20.62,38,69.832,1200,0
1200,20.67,38,69.832,1200,0
1200,20.72,38,69.559,1200,0
1200,20.77,38,69.559,1200,0
1200,20.82,38,69.832,1200,0
1200,20.87,38,69.832,1200,0
1200,20.92,38,69.559,1200,0
1200,20.97,38,69.559,1200,0
1200,21.02,38,69.904,1200,0
1200,21.08,38,69.904,1200,0
1200,21.13,38,69.631,1200,0
1200,21.18,38,69.631,1200,0
1200,21.23,38,69.559,1200,0
1200,21.28,38,69.559,1200,0
1200,21.33,38,69.559,1200,0
1200,21.38,38,69.559,1200,0
1200,21.43,38,69.559,1200,0
1200,21.48,38,69.559,1200,0
1200,21.53,38,69.631,1200,0
1200,21.58,38,69.631,1200,0
1200,21.63,37,69.559,1200,0
1200,21.68,37,69.559,1200,0
1200,21.73,37,69.559,1200,0
1200,21.78,37,69.559,1200,0
1200,21.83,37,69.631,1200,0
1200,21.88,37,69.631,1200,0
1200,21.93,37,69.631,1200,0
1200,21.98,37,69.631,1200,0
1200,22.03,37,69.559,1200,0
1200,22.08,37,69.559,1200,0
1200,22.13,37,69.559,1200,0
1200,22.18,37,69.559,1200,0
1200,22.23,37,69.559,1200,0
1200,22.28,37,69.559,1200,0
1200,22.33,37,69.631,1200,0
1200,22.38,37,69.631,1200,0
1200,22.43,37,69.559,1200,0
1200,22.48,37,69.559,1200,0
1200,22.53,37,69.559,1200,0
1200,22.58,37,69.559,1200,0
1200,22.63,37,69.559,1200,0
1200,22.68,37,69.559,1200,0
1200,22.73,37,69.559,1200,0
1200,22.78,37,69.559,1200,0
1200,22.84,37,69.559,1200,0
1200,22.89,37,69.559,1200,0
1200,22.94,37,69.559,1200,0
1200,22.99,37,69.559,1200,0
1200,23.04,37,69.631,1200,0
1200,23.09,37,69.631,1200,0
1200,23.14,37,69.559,1200,0
1200,23.19,37,69.559,1200,0
1200,23.24,37,69.559,1200,0
1200,23.29,37,69.559,1200,0
1200,23.34,37,69.559,1200,0
1200,23.39,37,69.559,1200,0
1200,23.44,37,69.559,1200,0
1200,23.49,37,69.559,1200,0
1200,23.54,37,69.559,1200,0
1200,23.59,37,69.559,1200,0
1200,23.64,37,69.559,1200,0
1200,23.69,37,69.559,1200,0
1200,23.74,37,69.559,1200,0
1200,23.79,37,69.559,1200,0
1200,23.84,37,69.631,1200,0
1200,23.89,37,69.631,1200,0
1200,23.94,37,69.631,1200,0
1200,23.99,37,69.631,1200,0
1200,24.04,37,69.559,1200,0
1200,24.09,37,69.559,1200,0
1200,24.14,37,69.559,1200,0
1200,24.19,37,69.559,1200,0
1200,24.24,37,69.559,1200,0
1200,24.29,37,69.559,1200,0
1200,24.34,37,69.559,1200,0
1200,24.39,37,69.559,1200,0
1200,24.44,37,69.559,1200,0
1200,24.49,37,69.559,1200,0
1200,24.54,37,69.631,1200,0
1200,24.6,37,69.631,1200,0
1200,24.65,37,69.559,1200,0
1200,24.7,37,69.559,1200,0
1200,24.75,37,69.559,1200,0
1200,24.8,37,69.559,1200,0
1200,24.85,37,69.631,1200,0
1200,24.9,37,69.631,1200,0
1200,24.95,37,69.631,1200,0
1200,25.0,37,69.631,1200,0
1200,25.05,37,69.559,1200,0
1200,25.1,37,69.559,1200,0
1200,25.15,37,69.559,1200,0
1200,25.2,37,69.559,1200,0
1200,25.25,37,69.631,1200,0
1200,25.3,37,69.631,1200,0
1200,25.35,37,69.631,1200,0
1200,25.4,37,69.631,1200,0
1200,25.45,37,69.631,1200,0
1200,25.5,37,69.631,1200,0
1200,25.55,37,69.559,1200,0
1200,25.6,37,69.559,1200,0
1200,25.65,37,69.631,1200,0
1200,25.7,37,69.631,1200,0
1200,25.75,37,69.559,1200,0
1200,25.8,37,69.559,1200,0
1200,25.85,37,69.559,1200,0
1200,25.9,37,69.559,1200,0
1200,25.95,37,69.559,1200,0
1200,26.0,37,69.559,1200,0
1200,26.05,37,69.358,1200,0
1200,26.1,37,69.358,1200,0
1200,26.15,37,69.631,1200,0
1200,26.21,37,69.631,1200,0
1200,26.26,37,69.559,1200,0
1200,26.31,37,69.559,1200,0
1200,26.36,37,69.559,1200,0
1200,26.41,37,69.559,1200,0
1200,26.46,37,69.559,1200,0
1200,26.51,37,69.559,1200,0
1200,26.56,37,69.559,1200,0
1200,26.61,37,69.559,1200,0
1200,26.66,37,69.358,1200,0
1200,26.71,37,69.358,1200,0
1200,26.76,37,69.631,1200,0
1200,26.81,37,69.631,1200,0
1200,26.86,37,69.631,1200,0
1200,26.91,37,69.631,1200,0
1200,26.96,37,69.358,1200,0
1200,27.01,37,69.358,1200,0
1200,27.06,37,69.286,1200,0
1200,27.11,37,69.286,1200,0
1200,27.16,37,69.286,1200,0
1200,27.21,37,69.286,1200,0
1200,27.26,37,69.286,1200,0
1200,27.31,37,69.286,1200,0
1200,27.36,37,69.286,1200,0
1200,27.41,37,69.286,1200,0
1200,27.46,37,69.286,1200,0
1200,27.51,37,69.286,1200,0
1200,27.56,37,69.358,1200,0
1200,27.61,37,69.358,1200,0
1200,27.66,37,69.631,1200,0
1200,27.71,37,69.631,1200,0
1200,27.76,37,69.559,1200,0
1200,27.81,37,69.559,1200,0
1200,27.86,37,69.286,1200,0
1200,27.92,37,69.286,1200,0
1200,27.97,37,69.358,1200,0
1200,28.02,37,69.358,1200,0
1200,28.07,37,69.286,1200,0
1200,28.12,37,69.286,1200,0
1200,28.17,37,69.559,1200,0
1200,28.22,37,69.559,1200,0
1200,28.27,37,69.358,1200,0
1200,28.32,37,69.358,1200,0
1200,28.37,37,69.559,1200,0
1200,28.42,37,69.559,1200,0
1200,28.47,37,69.358,1200,0
1200,28.52,37,69.358,1200,0
1200,28.57,37,69.286,1200,0
1200,28.62,37,69.286,1200,0
1200,28.67,37,69.286,1200,0
1200,28.72,37,69.286,1200,0
1200,28.77,37,69.358,1200,0
1200,28.82,37,69.358,1200,0
1200,28.87,37,69.286,1200,0
1200,28.92,37,69.631,1200,0
1200,28.97,37,69.631,1200,0
1200,29.02,37,69.358,1200,0
1200,29.07,37,69.358,1200,0
1200,29.12,37,69.358,1200,0
1200,29.18,37,69.358,1200,0
1200,29.23,37,69.358,1200,0
1200,29.28,37,69.358,1200,0
1200,29.33,37,69.358,1200,0
1200,29.38,37,69.358,1200,0
1200,29.43,37,69.286,1200,0
1200,29.48,37,69.286,1200,0
1200,29.53,37,69.286,1200,0
1200,29.58,37,69.286,1200,0
1200,29.63,37,69.286,1200,0
1200,29.68,37,69.286,1200,0
1200,29.73,37,69.358,1200,0
1200,29.78,37,69.358,1200,0
1200,29.83,37,69.286,1200,0
1200,29.88,37,69.286,1200,0
1200,29.93,37,69.286,1200,0
1200,29.98,37,69.286,1200,0
1200,30.03,37,69.286,1200,0
1200,30.08,37,69.286,1200,0
1200,30.13,37,69.358,1200,0
1200,30.18,37,69.358,1200,0
1200,30.23,37,69.358,1200,0
1200,30.28,37,69.358,1200,0
1200,30.33,37,69.358,1200,0
1200,30.38,37,69.358,1200,0
1200,30.43,37,69.358,1200,0
1200,30.48,37,69.358,1200,0
1200,30.53,37,69.286,1200,0
1200,30.58,37,69.286,1200,0
1200,30.63,37,69.286,1200,0
1200,30.68,37,69.286,1200,0
1200,30.73,37,69.286,1200,0
1200,30.78,37,69.286,1200,0
1200,30.83,37,69.358,1200,0
1200,30.88,37,69.358,1200,0
1200,30.93,37,69.358,1200,0
1200,30.99,37,69.358,1200,0
1200,31.04,37,69.286,1200,0
1200,31.09,37,69.286,1200,0
1200,31.14,37,69.358,1200,0
1200,31.19,37,69.358,1200,0
1200,31.24,37,69.286,1200,0
1200,31.29,37,69.286,1200,0
1200,31.34,37,69.358,1200,0
1200,31.39,37,69.358,1200,0
1200,31.44,37,69.286,1200,0
1200,31.49,37,69.286,1200,0
1200,31.54,37,69.286,1200,0
1200,31.59,37,69.286,1200,0
1200,31.64,36,69.286,1200,0
1200,31.69,36,69.286,1200,0
1200,31.74,36,69.358,1200,0
1200,31.79,36,69.358,1200,0
1200,31.84,36,69.358,1200,0
1200,31.89,36,69.358,1200,0
1200,31.94,36,69.286,1200,0
1200,31.99,36,69.286,1200,0
1200,32.04,36,69.286,1200,0
1200,32.09,36,69.286,1200,0
1200,32.14,36,69.286,1200,0
1200,32.19,36,69.286,1200,0
1200,32.24,36,69.358,1200,0
1200,32.29,36,69.358,1200,0
1200,32.34,36,69.358,1200,0
1200,32.39,36,69.358,1200,0
1200,32.44,36,69.286,1200,0
1200,32.49,36,69.286,1200,0
1200,32.54,36,69.358,1200,0
1200,32.59,36,69.358,1200,0
1200,32.64,36,69.358,1200,0
1200,32.69,36,69.358,1200,0
1200,32.74,36,69.286,1200,0
1200,32.79,36,69.286,1200,0
1200,32.85,36,69.358,1200,0
1200,32.9,36,69.358,1200,0
1200,32.95,36,69.358,1200,0
1200,33.0,36,69.358,1200,0
1200,33.05,36,69.286,1200,0
1200,33.1,36,69.286,1200,0
1200,33.15,36,69.286,1200,0
1200,33.2,36,69.286,1200,0
1200,33.25,36,69.286,1200,0
1200,33.3,36,69.286,1200,0
1200,33.35,36,69.286,1200,0
1200,33.4,36,69.286,1200,0
1200,33.45,36,69.358,1200,0
1200,33.5,36,69.358,1200,0
1200,33.55,36,69.022,1200,0
1200,33.6,36,69.022,1200,0
1200,33.65,36,69.358,1200,0
1200,33.7,36,69.358,1200,0
1200,33.75,36,69.358,1200,0
1200,33.8,36,69.358,1200,0
1200,33.85,36,69.358,1200,0
1200,33.9,36,69.358,1200,0
1200,33.95,36,69.358,1200,0
1200,34.0,36,69.358,1200,0
1200,34.05,36,69.358,1200,0
1200,34.1,36,69.358,1200,0
1200,34.15,36,69.022,1200,0
1200,34.2,36,69.022,1200,0
1200,34.25,36,69.286,1200,0
1200,34.3,36,69.286,1200,0
1200,34.35,36,69.358,1200,0
1200,34.4,36,69.358,1200,0
1200,34.45,36,69.358,1200,0
1200,34.5,36,69.358,1200,0
1200,34.55,36,69.286,1200,0
1200,34.6,36,69.286,1200,0
1200,34.66,36,69.286,1200,0
1200,34.71,36,69.286,1200,0
1200,34.76,36,69.286,1200,0
1200,34.81,36,69.286,1200,0
1200,34.86,36,69.358,1200,0
1200,34.91,36,69.358,1200,0
1200,34.96,36,69.286,1200,0
1200,35.01,36,69.286,1200,0
1200,35.06,36,69.286,1200,0
1200,35.11,36,69.286,1200,0
1200,35.16,36,69.286,1200,0
1200,35.21,36,69.286,1200,0
1200,35.26,36,68.951,1200,0
1200,35.31,36,68.951,1200,0
1200,35.36,36,69.358,1200,0
1200,35.41,36,69.358,1200,0
1200,35.46,36,68.951,1200,0
1200,35.51,36,68.951,1200,0
1200,35.56,36,69.358,1200,0
1200,35.61,36,69.358,1200,0
1200,35.66,36,69.286,1200,0
1200,35.71,36,69.286,1200,0
1200,35.76,36,69.286,1200,0
1200,35.81,36,69.286,1200,0
1200,35.86,36,69.286,1200,0
1200,35.91,36,69.286,1200,0
1200,35.96,36,69.286,1200,0
1200,36.01,36,69.286,1200,0
1200,36.06,36,68.951,1200,0
1200,36.11,36,68.951,1200,0
1200,36.16,36,68.951,1200,0
1200,36.21,36,69.286,1200,0
1200,36.26,36,69.286,1200,0
1200,36.31,36,69.286,1200,0
1200,36.36,36,69.358,1200,0
1200,36.42,36,69.358,1200,0
1200,36.47,36,68.951,1200,0
1200,36.52,36,68.951,1200,0
1200,36.57,36,69.358,1200,0
1200,36.62,36,69.358,1200,0
1200,36.67,36,68.951,1200,0
1200,36.72,36,68.951,1200,0
1200,36.77,36,69.286,1200,0
1200,36.82,36,69.286,1200,0
1200,36.87,36,68.951,1200,0
1200,36.92,36,68.951,1200,0
1200,36.97,36,69.358,1200,0
1200,37.02,36,69.358,1200,0
1200,37.07,36,68.951,1200,0
1200,37.12,36,68.951,1200,0
1200,37.17,36,69.286,1200,0
1200,37.22,36,69.286,1200,0
1200,37.27,36,69.022,1200,0
1200,37.32,36,69.022,1200,0
1200,37.37,36,69.358,1200,0
1200,37.42,36,69.358,1200,0
1200,37.47,36,68.951,1200,0
1200,37.52,36,68.951,1200,0
1200,37.57,36,69.286,1200,0
1200,37.62,36,69.286,1200,0
1200,37.67,36,69.358,1200,0
1200,37.72,36,69.286,1200,0
1200,37.77,36,69.286,1200,0
1200,37.82,36,69.022,1200,0
1200,37.87,36,69.022,1200,0
1200,37.92,36,69.286,1200,0
1200,37.97,36,69.286,1200,0
1200,38.02,36,68.951,1200,0
1200,38.07,36,68.951,1200,0
1200,38.12,36,68.951,1200,0
1200,38.17,36,68.951,1200,0
1200,38.23,36,69.286,1200,0
1200,38.28,36,69.286,1200,0
1200,38.33,36,68.951,1200,0
1200,38.38,36,68.951,1200,0
1200,38.43,36,69.022,1200,0
1200,38.48,36,69.022,1200,0
1200,38.53,36,69.286,1200,0
1200,38.58,36,69.286,1200,0
1200,38.63,36,68.951,1200,0
1200,38.68,36,68.951,1200,0
1200,38.73,36,69.286,1200,0
1200,38.78,36,69.286,1200,0
1200,38.83,36,68.951,1200,0
1200,38.88,36,68.951,1200,0
1200,38.93,36,69.286,1200,0
1200,38.98,36,69.286,1200,0
1200,39.03,36,68.951,1200,0
1200,39.08,36,68.951,1200,0
1200,39.13,36,68.951,1200,0
1200,39.18,36,68.951,1200,0
1200,39.23,36,68.951,1200,0
1200,39.28,36,68.951,1200,0
1200,39.33,36,68.951,1200,0
1200,39.38,36,68.951,1200,0
1200,39.43,36,69.022,1200,0
1200,39.48,36,69.022,1200,0
1200,39.53,36,69.022,1200,0
1200,39.58,36,69.022,1200,0
1200,39.63,36,68.951,1200,0
1200,39.68,36,68.951,1200,0
1200,39.73,36,68.951,1200,0
1200,39.78,36,68.951,1200,0
1200,39.83,36,68.951,1200,0
1200,39.88,36,68.951,1200,0
1200,39.93,36,69.022,1200,0
1200,39.99,36,69.022,1200,0
1200,40.04,36,69.022,1200,0
1200,41.04,36,68.951,1200,0
1200,42.04,36,68.951,1200,0
1200,43.04,36,68.951,1200,0
1200,44.04,36,69.022,1200,0
1200,45.04,36,69.022,1200,0
1200,46.04,36,68.951,1200,0
1200,47.04,36,68.951,1200,0
1200,48.04,36,68.951,1200,0
1200,49.04,36,68.951,1200,0
1200,50.04,35,68.951,1200,0
1200,51.04,35,69.022,1200,0
1200,52.04,35,68.749,1200,0
1200,53.04,35,68.951,1200,0
1200,54.04,35,68.951,1200,0
1200,55.04,35,68.951,1200,0
1200,56.04,35,68.951,1200,0
1200,57.04,35,68.951,1200,0
1200,58.04,35,68.749,1200,0
1200,59.04,35,68.749,1200,0
1200,60.04,35,68.749,1200,0
1200,61.04,35,69.022,1200,0
1200,62.04,35,69.022,1200,0
1200,63.04,35,68.749,1200,0
1200,64.04,35,68.679,1200,0
1200,65.04,35,68.749,1200,0
1200,66.04,35,68.679,1200,0
1200,67.04,35,68.749,1200,0
1200,68.05,35,68.749,1200,0
1200,69.05,35,68.749,1200,0
1200,70.05,35,68.679,1200,0
1200,71.05,35,68.749,1200,0
1200,72.05,35,68.749,1200,0
1200,73.05,35,68.749,1200,0
1200,74.05,35,68.749,1200,0
1200,75.05,35,68.679,1200,0
1200,76.05,35,68.749,1200,0
1200,77.05,35,68.749,1200,0
1200,78.05,35,68.679,1200,0
1200,79.05,35,68.679,1200,0
1200,80.05,35,68.749,1200,0
1200,81.05,35,68.679,1200,0
1200,82.05,35,68.679,1200,0
1200,83.05,35,68.749,1200,0
1200,84.05,35,68.679,1200,0
1200,85.05,35,68.749,1200,0
1200,86.05,35,68.679,1200,0
1200,87.05,35,68.749,1200,0
1200,88.05,35,68.679,1200,0
1200,89.05,35,68.679,1200,0
1200,90.05,35,68.749,1200,0
1200,91.05,35,68.749,1200,0
1200,92.05,35,68.679,1200,0
1200,93.05,35,68.749,1200,0
1200,94.06,35,68.679,1200,0
1200,95.06,35,68.749,1200,0
1200,96.06,35,68.679,1200,0
1200,97.06,35,68.679,1200,0
1200,98.06,35,68.406,1200,0
1200,99.06,35,68.476,1200,0
1200,100.06,35,68.749,1200,0
1200,101.06,35,68.679,1200,0
1200,102.06,35,68.679,1200,0
1200,103.06,35,68.679,1200,0
1200,104.06,35,68.749,1200,0
1200,105.06,35,68.679,1200,0
1200,106.06,34,68.476,1200,0
1200,107.06,35,68.406,1200,0
1200,108.06,35,68.476,1200,0
1200,109.06,34,68.679,1200,0
1200,110.06,34,68.749,1200,0
1200,111.06,34,68.749,1200,0
1200,112.06,34,68.406,1200,0
1200,113.06,34,68.406,1200,0
1200,114.06,34,68.406,1200,0
1200,115.06,34,68.476,1200,0
1200,116.06,34,68.476,1200,0
1200,117.06,34,68.679,1200,0
1200,118.06,34,68.476,1200,0
1200,119.06,34,68.406,1200,0
1200,120.06,34,68.679,1200,0
1200,121.07,34,68.406,1200,0
1200,122.07,34,68.406,1200,0
1200,123.07,34,68.406,1200,0
1200,124.07,34,68.406,1200,0
1200,125.07,34,68.476,1200,0
1200,126.07,34,68.406,1200,0
1200,127.07,34,68.679,1200,0
1200,128.07,34,68.406,1200,0
1200,129.07,34,68.476,1200,0
1200,130.07,34,68.476,1200,0
1200,131.07,34,68.476,1200,0
