rep,m,n,k,freq_req_mhz,n_squat,sm_avail,latency_ms,power_w,energy_mj,gflops,clock_sm_med,clock_sm_min,clock_held,throttle,temp_c,p_squat_w,probe_sm_count,probe_ok,iters,window_s,n_samples,power_min_w,power_max_w,status,p_static_w,p_static_squat_w,p_dynamic_w,energy_total_mj,energy_dynamic_mj,energy_static_mj,static_frac,p_dynamic_per_sm_w,e_dyn_squat_mj
1,1024,16384,16384,300,0,108,9.113395,116.764,1064.1165,60323.9,300,300,True,none,44,60.655,108,True,217,1.978,30,116.002,117.259,ok,56.366,58.929,60.398,1064.1165,550.4308,513.6856,0.4827,0.5592,527.0732
1,2048,8192,8192,300,0,108,4.624705,115.136,532.4701,59436.8,300,300,True,none,44,60.655,108,True,427,1.975,30,114.546,115.412,ok,56.366,58.929,58.77,532.47,271.7939,260.6761,0.4896,0.5442,259.9408
1,8192,8192,8192,300,0,108,17.53209,118.324,2074.467,62714.2,300,300,True,none,44,60.655,108,True,112,1.964,30,118.003,118.448,ok,56.366,58.929,61.958,2074.467,1086.2532,988.2138,0.4764,0.5737,1041.3185
1,2048,4096,4096,300,0,108,1.427171,106.51,152.008,48150.8,300,300,True,none,43,60.655,108,True,1337,1.908,28,106.242,106.833,ok,56.366,58.929,50.144,152.008,71.5641,80.4439,0.5292,0.4643,67.9062
1,4096,16384,16384,300,0,108,34.583789,118.52,4098.8707,63585.4,300,300,True,none,44,60.655,108,True,57,1.971,30,118.324,118.717,ok,56.366,58.929,62.154,4098.8707,2149.5208,1949.3499,0.4756,0.5755,2060.8826
1,8192,4096,4096,300,0,108,4.727888,115.68,546.9221,58139.7,300,300,True,none,44,60.655,108,True,415,1.962,30,114.814,116.002,ok,56.366,58.929,59.314,546.9221,280.4299,266.4921,0.4873,0.5492,268.3124
1,2048,16384,16384,300,0,108,18.196473,116.002,2110.8273,60424.4,300,300,True,none,44,60.655,108,True,109,1.983,30,114.224,117.014,ok,56.366,58.929,59.636,2110.8273,1085.1649,1025.6624,0.4859,0.5522,1038.5273
1,8192,16384,16384,300,81,27,295.488474,80.372,23748.9996,14884.0,300,300,True,none,41,61.458,27,True,6,1.773,26,80.012,80.694,ok,56.366,59.788,24.006,23748.9996,7093.4963,16655.5033,0.7013,0.8891,6082.3347
1,1024,8192,8192,300,81,27,10.202689,74.587,760.988,13470.9,300,300,True,none,41,61.458,27,True,192,1.959,29,74.319,74.856,ok,56.366,59.788,18.221,760.988,185.9032,575.0848,0.7557,0.6749,150.9896
1,2048,8192,8192,300,81,27,19.325719,78.369,1514.5373,14223.4,300,300,True,none,40,61.458,27,True,102,1.971,30,77.698,78.638,ok,56.366,59.788,22.003,1514.5373,425.2238,1089.3135,0.7192,0.8149,359.0912
1,1024,4096,4096,300,81,27,2.669207,73.728,196.7953,12872.6,300,300,True,none,40,61.458,27,True,745,1.989,30,73.321,73.728,ok,56.366,59.788,17.362,196.7953,46.3428,150.4525,0.7645,0.643,37.2087
1,4096,8192,8192,300,81,27,37.737284,78.638,2967.5846,14568.0,300,300,True,none,40,61.458,27,True,52,1.962,30,78.369,78.886,ok,56.366,59.788,22.272,2967.5845,840.4848,2127.0997,0.7168,0.8249,711.3478
1,8192,8192,8192,300,81,27,74.853829,78.638,5886.3554,14688.8,300,300,True,none,40,61.458,27,True,26,1.946,29,77.966,78.968,ok,56.366,59.788,22.272,5886.3554,1667.1445,4219.2109,0.7168,0.8249,1410.9947
1,2048,4096,4096,300,81,27,5.243373,73.996,387.9886,13106.0,300,300,True,none,40,61.458,27,True,380,1.992,30,73.728,74.319,ok,56.366,59.788,17.63,387.9886,92.4407,295.548,0.7617,0.653,74.4978
1,4096,4096,4096,300,81,27,9.911462,75.186,745.2032,13866.7,300,300,True,none,40,61.458,27,True,197,1.953,29,74.587,75.186,ok,56.366,59.788,18.82,745.2032,186.5337,558.6695,0.7497,0.697,152.6167
1,1024,16384,16384,300,81,27,38.169753,77.779,2968.8052,14402.9,300,300,True,none,40,61.458,27,True,52,1.985,30,76.643,78.638,ok,56.366,59.788,21.413,2968.8052,817.3289,2151.4763,0.7247,0.7931,686.712
1,4096,16384,16384,300,81,27,148.074798,79.827,11820.3669,14850.8,300,300,True,none,40,61.458,27,True,13,1.925,29,78.968,80.096,ok,56.366,59.788,23.461,11820.3669,3473.9828,8346.3841,0.7061,0.8689,2967.2709
1,2048,16384,16384,300,81,27,74.506284,79.827,5947.6131,14757.3,300,300,True,none,40,61.458,27,True,26,1.937,29,78.968,80.096,ok,56.366,59.788,23.461,5947.6131,1747.9919,4199.6212,0.7061,0.8689,1493.0314
1,8192,4096,4096,300,81,27,19.303316,75.186,1451.3391,14239.9,300,300,True,none,40,61.458,27,True,102,1.969,30,75.107,75.454,ok,56.366,59.788,18.82,1451.3391,363.2884,1088.0507,0.7497,0.697,297.2325
1,8192,8192,8192,300,94,14,145.719331,71.403,10404.7974,7545.4,300,300,True,none,39,60.655,14,True,13,1.894,28,70.805,71.403,ok,56.366,59.788,15.037,10404.7974,2191.1816,8213.6158,0.7894,1.0741,1692.53
1,8192,4096,4096,300,94,14,37.5139,68.219,2559.1608,7327.4,300,300,True,none,39,60.655,14,True,53,1.988,30,68.148,68.488,ok,56.366,59.788,11.853,2559.1607,444.6523,2114.5085,0.8263,0.8466,316.2797
1,1024,16384,16384,300,94,14,72.711054,71.403,5191.7874,7560.8,300,300,True,none,39,60.655,14,True,27,1.963,30,70.805,71.403,ok,56.366,59.788,15.037,5191.7874,1093.3561,4098.4313,0.7894,1.0741,844.5389
1,1024,8192,8192,300,94,14,19.924235,67.621,1347.2967,6898.1,300,300,True,none,39,60.655,14,True,100,1.992,30,67.55,67.89,ok,56.366,59.788,11.255,1347.2967,224.2473,1123.0494,0.8336,0.8039,156.0665
1,2048,4096,4096,300,94,14,9.434204,67.621,637.9503,7284.1,300,300,True,none,39,60.655,14,True,209,1.972,30,67.55,67.89,ok,56.366,59.788,11.255,637.9503,106.182,531.7683,0.8336,0.8039,73.8981
1,2048,16384,16384,300,94,14,144.798202,71.672,10377.9767,7593.4,300,300,True,none,39,60.655,14,True,13,1.882,28,71.403,71.672,ok,56.366,59.788,15.306,10377.9767,2216.2813,8161.6955,0.7864,1.0933,1720.7818
1,4096,8192,8192,300,94,14,73.386368,71.081,5216.3764,7491.3,300,300,True,none,39,60.655,14,True,27,1.981,30,70.805,71.081,ok,56.366,59.788,14.715,5216.3764,1079.8804,4136.496,0.793,1.0511,828.7523
1,8192,16384,16384,300,94,14,576.965571,71.672,41352.2764,7622.7,300,300,True,none,39,60.655,14,True,3,1.731,25,71.597,71.672,ok,56.366,59.788,15.306,41352.2764,8831.035,32521.2414,0.7864,1.0933,6856.6588
1,2048,8192,8192,300,94,14,36.836836,71.007,2615.6732,7462.0,300,300,True,none,39,60.655,14,True,53,1.952,29,70.731,71.081,ok,56.366,59.788,14.641,2615.6732,539.3281,2076.3451,0.7938,1.0458,413.2725
1,1024,4096,4096,300,94,14,4.907903,67.48,331.1853,7000.9,300,300,True,none,39,60.655,14,True,398,1.953,29,67.282,67.55,ok,56.366,59.788,11.114,331.1853,54.5464,276.6389,0.8353,0.7939,37.7516
1,4096,16384,16384,300,94,14,288.894187,71.597,20683.9571,7611.9,300,300,True,none,39,60.655,14,True,6,1.733,25,71.007,71.597,ok,56.366,59.788,15.231,20683.9571,4400.1474,16283.8097,0.7873,1.0879,3411.5515
1,4096,4096,4096,300,94,14,18.868551,67.819,1279.6463,7284.0,300,300,True,none,39,60.655,14,True,105,1.981,30,67.748,68.148,ok,56.366,59.788,11.453,1279.6463,216.1015,1063.5447,0.8311,0.8181,151.5333
1,4096,4096,4096,300,54,54,5.071568,86.113,436.728,27099.9,300,300,True,none,40,60.323,54,True,387,1.963,30,85.515,86.703,ok,56.366,59.788,29.747,436.7279,150.8639,285.864,0.6546,0.5509,133.509
1,8192,4096,4096,300,54,54,9.630069,87.998,847.4268,28543.7,300,300,True,none,40,60.323,54,True,205,1.974,30,87.569,88.435,ok,56.366,59.788,31.632,847.4268,304.6183,542.8085,0.6405,0.5858,271.6642
1,1024,8192,8192,300,54,54,5.142999,86.381,444.2574,26723.5,300,300,True,none,40,60.323,54,True,383,1.97,30,86.113,86.703,ok,56.366,59.788,30.015,444.2574,154.3671,289.8903,0.6525,0.5558,136.7678
1,2048,16384,16384,300,54,54,37.173151,92.206,3427.5876,29578.1,300,300,True,none,40,60.323,54,True,53,1.97,30,90.159,93.072,ok,56.366,59.788,35.84,3427.5876,1332.2857,2095.3018,0.6113,0.6637,1205.0792
1,2048,8192,8192,300,54,54,9.908469,89.025,882.1015,27741.7,300,300,True,none,40,60.323,54,True,200,1.982,30,88.703,90.481,ok,56.366,59.788,32.659,882.1015,323.6007,558.5008,0.6331,0.6048,289.6939
1,1024,16384,16384,300,54,54,19.572505,89.293,1747.6877,28088.2,300,300,True,none,40,60.323,54,True,101,1.977,30,87.837,90.749,ok,56.366,59.788,32.927,1747.6877,644.4639,1103.2238,0.6312,0.6098,577.4868
1,1024,4096,4096,300,54,54,1.441833,83.791,120.8126,23830.6,300,300,True,none,40,60.323,54,True,1344,1.938,29,83.2,84.059,ok,56.366,59.788,27.425,120.8126,39.5423,81.2704,0.6727,0.5079,34.6083
1,4096,16384,16384,300,54,54,72.708157,92.803,6747.5351,30244.5,300,300,True,none,40,60.323,54,True,27,1.963,30,91.615,93.669,ok,56.366,59.788,36.437,6747.5351,2649.2671,4098.268,0.6074,0.6748,2400.4598
1,8192,16384,16384,300,54,54,144.764449,93.072,13473.5168,30380.7,300,300,True,none,40,60.323,54,True,13,1.882,28,91.615,93.669,ok,56.366,59.788,36.706,13473.5168,5313.7239,8159.7929,0.6056,0.6797,4818.3399
1,4096,8192,8192,300,54,54,18.821889,90.844,1709.8557,29208.3,300,300,True,none,40,60.323,54,True,105,1.976,30,89.655,91.12,ok,56.366,59.788,34.478,1709.8557,648.9411,1060.9146,0.6205,0.6385,584.5326
1,2048,4096,4096,300,54,54,2.550251,86.793,221.344,26946.2,300,300,True,none,40,60.323,54,True,772,1.969,30,86.471,87.338,ok,56.366,59.788,30.427,221.3439,77.5965,143.7474,0.6494,0.5635,68.8695
1,8192,8192,8192,300,54,54,36.806783,91.443,3365.7226,29872.5,300,300,True,none,40,60.323,54,True,54,1.988,30,90.844,91.98,ok,56.366,59.788,35.077,3365.7227,1291.0715,2074.6511,0.6164,0.6496,1165.1187
1,8192,4096,4096,300,27,81,6.316669,101.487,641.0598,43516.3,300,300,True,none,41,60.655,81,True,313,1.977,30,100.897,101.869,ok,56.366,59.788,45.121,641.0598,285.0144,356.0454,0.5554,0.557,263.3988
1,4096,16384,16384,300,27,81,47.279257,106.51,5035.7136,46511.4,300,300,True,none,41,60.655,81,True,42,1.986,30,104.675,107.101,ok,56.366,59.788,50.144,5035.7137,2370.7711,2664.9426,0.5292,0.6191,2208.9814
1,1024,8192,8192,300,27,81,3.385852,99.762,337.7794,40592.1,300,300,True,none,41,60.655,81,True,581,1.967,30,99.276,100.403,ok,56.366,59.788,43.396,337.7794,146.9324,190.8469,0.565,0.5358,135.346
1,4096,8192,8192,300,27,81,12.337419,102.728,1267.3984,44560.0,300,300,True,none,41,60.655,81,True,160,1.974,30,102.353,103.595,ok,56.366,59.788,46.362,1267.3984,571.9874,695.411,0.5487,0.5724,529.7688
1,4096,4096,4096,300,27,81,3.320625,100.031,332.1654,41389.5,300,300,True,none,41,60.655,81,True,589,1.956,29,98.574,101.059,ok,56.366,59.788,43.665,332.1654,144.9951,187.1703,0.5635,0.5391,133.6319
1,1024,16384,16384,300,27,81,12.747595,100.897,1286.1941,43126.2,300,300,True,none,41,60.655,81,True,155,1.976,30,99.762,102.246,ok,56.366,59.788,44.531,1286.1941,567.6632,718.5309,0.5586,0.5498,524.0409
1,8192,8192,8192,300,27,81,23.950944,104.888,2512.1667,45906.8,300,300,True,none,42,60.655,81,True,82,1.964,30,104.566,106.02,ok,56.366,59.788,48.522,2512.1666,1162.1477,1350.0189,0.5374,0.599,1080.1876
1,1024,4096,4096,300,27,81,0.986455,94.206,92.93,34831.5,300,300,True,none,41,60.655,81,True,1935,1.909,29,93.938,94.206,ok,56.366,59.788,37.84,92.93,37.3275,55.6025,0.5983,0.4672,33.9518
1,2048,16384,16384,300,27,81,24.362382,104.29,2540.7528,45131.5,300,300,True,none,41,60.655,81,True,81,1.973,30,103.219,105.809,ok,56.366,59.788,47.924,2540.7528,1167.5428,1373.21,0.5405,0.5917,1084.1747
1,8192,16384,16384,300,27,81,94.504915,106.399,10055.2285,46537.8,300,300,True,none,42,60.655,81,True,21,1.985,30,103.701,107.587,ok,56.366,59.788,50.033,10055.2285,4728.3644,5326.864,0.5298,0.6177,4404.9686
1,2048,4096,4096,300,27,81,1.900693,94.796,180.1781,36155.0,300,300,True,none,41,60.655,81,True,1024,1.946,29,94.206,95.394,ok,56.366,59.788,38.43,180.1781,73.0436,107.1345,0.5946,0.4744,66.5395
1,2048,8192,8192,300,27,81,6.467851,100.299,648.719,42499.1,300,300,True,none,41,60.655,81,True,305,1.973,30,100.031,101.165,ok,56.366,59.788,43.933,648.719,284.1521,364.5669,0.562,0.5424,262.0191
1,1024,8192,8192,900,27,81,1.144161,179.184,205.0154,120122.0,900,900,True,none,45,65.296,81,True,1682,1.924,29,178.648,180.104,ok,61.356,64.437,117.828,205.0153,134.8142,70.2011,0.3424,1.4547,131.289
1,4096,4096,4096,900,27,81,1.115073,179.506,200.1622,123255.6,900,900,True,none,46,65.296,81,True,1704,1.9,28,177.782,180.64,ok,61.356,64.437,118.15,200.1623,131.7459,68.4164,0.3418,1.4586,128.3103
1,2048,8192,8192,900,27,81,2.162999,180.64,390.7242,127081.8,900,900,True,none,47,65.296,81,True,881,1.906,28,179.774,180.962,ok,61.356,64.437,119.284,390.7241,258.0112,132.713,0.3397,1.4726,251.347
1,8192,16384,16384,900,27,81,31.52915,197.202,6217.6114,139491.4,900,900,True,none,48,65.296,81,True,63,1.986,30,195.156,197.747,ok,61.356,64.437,135.846,6217.6114,4283.1089,1934.5025,0.3111,1.6771,4185.9676
1,4096,8192,8192,900,27,81,4.135861,189.056,781.9093,132924.1,900,900,True,none,48,65.296,81,True,472,1.952,29,186.143,191.11,ok,61.356,64.437,127.7,781.9093,528.1494,253.7599,0.3245,1.5765,515.4069
1,2048,16384,16384,900,27,81,8.156551,192.566,1570.6744,134801.1,900,900,True,none,48,65.296,81,True,242,1.974,30,190.788,193.7,ok,61.356,64.437,131.21,1570.6744,1070.2211,500.4533,0.3186,1.6199,1045.0907
1,2048,4096,4096,900,27,81,0.642203,163.534,105.0221,107005.8,900,900,True,none,47,65.296,81,True,2948,1.893,28,162.676,164.4,ok,61.356,64.437,102.178,105.022,65.619,39.403,0.3752,1.2615,63.6404
1,1024,4096,4096,900,27,81,0.33191,161.81,53.7063,103521.3,900,900,True,none,47,65.296,81,True,4951,1.643,23,161.22,162.078,ok,61.356,64.437,100.454,53.7064,33.3417,20.3647,0.3792,1.2402,32.3191
1,8192,4096,4096,900,27,81,2.120507,184.419,391.0619,129628.4,900,900,True,none,48,65.296,81,True,917,1.945,29,183.285,185.277,ok,61.356,64.437,123.063,391.0618,260.956,130.1058,0.3327,1.5193,254.4227
1,4096,16384,16384,900,27,81,15.773142,198.068,3124.1546,139415.7,900,900,True,none,49,65.296,81,True,125,1.972,30,196.88,198.934,ok,61.356,64.437,136.712,3124.1547,2156.3778,967.7769,0.3098,1.6878,2107.7807
1,1024,16384,16384,900,27,81,4.256268,184.151,783.7959,129163.8,900,900,True,none,49,65.296,81,True,461,1.962,30,182.419,185.277,ok,61.356,64.437,122.795,783.796,522.6484,261.1476,0.3332,1.516,509.5349
1,8192,8192,8192,900,27,81,7.996404,195.022,1559.4746,137500.8,900,900,True,none,49,65.296,81,True,247,1.975,30,194.29,195.746,ok,61.356,64.437,133.666,1559.4747,1068.8473,490.6274,0.3146,1.6502,1044.2104
1,1024,16384,16384,900,94,14,24.268271,94.626,2296.4094,22653.3,900,900,True,none,43,66.432,14,True,81,1.966,30,94.206,94.895,ok,61.356,64.437,33.27,2296.4094,807.4054,1489.004,0.6484,2.3764,732.6348
1,4096,4096,4096,900,94,14,6.289783,87.07,547.6514,21851.1,900,900,True,none,42,66.432,14,True,314,1.975,30,86.979,87.07,ok,61.356,64.437,25.714,547.6514,161.7355,385.9159,0.7047,1.8367,142.3567
1,4096,8192,8192,900,94,14,24.270221,93.938,2279.896,22651.5,900,900,True,none,42,66.432,14,True,81,1.966,30,93.669,94.036,ok,61.356,64.437,32.582,2279.896,790.7723,1489.1237,0.6532,2.3273,715.9958
1,8192,8192,8192,900,94,14,48.511239,94.036,4561.8029,22665.1,900,900,True,none,42,66.432,14,True,41,1.989,28,93.34,94.036,ok,61.356,64.437,32.68,4561.8029,1585.3473,2976.4556,0.6525,2.3343,1435.8842
1,1024,4096,4096,900,94,14,1.638844,85.515,140.1458,20965.8,900,900,True,none,42,66.432,14,True,1229,2.014,31,84.925,85.934,ok,61.356,64.437,24.159,140.1457,39.5928,100.5529,0.7175,1.7256,34.5436
1,2048,16384,16384,900,94,14,47.911641,95.294,4565.6919,22948.7,900,900,True,none,42,66.432,14,True,41,1.964,30,95.026,95.394,ok,61.356,64.437,33.938,4565.6919,1626.0253,2939.6666,0.6439,2.4241,1478.4095
1,8192,16384,16384,900,94,14,191.43608,95.394,18261.8534,22974.0,900,900,True,none,41,66.432,14,True,10,1.914,29,94.796,95.662,ok,61.356,64.437,34.038,18261.8534,6516.1013,11745.7521,0.6432,2.4313,5926.2867
1,8192,4096,4096,900,94,14,12.434959,87.362,1086.3429,22105.3,900,900,True,none,41,66.432,14,True,159,1.977,30,86.979,87.569,ok,61.356,64.437,26.006,1086.3429,323.3835,762.9593,0.7023,1.8576,285.0714
1,1024,8192,8192,900,94,14,6.599226,86.113,568.2792,20826.5,900,900,True,none,41,66.432,14,True,302,1.993,30,85.844,86.381,ok,61.356,64.437,24.757,568.2791,163.377,404.9021,0.7125,1.7684,143.0448
1,2048,8192,8192,900,94,14,12.281143,93.938,1153.666,22382.1,900,900,True,none,41,66.432,14,True,162,1.99,30,93.34,94.036,ok,61.356,64.437,32.582,1153.666,400.1442,753.5218,0.6532,2.3273,362.306
1,4096,16384,16384,900,94,14,95.78876,95.984,9194.1883,22957.0,900,900,True,none,41,66.432,14,True,20,1.916,29,95.662,96.084,ok,61.356,64.437,34.628,9194.1883,3316.9732,5877.2152,0.6392,2.4734,3021.848
1,2048,4096,4096,900,94,14,3.15335,86.203,271.8283,21792.5,900,900,True,none,41,66.432,14,True,623,1.965,30,85.934,86.203,ok,61.356,64.437,24.847,271.8282,78.3513,193.4769,0.7118,1.7748,68.6358
1,4096,16384,16384,900,54,54,24.25186,157.442,3818.2614,90674.4,900,900,True,none,44,65.573,54,True,81,1.964,30,155.441,158.3,ok,61.356,64.437,96.086,3818.2613,2330.2642,1487.9971,0.3897,1.7794,2255.5442
1,2048,8192,8192,900,54,54,3.307613,149.026,492.9203,83104.6,900,900,True,none,44,65.573,54,True,577,1.908,28,144.114,150.805,ok,61.356,64.437,87.67,492.9203,289.9784,202.9419,0.4117,1.6235,279.7877
1,1024,4096,4096,900,54,54,0.498207,131.054,65.292,68966.9,900,900,True,none,44,65.573,54,True,3840,1.913,29,130.6,131.513,ok,61.356,64.437,69.698,65.292,34.724,30.568,0.4682,1.2907,33.1891
1,4096,4096,4096,900,54,54,1.697461,141.792,240.6863,80967.4,900,900,True,none,45,65.573,54,True,1174,1.993,30,139.477,142.658,ok,61.356,64.437,80.436,240.6864,136.537,104.1494,0.4327,1.4896,131.3071
1,8192,4096,4096,900,54,54,3.218342,146.436,471.2811,85409.8,900,900,True,none,45,65.573,54,True,611,1.966,30,145.838,146.857,ok,61.356,64.437,85.08,471.2811,273.8165,197.4646,0.419,1.5756,263.9008
1,8192,8192,8192,900,54,54,12.290172,154.851,1903.1455,89462.7,900,900,True,none,45,65.573,54,True,161,1.979,30,154.583,155.441,ok,61.356,64.437,93.495,1903.1454,1149.0696,754.0758,0.3962,1.7314,1111.2036
1,1024,8192,8192,900,54,54,1.728594,141.792,245.1008,79509.1,900,900,True,none,45,65.573,54,True,1103,1.907,28,140.336,142.389,ok,61.356,64.437,80.436,245.1008,139.0412,106.0596,0.4327,1.4896,133.7154
1,8192,16384,16384,900,54,54,48.24365,158.898,7665.8195,91163.2,900,900,True,none,46,65.573,54,True,41,1.978,30,157.928,159.764,ok,61.356,64.437,97.542,7665.8195,4705.7821,2960.0374,0.3861,1.8063,4557.1434
1,2048,4096,4096,900,54,54,0.853559,142.98,122.0419,80509.3,900,900,True,none,46,65.573,54,True,2191,1.87,28,140.657,143.524,ok,61.356,64.437,81.624,122.0419,69.6709,52.371,0.4291,1.5116,67.0411
1,4096,8192,8192,900,54,54,6.277768,152.261,955.8592,87571.9,900,900,True,none,46,65.573,54,True,314,1.971,30,151.341,153.395,ok,61.356,64.437,90.905,955.8592,570.6805,385.1787,0.403,1.6834,551.3387
1,2048,16384,16384,900,54,54,12.393298,156.576,1940.4931,88718.2,900,900,True,none,46,65.573,54,True,159,1.971,30,154.253,157.337,ok,61.356,64.437,95.22,1940.493,1180.0898,760.4032,0.3919,1.7633,1141.9061
1,1024,16384,16384,900,54,54,6.525577,149.348,974.5819,84246.3,900,900,True,none,46,65.573,54,True,303,1.977,30,146.704,151.073,ok,61.356,64.437,87.992,974.5819,574.1986,400.3833,0.4108,1.6295,554.0933
1,4096,8192,8192,900,81,27,12.595585,115.136,1450.2053,43646.7,900,900,True,none,43,66.432,27,True,157,1.978,30,114.343,115.533,ok,61.356,64.437,53.78,1450.2053,677.3906,772.8147,0.5329,1.9919,638.5836
1,8192,4096,4096,900,81,27,6.466657,106.833,690.8524,42507.0,900,900,True,none,43,66.432,27,True,305,1.972,30,106.721,107.265,ok,61.356,64.437,45.477,690.8524,294.0842,396.7682,0.5743,1.6843,274.1604
1,2048,16384,16384,900,81,27,24.867427,118.003,2934.431,44214.9,900,900,True,none,43,66.432,27,True,80,1.989,30,117.581,119.307,ok,61.356,64.437,56.647,2934.431,1408.6651,1525.7659,0.52,2.098,1332.0486
1,8192,16384,16384,900,81,27,98.226714,118.985,11687.5056,44774.4,900,900,True,none,43,66.432,27,True,20,1.965,30,118.717,119.583,ok,61.356,64.437,57.629,11687.5056,5660.7073,6026.7983,0.5157,2.1344,5358.0708
1,1024,4096,4096,900,81,27,0.889141,102.46,91.1014,38643.7,900,900,True,none,43,66.432,27,True,2373,2.11,32,101.593,102.728,ok,61.356,64.437,41.104,91.1014,36.5473,54.5541,0.5988,1.5224,33.8078
1,2048,4096,4096,900,81,27,1.739747,103.595,180.2291,39499.7,900,900,True,none,43,66.432,27,True,1151,2.002,30,102.728,104.077,ok,61.356,64.437,42.239,180.2291,73.4852,106.7439,0.5923,1.5644,68.125
1,2048,8192,8192,900,81,27,6.466616,113.477,733.8122,42507.2,900,900,True,none,43,66.432,27,True,304,1.966,30,112.822,114.343,ok,61.356,64.437,52.121,733.8122,337.0465,396.7657,0.5407,1.9304,317.1228
1,1024,16384,16384,900,81,27,12.733875,113.09,1440.0739,43172.7,900,900,True,none,43,66.432,27,True,155,1.974,30,112.019,114.075,ok,61.356,64.437,51.734,1440.0739,658.7743,781.2996,0.5425,1.9161,619.5412
1,1024,8192,8192,900,81,27,3.409197,104.186,355.1906,40314.2,900,900,True,none,43,66.432,27,True,580,1.977,30,103.487,104.784,ok,61.356,64.437,42.83,355.1906,146.0159,209.1747,0.5889,1.5863,135.5122
1,4096,16384,16384,900,81,27,49.111176,118.717,5830.3314,44776.4,900,900,True,none,43,66.432,27,True,40,1.964,30,118.126,119.307,ok,61.356,64.437,57.361,5830.3315,2817.0662,3013.2653,0.5168,2.1245,2665.7546
1,8192,8192,8192,900,81,27,24.882701,115.68,2878.4309,44187.8,900,900,True,none,43,66.432,27,True,79,1.966,30,115.136,115.801,ok,61.356,64.437,54.324,2878.4309,1351.7278,1526.703,0.5304,2.012,1275.0642
1,4096,4096,4096,900,81,27,3.32063,105.643,350.8013,41389.4,900,900,True,none,43,66.432,27,True,593,1.969,30,104.186,106.131,ok,61.356,64.437,44.287,350.8013,147.0607,203.7406,0.5808,1.6403,136.8299
1,8192,8192,8192,900,0,108,5.852493,232.896,1363.0222,187870.6,900,900,True,none,50,63.248,108,True,337,1.972,30,232.273,235.461,ok,61.356,61.79,171.54,1363.0222,1003.9366,359.0856,0.2634,1.5883,1001.3967
1,2048,16384,16384,900,0,108,6.070876,226.533,1375.2537,181112.5,900,900,True,none,51,63.248,108,True,320,1.943,29,225.4,227.72,ok,61.356,61.79,165.177,1375.2538,1002.7691,372.4847,0.2708,1.5294,1000.1343
1,8192,4096,4096,900,0,108,1.581455,224.811,355.5284,173813.3,900,900,True,none,51,63.248,108,True,1215,1.921,29,223.624,226.265,ok,61.356,61.79,163.455,355.5285,258.4967,97.0318,0.2729,1.5135,257.8104
1,4096,4096,4096,900,0,108,0.796258,222.861,177.4548,172606.1,900,900,True,none,52,63.248,108,True,2389,1.902,28,221.865,225.046,ok,61.356,61.79,161.505,177.4549,128.5996,48.8552,0.2753,1.4954,128.2541
1,1024,8192,8192,900,0,108,0.819077,222.562,182.2954,167797.4,900,900,True,none,52,63.248,108,True,2324,1.904,28,218.355,228.502,ok,61.356,61.79,161.206,182.2954,132.0401,50.2553,0.2757,1.4926,131.6846
1,1024,16384,16384,900,0,108,3.041303,229.682,698.5326,180763.2,900,900,True,none,53,63.248,108,True,645,1.962,30,228.853,230.548,ok,61.356,61.79,168.326,698.5326,511.9304,186.6022,0.2671,1.5586,510.6104
1,8192,16384,16384,900,0,108,23.053022,232.602,5362.179,190779.6,900,900,True,none,53,63.248,108,True,86,1.983,30,232.273,233.139,ok,61.356,61.79,171.246,5362.179,3947.7378,1414.4412,0.2638,1.5856,3937.7328
1,4096,16384,16384,900,0,108,11.539084,232.602,2684.0141,190571.7,900,900,True,none,53,63.248,108,True,171,1.973,30,232.273,232.871,ok,61.356,61.79,171.246,2684.014,1976.022,707.992,0.2638,1.5856,1971.014
1,2048,8192,8192,900,0,108,1.546282,222.133,343.4803,177767.0,900,900,True,none,53,63.248,108,True,1253,1.937,29,221.536,222.724,ok,61.356,61.79,160.777,343.4803,248.6066,94.8737,0.2762,1.4887,247.9355
1,1024,4096,4096,900,0,108,0.320924,163.864,52.5879,107065.1,900,900,True,none,50,63.248,108,True,5508,1.768,26,163.534,164.4,ok,61.356,61.79,102.508,52.5879,32.8973,19.6906,0.3744,0.9491,32.758
1,2048,4096,4096,900,0,108,0.47936,194.888,93.4214,143356.8,900,900,True,none,51,63.248,108,True,3861,1.851,27,194.29,195.424,ok,61.356,61.79,133.532,93.4215,64.0099,29.4116,0.3148,1.2364,63.8019
1,4096,8192,8192,900,0,108,3.08123,223.624,689.0369,178420.9,900,900,True,none,53,63.248,108,True,637,1.963,30,222.724,225.046,ok,61.356,61.79,162.268,689.037,499.985,189.0519,0.2744,1.5025,498.6478
2,4096,16384,16384,510,27,81,27.82513,138.157,3844.2364,79030.1,510,510,True,none,46,63.409,81,True,71,1.976,30,136.289,138.611,ok,57.602,60.923,80.555,3844.2365,2241.4533,1602.7831,0.4169,0.9945,2149.0461
2,2048,8192,8192,510,27,81,3.81332,128.142,488.6464,72083.6,510,510,True,none,46,63.409,81,True,515,1.964,30,127.606,128.74,ok,57.602,60.923,70.54,488.6465,268.9916,219.6549,0.4495,0.8709,256.3276
2,8192,4096,4096,510,27,81,3.741672,129.92,486.118,73463.9,510,510,True,none,46,63.409,81,True,527,1.972,29,129.33,130.196,ok,57.602,60.923,72.318,486.118,270.5902,215.5278,0.4434,0.8928,258.1641
