ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
32,1410,0,0,0,comm_only,0,0,0,128,1.02322,2584,1410,True,671.3,167.83,101,4
32,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.58751,4849,1230,False,1589.7,397.42,112,4
32,1200,0,0,0,comm_only,0,0,0,128,1.0696,2447,1200,True,554.7,138.68,100,4
32,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63345,4174,1200,True,1296.5,324.12,101,4
32,900,0,0,0,comm_only,0,0,0,128,1.33496,1984,900,True,474.5,118.63,102,4
32,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.83285,3173,900,True,876.5,219.13,101,4
32,705,0,0,0,comm_only,0,0,0,128,1.7074,1546,705,True,441.7,110.42,101,4
32,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.05329,2496,705,True,735.4,183.86,101,4
32,510,0,0,0,comm_only,0,0,0,128,1.90401,1387,510,True,426.9,106.73,101,4
32,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.44175,1822,510,True,601.5,150.37,101,4
32,300,0,0,0,comm_only,0,0,0,128,2.12354,1244,300,True,414.0,103.51,101,4
32,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.4182,1081,300,True,457.6,114.41,100,4
