ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
32,1410,0,0,0,comm_only,0,0,0,128,1.03228,2579,1410,True,668.7,167.17,102,4
32,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.58798,4827,1185,False,1592.0,397.99,111,4
32,1200,0,0,0,comm_only,0,0,0,128,1.07267,2469,1200,True,554.1,138.53,102,4
32,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.6451,4153,1200,True,1291.7,322.93,104,4
32,900,0,0,0,comm_only,0,0,0,128,1.37295,1932,900,True,470.6,117.65,102,4
32,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.8353,3150,900,True,870.9,217.73,101,4
32,705,0,0,0,comm_only,0,0,0,128,1.71189,1535,705,True,440.3,110.07,101,4
32,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.06813,2493,705,True,730.5,182.62,102,4
32,510,0,0,0,comm_only,0,0,0,128,1.90398,1383,510,True,425.5,106.38,101,4
32,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.4577,1820,510,True,597.9,149.48,102,4
32,300,0,0,0,comm_only,0,0,0,128,2.12665,1231,300,True,413.8,103.45,100,4
32,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.43603,1081,300,True,457.1,114.26,101,4
