ctas,clock,m,n,k,mode,grid,waves,s_eff,ar_mib,iter_ms,iters,clock_min,clock_held,power_node_w,power_per_gpu_w,n_samples,world
32,1410,0,0,0,comm_only,0,0,0,128,1.0233,2602,1410,True,668.8,167.2,102,4
32,1410,4096,4096,4096,gemm_only,512,5,102.4,128,0.58701,4787,1230,False,1597.6,399.4,110,4
32,1200,0,0,0,comm_only,0,0,0,128,1.06849,2478,1200,True,552.7,138.16,102,4
32,1200,4096,4096,4096,gemm_only,512,5,102.4,128,0.63326,4175,1200,True,1292.5,323.12,102,4
32,900,0,0,0,comm_only,0,0,0,128,1.33411,1971,900,True,473.3,118.32,101,4
32,900,4096,4096,4096,gemm_only,512,5,102.4,128,0.83382,3144,900,True,874.7,218.67,101,4
32,705,0,0,0,comm_only,0,0,0,128,1.67453,1579,705,True,441.0,110.24,101,4
32,705,4096,4096,4096,gemm_only,512,5,102.4,128,1.05308,2505,705,True,731.3,182.82,102,4
32,510,0,0,0,comm_only,0,0,0,128,1.90389,1384,510,True,424.8,106.19,101,4
32,510,4096,4096,4096,gemm_only,512,5,102.4,128,1.44063,1821,510,True,597.8,149.45,101,4
32,300,0,0,0,comm_only,0,0,0,128,2.12536,1240,300,True,412.4,103.1,101,4
32,300,4096,4096,4096,gemm_only,512,5,102.4,128,2.41924,1079,300,True,454.5,113.64,100,4
